RVCYZ000023	iCHOv1.100770342	29.2	240	136	7	18	249	29	242	6.24e-14	71.2
RVCYZ000023	iSbBS512_1146.SbBS512_E2456	32.4	216	115	7	43	253	33	222	5.69e-14	70.1
RVCYZ000023	iML1515.b0875	32.4	216	115	7	43	253	33	222	1.44e-13	68.9
RVCYZ000023	iSF_1195.SF0832	32.4	216	115	7	43	253	33	222	1.44e-13	68.9
RVCYZ000023	iYL1228.KPN_00909	29.1	230	143	7	18	244	1	213	1.68e-12	65.9
RVCYZ000023	iJN1463.PP_4282	32.0	181	102	7	71	249	57	218	3.06e-12	65.1
RVCYZ000024	iCN900.CD630_20500	36.6	235	146	2	19	251	1	234	1.17e-53	173
RVCYZ000024	iYS854.USA300HOU_RS07985	38.0	234	140	4	20	251	7	237	1.62e-52	170
RVCYZ000025	iEK1008.Rv1712	37.3	233	118	7	4	227	9	222	4.45e-23	98.2
RVCYZ000025	iSynCJ816.SGL_RS10105	38.8	188	99	4	4	191	292	463	1.06e-20	95.9
RVCYZ000025	iYO844.BSU22890	33.6	235	129	7	2	228	5	220	1.53e-21	93.6
RVCYZ000025	iCN900.CD630_18160	33.0	197	104	4	4	194	6	180	5.90e-21	91.7
RVCYZ000026	iIS312.TCDM_02411	38.3	462	260	9	11	458	18	468	1.29e-91	286
RVCYZ000031	iCN718.ABAYE_RS14895	31.2	234	142	4	8	239	6	222	6.05e-27	103
RVCYZ000032	iML1515.b0624	44.3	88	47	2	3	88	5	92	2.32e-14	64.3
RVCYZ000033	iML1515.b0624	47.2	89	46	1	6	93	5	93	5.32e-19	76.3
RVCYZ000036	iSynCJ816.SGL_RS08610	35.1	74	46	2	69	140	30	103	7.48e-08	49.7
RVCYZ000036	iSynCJ816.SGL_RS05320	35.7	84	44	2	56	136	56	132	4.09e-07	47.8
RVCYZ000037	iHN637.CLJU_RS05215	22.4	237	167	4	70	292	3	236	3.55e-11	61.6
RVCYZ000039	iHN637.CLJU_RS05215	55.1	69	29	1	170	236	127	195	4.28e-11	61.2
RVCYZ000040	iEK1008.Rv1822	31.8	179	111	4	20	193	10	182	1.25e-23	93.2
RVCYZ000041	iEK1008.Rv2121c	51.1	284	136	2	1	282	1	283	3.82e-91	271
RVCYZ000042	iEK1008.Rv2122c	54.0	87	40	0	1	87	7	93	4.34e-29	99.4
RVCYZ000043	iEK1008.Rv1408	53.3	214	100	0	5	218	13	226	6.85e-76	228
RVCYZ000044	STM_v1_0.STM3002	26.0	250	170	8	3	242	2	246	4.12e-13	68.2
RVCYZ000045	iEK1008.Rv1613	51.2	260	117	1	25	284	15	264	3.90e-84	253
RVCYZ000046	iEK1008.Rv1612	59.7	417	153	5	266	679	6	410	8.32e-164	476
RVCYZ000046	iJN1463.PP_0083	56.3	403	163	7	266	668	4	393	5.83e-146	431
RVCYZ000050	iEK1008.Rv1609	48.3	503	250	5	18	516	10	506	3.89e-150	439
RVCYZ000051	iEK1008.Rv1606	61.0	105	41	0	14	118	2	106	4.04e-42	135
RVCYZ000051	iHN637.CLJU_RS05760	60.0	90	36	0	28	117	21	110	4.16e-37	122
RVCYZ000052	iEK1008.Rv1605	69.1	256	78	1	2	256	12	267	1.75e-117	336
RVCYZ000054	iEK1008.Rv2936	39.4	218	131	1	6	222	20	237	2.71e-46	156
RVCYZ000054	iCHOv1.100761226	39.0	213	129	1	6	217	911	1123	4.36e-42	152
RVCYZ000054	iMM1415.11303	39.0	213	129	1	6	217	911	1123	8.08e-42	151
RVCYZ000057	iEK1008.Rv2881c	36.5	167	96	3	153	317	144	302	1.43e-25	103
RVCYZ000057	STM_v1_0.STM0222	38.2	144	75	5	181	317	143	279	1.85e-24	100
RVCYZ000057	iML1515.b0175	37.5	144	76	5	181	317	143	279	2.55e-24	99.8
RVCYZ000057	iSbBS512_1146.SbBS512_E0168	37.5	144	76	5	181	317	143	279	2.55e-24	99.8
RVCYZ000057	iSDY_1059.SDY_0191	37.5	144	76	5	181	317	107	243	1.28e-24	99.8
RVCYZ000057	iSF_1195.SF0165	37.5	144	76	5	181	317	107	243	1.28e-24	99.8
RVCYZ000057	iSSON_1240.SSON_0187	37.5	144	76	5	181	317	107	243	1.28e-24	99.8
RVCYZ000057	iCN900.CD630_21350	32.3	161	103	1	153	313	96	250	2.14e-23	96.7
RVCYZ000057	iYL1228.KPN_00188	36.8	144	77	5	181	317	118	254	2.18e-23	96.7
RVCYZ000057	iPC815.YPO1050	40.0	125	60	3	199	317	164	279	1.18e-22	95.1
RVCYZ000057	iPC815.YPO2816	39.1	128	70	2	187	311	176	298	4.75e-22	94.0
RVCYZ000057	iLB1027_lipid.PHATRDRAFT_47250	41.3	126	56	5	197	312	441	558	3.77e-21	93.6
RVCYZ000059	iEK1008.Rv2883c	60.7	229	89	1	12	240	32	259	4.30e-93	274
RVCYZ000062	iYO844.BSU15720	37.2	148	91	1	1	146	1	148	8.56e-29	103
RVCYZ000063	iEK1008.Rv2187	39.9	601	352	6	2	599	1	595	3.09e-143	431
RVCYZ000065	iEK1008.Rv3410c	50.7	373	172	5	6	368	3	373	1.91e-116	342
RVCYZ000065	iSynCJ816.SGL_RS08785	47.4	363	189	2	7	368	5	366	2.02e-108	322
RVCYZ000066	iEK1008.Rv3339c	75.2	403	99	1	3	404	6	408	3.35e-221	611
RVCYZ000078	iNF517.LLMG_RS08750	42.3	963	410	17	28	985	6	827	4.05e-246	713
RVCYZ000078	iYS854.USA300HOU_RS09335	40.7	964	397	20	29	985	7	802	7.44e-237	689
RVCYZ000079	iYO844.BSU27440	24.5	274	178	8	6	266	3	260	4.24e-16	76.3
RVCYZ000080	iCN900.CD630_21220	45.9	314	166	1	1	314	1	310	4.92e-94	281
RVCYZ000081	STM_v1_0.STM4585	27.2	228	120	6	4	230	3	185	7.13e-13	65.9
RVCYZ000081	iSF_1195.SF4427	27.8	234	111	8	4	230	3	185	3.44e-12	63.9
RVCYZ000081	iSSON_1240.SSON_4545	27.8	234	111	8	4	230	3	185	3.44e-12	63.9
RVCYZ000081	iSbBS512_1146.SbBS512_E4944	28.2	234	110	8	4	230	3	185	4.71e-12	63.5
RVCYZ000081	iSDY_1059.SDY_4656	27.4	234	112	8	4	230	3	185	1.21e-11	62.4
RVCYZ000084	iHN637.CLJU_RS17500	29.0	93	59	1	3	95	21	106	1.60e-06	46.6
RVCYZ000084	iCN900.CD630_18140	40.4	57	34	0	39	95	52	108	3.82e-05	42.7
RVCYZ000086	iEK1008.Rv1018c	47.8	456	231	3	4	454	7	460	2.59e-132	390
RVCYZ000087	iEK1008.Rv1017c	64.4	317	109	2	11	326	10	323	6.65e-141	401
RVCYZ000088	iEK1008.Rv2421c	59.9	192	68	2	36	219	1	191	4.46e-75	225
RVCYZ000090	STM_v1_0.STM0322	49.8	414	202	3	25	437	8	416	1.23e-128	377
RVCYZ000090	iEK1008.Rv2427c	50.1	427	194	1	10	436	6	413	3.84e-127	374
RVCYZ000090	iSF_1195.SF0293	48.4	413	210	1	25	437	8	417	3.77e-125	369
RVCYZ000090	iSDY_1059.SDY_0473	48.4	413	210	1	25	437	8	417	5.34e-125	368
RVCYZ000090	iML1515.b0243	48.2	413	211	1	25	437	8	417	1.51e-124	367
RVCYZ000090	iSSON_1240.SSON_0285	48.2	413	211	1	25	437	8	417	1.51e-124	367
RVCYZ000090	iSbBS512_1146.SbBS512_E0240	48.2	413	211	1	25	437	8	417	6.08e-124	365
RVCYZ000090	iHN637.CLJU_RS02950	49.2	396	194	1	41	436	29	417	1.43e-122	362
RVCYZ000090	iAF987.Gmet_3199	47.5	406	202	2	33	436	21	417	2.87e-122	361
RVCYZ000090	iPC815.YPO3221	46.5	413	218	1	25	437	10	419	2.39e-121	359
RVCYZ000090	iYL1228.KPN_00280	47.5	413	214	2	25	437	8	417	4.10e-119	353
RVCYZ000090	iNF517.LLMG_RS04530	46.7	409	210	2	29	436	12	413	1.16e-117	349
RVCYZ000090	iLJ478.TM0293	46.0	404	211	1	33	436	18	414	1.99e-116	346
RVCYZ000091	iNF517.LLMG_RS11965	46.2	498	253	7	1	490	1	491	6.78e-145	424
RVCYZ000091	iCN900.CD630_21180	43.6	484	267	5	4	484	3	483	3.13e-134	397
RVCYZ000091	iHN637.CLJU_RS16355	43.7	485	266	6	4	484	6	487	2.01e-130	387
RVCYZ000092	iYO844.BSU09240	32.2	183	113	5	14	191	3	179	7.88e-15	70.5
RVCYZ000092	iSF_1195.SF2717	31.8	176	115	3	17	191	9	180	8.82e-15	69.7
RVCYZ000092	iSDY_1059.SDY_2887	31.3	176	116	3	17	191	9	180	3.27e-14	68.2
RVCYZ000092	STM_v1_0.STM2820	33.0	176	113	3	17	191	9	180	4.53e-14	67.8
RVCYZ000092	iSbBS512_1146.SbBS512_E3186	31.8	176	114	4	17	191	9	179	1.64e-13	66.2
RVCYZ000094	iEK1008.Rv1695	44.4	257	132	3	33	289	60	305	4.91e-73	227
RVCYZ000095	iCN900.CD630_06970	37.0	208	129	2	5	210	2	209	3.65e-40	136
RVCYZ000095	iYS854.USA300HOU_RS05420	34.9	212	134	4	5	213	3	213	3.37e-40	136
RVCYZ000095	iYO844.BSU14510	33.8	207	135	2	9	213	7	213	5.32e-36	125
RVCYZ000096	iYO844.BSU31100	32.1	439	286	6	51	487	17	445	4.95e-61	206
RVCYZ000096	iCN900.CD630_06960	28.8	458	309	5	41	487	7	458	2.79e-58	199
RVCYZ000098	iEK1008.Rv1692	40.7	268	147	4	11	278	4	259	7.17e-52	175
RVCYZ000100	iEK1008.Rv1689	47.3	429	211	6	15	439	5	422	6.53e-126	371
RVCYZ000100	iYL1228.KPN_01975	46.9	424	208	7	14	432	9	420	1.61e-119	355
RVCYZ000100	iNF517.LLMG_RS02055	45.6	423	214	7	14	432	2	412	3.89e-118	351
RVCYZ000100	iSbBS512_1146.SbBS512_E1829	46.9	424	208	7	14	432	5	416	1.29e-117	350
RVCYZ000100	iSSON_1240.SSON_1519	46.9	424	208	7	14	432	5	416	1.29e-117	350
RVCYZ000100	iSDY_1059.SDY_1860	46.7	424	209	7	14	432	5	416	1.04e-116	347
RVCYZ000100	STM_v1_0.STM1449	46.9	424	208	7	14	432	5	416	1.47e-116	347
RVCYZ000100	iPC815.YPO2369	45.6	423	215	6	14	432	5	416	2.68e-114	341
RVCYZ000102	iCN718.ABAYE_RS09965	47.1	257	133	2	5	261	8	261	3.67e-75	229
RVCYZ000102	iYL1228.KPN_02061	47.3	256	132	2	5	260	3	255	9.40e-72	220
RVCYZ000103	iEK1008.Rv1659	57.4	469	195	1	9	477	2	465	2.02e-184	524
RVCYZ000104	iEK1008.Rv1658	62.5	395	147	1	6	399	4	398	8.17e-183	513
RVCYZ000106	iEK1008.Rv1656	55.9	306	132	1	4	309	2	304	6.16e-120	347
RVCYZ000107	iEK1008.Rv1655	47.1	393	193	4	18	410	15	392	1.26e-105	317
RVCYZ000107	iAF692.Mbar_A0871	42.7	412	208	9	4	407	9	400	3.69e-94	288
RVCYZ000108	iEK1008.Rv1654	63.5	285	102	1	23	307	12	294	4.14e-124	357
RVCYZ000109	iEK1008.Rv1653	47.1	393	199	3	3	390	16	404	6.03e-111	330
RVCYZ000110	iEK1008.Rv1652	45.1	364	172	7	6	364	12	352	4.33e-91	276
RVCYZ000112	iYS854.USA300HOU_RS05695	30.8	882	510	21	3	867	2	800	9.69e-121	384
RVCYZ000112	iAF987.Gmet_1416	32.2	861	506	20	3	857	2	790	5.33e-120	382
RVCYZ000112	STM_v1_0.STM1338	33.4	853	469	25	8	847	7	773	2.59e-118	377
RVCYZ000112	iPC815.YPO2428	32.2	849	485	21	8	847	7	773	3.62e-118	377
RVCYZ000112	iYL1228.KPN_02175	33.1	859	484	22	8	857	7	783	7.78e-116	371
RVCYZ000112	iSF_1195.SF1518	32.9	853	473	25	8	847	7	773	2.97e-115	369
RVCYZ000112	iSDY_1059.SDY_1808	33.0	852	474	25	8	847	7	773	5.81e-115	369
RVCYZ000112	iSSON_1240.SSON_1445	33.0	852	474	25	8	847	7	773	5.81e-115	369
RVCYZ000112	iJN1463.PP_2470	31.2	857	497	20	7	856	10	780	4.13e-114	366
RVCYZ000112	iSbBS512_1146.SbBS512_E1955	32.9	852	475	25	8	847	7	773	8.47e-114	365
RVCYZ000112	iCN718.ABAYE_RS15755	31.3	854	493	23	4	849	3	770	3.20e-112	361
RVCYZ000112	iSynCJ816.SGL_RS11275	31.8	884	485	26	4	857	3	798	5.48e-108	350
RVCYZ000113	iCN900.CD630_06990	41.9	339	178	3	20	351	13	339	1.10e-88	270
RVCYZ000113	iHN637.CLJU_RS16970	40.9	328	175	3	31	351	22	337	3.31e-87	266
RVCYZ000113	iCN718.ABAYE_RS15760	42.2	334	176	4	18	351	9	325	7.71e-83	254
RVCYZ000113	iNF517.LLMG_RS11030	43.5	322	158	4	41	351	36	344	1.10e-81	252
RVCYZ000113	iAF987.Gmet_1415	40.5	336	180	3	23	351	16	338	2.52e-81	251
RVCYZ000113	iSynCJ816.SGL_RS14135	39.9	331	182	2	21	351	18	331	2.87e-81	250
RVCYZ000113	iJN1463.PP_2469	38.8	343	190	3	16	351	8	337	5.03e-81	250
RVCYZ000117	iYO844.BSU30420	39.0	213	121	4	30	235	8	218	1.35e-42	144
RVCYZ000117	iEK1008.Rv0073	36.6	216	129	5	26	236	4	216	1.23e-40	141
RVCYZ000117	iEK1008.Rv2564	37.5	216	125	6	26	235	4	215	1.87e-39	138
RVCYZ000117	iCN900.CD630_19470	37.0	230	130	5	12	236	4	223	4.32e-40	137
RVCYZ000117	iYS854.USA300HOU_RS09925	38.9	216	120	6	23	233	1	209	8.84e-40	137
RVCYZ000117	iNF517.LLMG_RS09915	39.3	211	122	5	25	233	5	211	1.85e-39	136
RVCYZ000117	iYS854.USA300HOU_RS04405	36.5	211	122	5	25	228	1	206	6.95e-38	134
RVCYZ000117	iAF987.Gmet_1903	38.0	216	126	5	26	237	1	212	2.79e-37	133
RVCYZ000118	iYS854.USA300HOU_RS14570	26.8	545	348	11	17	550	6	510	1.33e-43	166
RVCYZ000118	iYS854.USA300HOU_RS05360	28.0	515	278	13	37	546	22	448	4.72e-41	157
RVCYZ000119	iYS854.USA300HOU_RS05365	28.7	181	117	4	18	195	9	180	1.60e-16	73.9
RVCYZ000122	iYL1228.KPN_00838	38.9	90	55	0	39	128	106	195	1.65e-13	69.7
RVCYZ000122	iEK1008.Rv1859	41.1	90	52	1	40	128	109	198	1.37e-12	68.6
RVCYZ000122	STM_v1_0.STM0828	37.8	90	56	0	39	128	106	195	4.07e-13	68.6
RVCYZ000122	iPC815.YPO2514	36.7	90	57	0	39	128	106	195	4.07e-13	68.6
RVCYZ000122	iML1515.b0809	37.8	90	56	0	39	128	106	195	5.49e-13	68.2
RVCYZ000122	iSbBS512_1146.SbBS512_E2539	37.8	90	56	0	39	128	106	195	5.49e-13	68.2
RVCYZ000122	iSDY_1059.SDY_0787	37.8	90	56	0	39	128	106	195	5.49e-13	68.2
RVCYZ000122	iSF_1195.SF0760	37.8	90	56	0	39	128	106	195	5.49e-13	68.2
RVCYZ000122	iSSON_1240.SSON_0789	37.8	90	56	0	39	128	106	195	5.49e-13	68.2
RVCYZ000122	iYS854.USA300HOU_RS13040	35.6	90	58	0	39	128	107	196	7.74e-13	67.8
RVCYZ000122	iCN900.CD630_17760	38.4	86	53	0	43	128	109	194	1.05e-12	67.0
RVCYZ000122	iAF987.Gmet_1039	38.9	95	58	0	52	146	120	214	2.71e-12	66.2
RVCYZ000122	iJN1463.PP_3597	37.0	92	58	0	37	128	123	214	3.20e-12	66.2
RVCYZ000122	iSF_1195.SF0629	37.9	87	54	0	42	128	109	195	2.50e-12	66.2
RVCYZ000122	iML1515.b0652	37.9	87	54	0	42	128	109	195	3.38e-12	65.9
RVCYZ000122	iSSON_1240.SSON_0606	37.9	87	54	0	42	128	109	195	3.38e-12	65.9
RVCYZ000122	iEK1008.Rv0073	39.3	89	54	0	40	128	114	202	1.47e-11	65.1
RVCYZ000122	iSynCJ816.SGL_RS04625	42.5	80	42	2	49	128	138	213	1.06e-11	65.1
RVCYZ000122	iYL1228.KPN_00678	36.8	87	55	0	42	128	109	195	8.31e-12	64.7
RVCYZ000122	iSynCJ816.SGL_RS08035	38.1	84	52	0	45	128	122	205	9.56e-12	64.7
RVCYZ000122	iYS854.USA300HOU_RS09925	37.9	95	56	1	37	128	103	197	1.53e-11	63.9
RVCYZ000122	iAF692.Mbar_A1172	32.9	79	53	0	52	130	120	198	2.54e-11	63.5
RVCYZ000122	iYO844.BSU30760	31.9	116	76	1	21	133	85	200	4.15e-11	62.8
RVCYZ000122	iCN900.CD630_07520	45.9	61	33	0	68	128	135	195	3.66e-11	62.8
RVCYZ000122	STM_v1_0.STM0662	38.8	80	49	0	49	128	116	195	3.71e-11	62.8
RVCYZ000122	iPC815.YPO2612	36.8	87	55	0	42	128	110	196	3.76e-11	62.8
RVCYZ000123	iJN1463.PP_0209	55.3	38	16	1	8	45	20	56	4.99e-07	43.1
RVCYZ000123	iEK1008.Rv1349	53.1	32	15	0	14	45	344	375	6.93e-07	42.7
RVCYZ000123	iSynCJ816.SGL_RS10355	43.2	44	24	1	3	45	19	62	1.78e-06	41.6
RVCYZ000123	iYS854.USA300HOU_RS05360	43.2	44	24	1	3	45	2	45	4.57e-06	40.4
RVCYZ000123	iEK1008.Rv2397c	46.5	43	22	1	3	45	5	46	1.17e-05	39.3
RVCYZ000127	iCHOv1.100760626	28.9	447	289	12	12	434	11	452	1.81e-38	145
RVCYZ000127	iMM1415.338403	28.6	409	263	10	50	434	57	460	4.27e-34	133
RVCYZ000129	iYO844.BSU14610	35.5	487	282	9	7	491	11	467	5.51e-85	269
RVCYZ000129	iYS854.USA300HOU_RS05470	33.9	487	291	9	7	492	11	467	1.13e-79	255
RVCYZ000129	iYO844.BSU24060	33.1	496	304	12	1	491	1	473	2.02e-78	252
RVCYZ000131	iEK1008.Rv2220	62.7	475	176	1	5	478	4	478	5.61e-215	601
RVCYZ000133	iYS854.USA300HOU_RS05365	26.9	186	124	5	9	189	2	180	5.63e-13	64.3
RVCYZ000134	iYS854.USA300HOU_RS04825	30.8	78	50	1	6	83	3	76	6.20e-06	44.3
RVCYZ000135	iYL1228.KPN_02758	36.3	794	358	10	66	857	22	669	2.26e-142	436
RVCYZ000135	iML1515.b2411	35.5	798	363	10	66	859	22	671	1.36e-140	432
RVCYZ000135	iSF_1195.SF2466	35.7	798	361	10	66	859	22	671	1.91e-140	431
RVCYZ000135	iSDY_1059.SDY_2608	35.7	798	361	11	66	859	22	671	1.48e-139	429
RVCYZ000135	iSSON_1240.SSON_2500	35.2	798	365	10	66	859	22	671	2.93e-139	428
RVCYZ000135	STM_v1_0.STM2427	35.6	795	362	12	66	857	22	669	8.09e-135	417
RVCYZ000138	STM_v1_0.STM0891	33.8	213	126	9	40	245	20	224	6.49e-16	74.7
RVCYZ000138	iAF987.Gmet_2439	28.0	218	147	4	29	246	13	220	1.31e-14	71.2
RVCYZ000138	iYL1228.KPN_00897	32.7	214	127	10	40	245	20	224	2.16e-14	70.5
RVCYZ000138	iML1515.b3201	27.6	221	144	6	33	246	10	221	7.55e-14	68.9
RVCYZ000138	iAF692.Mbar_A2149	26.5	223	151	6	29	247	11	224	2.57e-13	68.9
RVCYZ000138	iSbBS512_1146.SbBS512_E3569	27.6	221	144	6	33	246	10	221	7.55e-14	68.9
RVCYZ000138	iSDY_1059.SDY_3382	27.6	221	144	6	33	246	10	221	7.55e-14	68.9
RVCYZ000138	iSF_1195.SF3241	27.6	221	144	6	33	246	10	221	7.55e-14	68.9
RVCYZ000138	iSSON_1240.SSON_3349	27.6	221	144	6	33	246	10	221	7.55e-14	68.9
RVCYZ000138	iML1515.b0864	32.7	214	127	10	40	245	20	224	1.44e-13	68.2
RVCYZ000138	iSbBS512_1146.SbBS512_E2467	32.7	214	127	10	40	245	20	224	1.44e-13	68.2
RVCYZ000138	iSF_1195.SF0818	32.7	214	127	10	40	245	20	224	1.44e-13	68.2
RVCYZ000138	iSSON_1240.SSON_0849	32.7	214	127	10	40	245	20	224	1.44e-13	68.2
RVCYZ000138	iPC815.YPO1352	31.9	229	137	11	26	245	6	224	2.70e-13	67.4
RVCYZ000139	iEK1008.Rv0337c	28.0	261	164	7	14	257	44	297	3.85e-19	88.2
RVCYZ000139	iSDY_1059.SDY_2486	25.6	242	159	5	31	257	37	272	6.61e-18	84.3
RVCYZ000139	iML1515.b2290	25.6	242	159	5	31	257	37	272	8.90e-18	84.0
RVCYZ000139	iJN1463.PP_1872	26.6	263	164	8	14	257	19	271	8.79e-18	84.0
RVCYZ000139	iSbBS512_1146.SbBS512_E2666	25.6	242	159	5	31	257	37	272	8.90e-18	84.0
RVCYZ000139	iSF_1195.SF2366	25.6	242	159	5	31	257	37	272	8.90e-18	84.0
RVCYZ000139	iSSON_1240.SSON_2347	25.6	242	159	5	31	257	37	272	8.90e-18	84.0
RVCYZ000139	iMM1415.234724	23.4	205	143	3	57	253	114	312	1.59e-16	80.5
RVCYZ000140	iEK1008.Rv2702	45.2	241	126	4	8	247	21	256	4.16e-63	198
RVCYZ000143	iCN900.CD630_04310	26.6	482	325	9	7	481	4	463	2.57e-45	169
RVCYZ000143	iYS854.USA300HOU_RS14570	27.4	519	328	14	8	487	6	514	1.29e-44	169
RVCYZ000144	iYO844.BSU33400	48.7	271	136	2	9	278	8	276	6.08e-92	273
RVCYZ000144	iYO844.BSU29050	49.3	272	131	3	12	278	11	280	1.39e-91	272
RVCYZ000144	iHN637.CLJU_RS08755	47.1	274	142	3	3	276	1	271	2.24e-85	256
RVCYZ000146	iHN637.CLJU_RS12520	30.2	215	149	1	20	234	6	219	2.97e-40	137
RVCYZ000154	iEK1008.Rv2187	38.9	599	360	4	25	620	1	596	3.13e-150	446
RVCYZ000155	iYO844.BSU03070	22.4	379	278	6	68	443	51	416	5.38e-15	77.0
RVCYZ000158	iAF987.Gmet_1092	34.7	294	174	3	38	317	2	291	7.54e-58	188
RVCYZ000159	iNF517.LLMG_RS09715	30.7	205	135	1	75	272	510	714	1.09e-21	96.3
RVCYZ000159	iJN1463.PP_1069	29.1	213	136	3	73	274	12	220	1.35e-22	94.4
RVCYZ000159	iYO844.BSU27460	31.8	214	133	3	67	270	6	216	8.43e-22	92.0
RVCYZ000159	iYL1228.KPN_00839	30.2	222	147	2	53	272	2	217	2.95e-20	87.8
RVCYZ000159	iCN900.CD630_07510	26.6	207	145	1	72	271	15	221	4.57e-20	87.4
RVCYZ000160	iYO844.BSU27450	34.4	192	115	4	31	221	31	212	1.53e-24	96.3
RVCYZ000161	iYO844.BSU27440	40.6	251	127	6	26	257	18	265	5.12e-52	171
RVCYZ000162	iJN1463.PP_1300	60.0	240	96	0	20	259	14	253	2.53e-96	282
RVCYZ000162	iYO844.BSU27430	57.0	242	104	0	20	261	1	242	3.41e-96	281
RVCYZ000162	iJN1463.PP_3597	57.2	250	107	0	10	259	10	259	2.52e-95	280
RVCYZ000162	iML1515.b0652	57.5	240	102	0	20	259	1	240	3.10e-94	276
RVCYZ000162	iYL1228.KPN_00678	57.5	240	102	0	20	259	1	240	3.10e-94	276
RVCYZ000162	iSSON_1240.SSON_0606	57.5	240	102	0	20	259	1	240	3.10e-94	276
RVCYZ000162	iSF_1195.SF0629	57.5	240	102	0	20	259	1	240	4.40e-94	276
RVCYZ000162	iPC815.YPO2612	57.9	240	101	0	20	259	2	241	6.45e-94	276
RVCYZ000162	iNF517.LLMG_RS09915	55.6	241	107	0	19	259	4	244	7.47e-91	268
RVCYZ000162	iCN900.CD630_07520	55.4	240	107	0	20	259	1	240	1.31e-90	267
RVCYZ000162	iNF517.LLMG_RS09720	56.9	239	103	0	21	259	7	245	7.74e-89	263
RVCYZ000162	iJN1463.PP_1068	56.6	244	104	1	20	261	13	256	1.04e-88	263
RVCYZ000162	iYS854.USA300HOU_RS09925	52.9	240	113	0	20	259	3	242	1.87e-88	262
RVCYZ000163	iAT_PLT_636.11343	27.1	210	136	7	12	218	33	228	2.59e-05	44.3
RVCYZ000165	iMM904.YPR033C	28.4	476	260	18	9	435	60	503	1.06e-32	130
RVCYZ000165	iLB1027_lipid.PHATRDRAFT_16944	27.6	446	274	17	9	435	5	420	5.31e-32	126
RVCYZ000166	iAF987.Gmet_1357	45.1	596	298	6	8	591	10	588	1.29e-173	505
RVCYZ000166	iYS854.USA300HOU_RS08675	46.2	597	292	8	8	591	4	584	4.43e-170	496
RVCYZ000166	iSynCJ816.SGL_RS08775	45.8	605	288	12	8	591	2	587	4.08e-168	491
RVCYZ000166	iCN718.ABAYE_RS03490	45.5	600	291	10	8	591	3	582	7.39e-167	488
RVCYZ000166	iCN900.CD630_27390	45.7	602	292	11	8	594	9	590	1.15e-166	487
RVCYZ000166	iJN1463.PP_1213	44.9	590	289	9	8	581	3	572	1.01e-166	487
RVCYZ000166	iNF517.LLMG_RS11115	44.9	601	294	10	8	591	3	583	8.91e-165	482
RVCYZ000166	iYL1228.KPN_02380	44.4	601	296	9	8	591	2	581	3.81e-162	476
RVCYZ000166	iLJ478.TM1441	45.1	596	291	11	8	591	3	574	2.06e-160	471
RVCYZ000166	iSbBS512_1146.SbBS512_E1106	44.1	589	291	9	8	579	2	569	2.35e-159	468
