-e target_id	length	eff_length	Coculture_PT33_HGF2_Late_Replicate_3_HGF2_counts	tpm
RCHGF000227	282	79.2612	0	0
RCHGF000228	1026	785.947	4	66.8382
RCHGF000229	336	117.404	1	111.86
RCHGF000230	711	471.165	0	0
RCHGF000231	678	438.254	0	0
RCHGF000232	456	221.584	0	0
RCHGF000233	534	296.199	0	0
RCHGF000234	645	405.418	5	161.966
RCHGF000235	3291	3050.95	38	163.571
RCHGF000236	552	313.874	4	167.364
RCHGF000237	2649	2408.95	36	196.261
RCHGF000238	321	105.81	5	620.584
RCHGF000240	942	701.947	22	411.601
RCHGF000241	588	349.242	4	150.415
RCHGF000242	459	224.23	2	117.137
RCHGF000243	1050	809.947	28	454.003
RCHGF000244	1551	1310.95	5	50.089
RCHGF000245	783	543.012	4	96.7406
RCHGF000246	1434	1193.95	9	98.9954
RCHGF000247	1656	1415.95	2	18.5499
RCHGF000248	2358	2117.95	7	43.4051
RCHGF000249	1101	860.947	15	228.809
RCHGF000250	1539	1298.95	16	161.766
RCHGF000251	1095	854.947	6	92.1658
RCHGF000252	951	710.947	11	203.195
RCHGF000253	1254	1013.95	2	25.9043
RCHGF000254	1281	1040.95	7	88.3135
RCHGF000255	426	194.12	4	270.612
RCHGF000256	600	361.066	10	363.723
RCHGF000257	1752	1511.95	2	17.3721
RCHGF000258	1128	887.947	3	44.3703
RCHGF000259	1206	965.947	8	108.766
RCHGF000260	168	25.4945	28	14423.5
RCHGF000261	540	301.995	12	521.843
RCHGF000262	816	576.012	1	22.7996
RCHGF000263	1410	1169.95	2	22.4503
RCHGF000264	978	737.947	7	124.575
RCHGF000265	225	48.415	0	0
RCHGF000266	207	40.1549	0	0
RCHGF000267	150	19.7917	0	0
RCHGF000268	213	42.8941	0	0
RCHGF000269	759	519.114	1	25.2985
RCHGF000270	939	698.947	2	37.5788
RCHGF000271	114	10.4645	0	0
RCHGF000272	2676	2435.95	5	26.9563
RCHGF000273	270	71.769	2	365.975
RCHGF000274	204	38.9057	0	0
RCHGF000275	501	264.01	0	0
RCHGF000276	735	495.165	0	0
RCHGF000277	585	346.31	0	0
RCHGF000279	345	124.605	4	421.582
RCHGF000280	600	361.066	1	36.3723
RCHGF000281	591	352.242	3	111.851
RCHGF000282	864	624.012	2	42.0916
RCHGF000283	621	382.03	0	0
RCHGF000284	375	149.062	0	0
RCHGF000285	429	196.708	0	0
RCHGF000286	945	704.947	47	875.587
RCHGF000287	729	489.165	3	80.5423
RCHGF000288	2244	2003.95	4	26.2139
RCHGF000289	1296	1055.95	3	37.311
RCHGF000290	906	665.947	2	39.441
RCHGF000291	207	40.1549	0	0
RCHGF000292	951	710.947	1	18.4723
RCHGF000293	885	645.012	9	183.245
RCHGF000294	135	15.7487	0	0
RCHGF000295	711	471.165	7	195.112
RCHGF000296	540	301.995	3	130.461
RCHGF000297	702	462.165	0	0
RCHGF000298	771	531.012	1	24.7317
RCHGF000299	1164	923.947	13	184.78
RCHGF000300	1056	815.947	7	112.666
RCHGF000301	486	249.721	0	0
RCHGF000302	1125	884.947	5	74.2011
RCHGF000303	264	68.4624	22	4220.15
RCHGF000304	873	633.012	0	0
RCHGF000305	954	713.947	0	0
RCHGF000306	294	87.122	0	0
RCHGF000307	939	698.947	1	18.7894
RCHGF000308	1806	1565.95	0	0
RCHGF000309	840	600.012	0	0
RCHGF000310	1101	860.947	0	0
RCHGF000311	1026	785.947	2	33.4191
RCHGF000312	264	68.4624	1	191.825
RCHGF000313	2208	1967.95	16	106.774
RCHGF000314	1389	1148.95	1	11.4303
RCHGF000315	669	429.296	2	61.183
RCHGF000316	327	110.412	1	118.944
RCHGF000317	711	471.165	2	55.7462
RCHGF000318	1302	1061.95	8	98.9338
RCHGF000319	375	149.062	5	440.514
RCHGF000320	549	310.904	5	211.204
RCHGF000321	993	752.947	20	348.838
RCHGF000323	1233	992.947	0	0
RCHGF000324	771	531.012	0	0
RCHGF000325	576	337.779	0	0
RCHGF000326	864	624.012	1	21.0458
RCHGF000327	177	28.3037	0	0
RCHGF000328	162	24.056	4	2183.71
RCHGF000329	930	689.947	2	38.069
RCHGF000330	978	737.947	3	53.3892
RCHGF000331	1005	764.947	2	34.3365
RCHGF000332	798	558.012	1	23.535
RCHGF000333	522	284.369	3	138.547
RCHGF000334	1650	1409.95	7	65.2008
RCHGF000335	699	459.165	0	0
RCHGF000336	459	224.23	0	0
RCHGF000337	1299	1058.95	6	74.4106
RCHGF000338	282	79.2612	3	497.071
RCHGF000339	558	319.811	0	0
RCHGF000340	171	26.2088	0	0
RCHGF000341	330	112.716	1	116.512
RCHGF000342	597	358.172	2	73.3324
RCHGF000343	1161	920.947	2	28.5202
RCHGF000344	519	281.425	2	93.3309
RCHGF000345	771	531.012	3	74.1951
RCHGF000346	564	325.811	0	0
RCHGF000347	645	405.418	0	0
RCHGF000348	1029	788.947	0	0
RCHGF000349	681	441.254	1	29.7625
RCHGF000350	831	591.012	5	111.105
RCHGF000351	402	172.574	1	76.0997
RCHGF000352	1038	797.947	0	0
RCHGF000353	771	531.012	0	0
RCHGF000354	717	477.165	1	27.5226
RCHGF000355	150	19.7917	0	0
RCHGF000356	993	752.947	6	104.651
RCHGF000357	1014	773.947	11	186.655
RCHGF000358	1263	1022.95	31	397.985
RCHGF000359	135	15.7487	0	0
RCHGF000360	903	662.947	0	0
RCHGF000361	1992	1751.95	2	14.9922
RCHGF000362	870	630.012	0	0
RCHGF000363	1176	935.947	0	0
RCHGF000364	510	272.615	0	0
RCHGF000365	1290	1049.95	0	0
RCHGF000366	1002	761.947	5	86.1793
RCHGF000367	759	519.114	1	25.2985
RCHGF000368	840	600.012	0	0
RCHGF000369	1383	1142.95	3	34.4709
RCHGF000370	240	55.9683	1	234.648
RCHGF000372	2397	2156.95	6	36.5317
RCHGF000373	867	627.012	0	0
RCHGF000374	1239	998.947	0	0
RCHGF000375	138	16.8631	1	778.792
RCHGF000377	215	43.9442	0	0
RCHGF000379	750	510.165	0	0
RCHGF000380	594	355.207	0	0
RCHGF000381	330	112.716	0	0
RCHGF000382	1098	857.947	0	0
RCHGF000383	558	319.811	1	41.0643
RCHGF000384	300	91.2462	0	0
RCHGF000385	1053	812.947	0	0
RCHGF000386	474	238.59	0	0
RCHGF000387	396	167.271	0	0
RCHGF000388	663	423.338	0	0
RCHGF000389	834	594.012	0	0
RCHGF000390	744	504.165	0	0
RCHGF000391	735	495.165	0	0
RCHGF000392	1053	812.947	3	48.4637
RCHGF000393	867	627.012	3	62.8353
RCHGF000394	1026	785.947	0	0
RCHGF000395	1431	1190.95	0	0
RCHGF000396	1275	1034.95	0	0
RCHGF000397	561	322.811	0	0
RCHGF000398	3159	2918.95	0	0
RCHGF000399	1293	1052.95	4	49.8897
RCHGF000400	300	91.2462	0	0
RCHGF000401	309	97.132	0	0
RCHGF000402	645	405.418	0	0
RCHGF000403	312	99.2618	0	0
RCHGF000404	141	17.757	0	0
RCHGF000405	591	352.242	0	0
RCHGF000406	1173	932.947	1	14.0767
RCHGF000407	1572	1331.95	5	49.2993
RCHGF000408	831	591.012	0	0
RCHGF000409	468	232.776	0	0
RCHGF000410	207	40.1549	0	0
RCHGF000411	462	227.118	0	0
RCHGF000412	300	91.2462	0	0
RCHGF000413	288	83.3176	1	157.623
RCHGF000414	492	255.547	1	51.391
RCHGF000415	240	55.9683	7	1642.53
RCHGF000416	1173	932.947	13	182.997
RCHGF000417	792	552.012	0	0
RCHGF000418	3453	3212.95	5	20.4373
RCHGF000419	558	319.811	0	0
RCHGF000420	162	24.056	0	0
RCHGF000421	1353	1112.95	1	11.8
RCHGF000422	804	564.012	0	0
RCHGF000423	1359	1118.95	0	0
RCHGF000424	852	612.012	0	0
RCHGF000425	1041	800.947	0	0
RCHGF000426	837	597.012	0	0
RCHGF000427	783	543.012	0	0
RCHGF000428	477	241.495	0	0
RCHGF000429	438	204.659	0	0
RCHGF000430	1455	1214.95	0	0
RCHGF000431	843	603.012	0	0
RCHGF000432	1041	800.947	0	0
RCHGF000433	1914	1673.95	0	0
RCHGF000434	666	426.296	0	0
RCHGF000435	717	477.165	0	0
RCHGF000436	465	229.891	0	0
RCHGF000437	1188	947.947	6	83.1237
RCHGF000438	1416	1175.95	5	55.8393
RCHGF000439	1086	845.947	1	15.5244
RCHGF000440	261	66.7407	0	0
RCHGF000441	2100	1859.95	3	21.1826
RCHGF000442	612	373.066	5	176.012
RCHGF000443	993	752.947	10	174.419
RCHGF000444	324	107.978	0	0
RCHGF000445	132	15.0021	0	0
RCHGF000446	381	154.164	0	0
RCHGF000447	135	15.7487	0	0
RCHGF000448	144	18.5689	0	0
RCHGF000449	1356	1115.95	3	35.3049
RCHGF000450	1116	875.947	1	14.9927
RCHGF000451	192	33.9349	0	0
RCHGF000452	201	37.6051	0	0
RCHGF000453	1098	857.947	1	15.3073
RCHGF000454	1941	1700.95	5	38.6044
RCHGF000455	2511	2270.95	4	23.1319
RCHGF000457	1284	1043.95	5	62.8998
RCHGF000459	453	218.65	0	0
RCHGF000460	1806	1565.95	1	8.3865
RCHGF000461	306	95.0911	0	0
RCHGF000462	594	355.207	5	184.861
RCHGF000463	933	692.947	0	0
RCHGF000464	555	316.874	1	41.445
RCHGF000465	771	531.012	1	24.7317
RCHGF000466	1218	977.947	2	26.8579
RCHGF000467	2529	2288.95	4	22.95
RCHGF000468	2085	1844.95	4	28.473
RCHGF000469	909	668.947	0	0
RCHGF000470	738	498.165	1	26.3624
RCHGF000471	777	537.012	0	0
RCHGF000472	843	603.012	0	0
RCHGF000473	336	117.404	0	0
RCHGF000474	558	319.811	0	0
RCHGF000475	648	408.418	5	160.777
RCHGF000476	147	19.0704	0	0
RCHGF000477	630	390.766	0	0
RCHGF000478	975	734.947	5	89.3453
RCHGF000479	1068	827.947	5	79.3095
RCHGF000480	855	615.012	2	42.7075
RCHGF000481	693	453.254	0	0
RCHGF000482	678	438.254	0	0
RCHGF000483	1641	1400.95	1	9.37424
RCHGF000484	2343	2102.95	4	24.9798
RCHGF000485	546	307.934	2	85.2962
RCHGF000486	111	9.52419	0	0
RCHGF000487	486	249.721	0	0
RCHGF000488	441	207.351	0	0
RCHGF000489	1035	794.947	1	16.5204
RCHGF000490	312	99.2618	0	0
RCHGF000491	2640	2399.95	0	0
RCHGF000492	1941	1700.95	4	30.8835
RCHGF000493	366	141.477	0	0
RCHGF000494	1773	1532.95	5	42.8352
RCHGF000495	477	241.495	0	0
RCHGF000496	765	525.114	0	0
RCHGF000497	762	522.114	0	0
RCHGF000498	939	698.947	3	56.3683
RCHGF000499	846	606.012	2	43.3418
RCHGF000500	1260	1019.95	4	51.5039
RCHGF000501	1014	773.947	0	0
RCHGF000502	1095	854.947	0	0
RCHGF000503	1011	770.947	3	51.1039
RCHGF000504	1083	842.947	0	0
RCHGF000505	1233	992.947	5	66.1305
RCHGF000506	165	24.4988	0	0
RCHGF000507	921	680.947	0	0
RCHGF000508	348	126.898	1	103.491
RCHGF000509	138	16.8631	0	0
RCHGF000510	153	20.7858	0	0
RCHGF000512	498	261.191	0	0
RCHGF000513	3693	3452.95	0	0
RCHGF000514	1572	1331.95	0	0
RCHGF000515	1029	788.947	0	0
RCHGF000516	585	346.31	0	0
RCHGF000517	1530	1289.95	0	0
RCHGF000518	438	204.659	0	0
RCHGF000519	690	450.254	0	0
RCHGF000520	750	510.165	0	0
RCHGF000521	1224	983.947	0	0
RCHGF000522	714	474.165	0	0
RCHGF000523	369	144.043	0	0
RCHGF000524	327	110.412	0	0
RCHGF000526	186	31.8754	0	0
RCHGF000527	561	322.811	0	0
RCHGF000528	807	567.012	0	0
RCHGF000529	627	387.842	0	0
RCHGF000530	273	73.5759	6	1070.96
RCHGF000531	678	438.254	1	29.9662
RCHGF000532	1053	812.947	0	0
RCHGF000533	978	737.947	0	0
RCHGF000534	519	281.425	4	186.662
RCHGF000535	702	462.165	12	340.991
RCHGF000536	573	334.779	0	0
RCHGF000537	1323	1082.95	3	36.3808
RCHGF000538	639	399.418	0	0
RCHGF000539	1641	1400.95	0	0
RCHGF000540	1764	1523.95	3	25.8529
RCHGF000541	756	516.114	1	25.4456
RCHGF000542	894	654.012	0	0
RCHGF000543	2409	2168.95	0	0
RCHGF000544	1371	1130.95	2	23.2245
RCHGF000545	960	719.947	8	145.931
RCHGF000546	165	24.4988	0	0
RCHGF000547	378	151.687	0	0
RCHGF000548	426	194.12	0	0
RCHGF000549	471	235.707	0	0
RCHGF000550	840	600.012	0	0
RCHGF000551	702	462.165	0	0
RCHGF000552	1836	1595.95	4	32.9154
RCHGF000553	312	99.2618	0	0
RCHGF000554	1257	1016.95	0	0
RCHGF000555	345	124.605	0	0
RCHGF000556	1443	1202.95	0	0
RCHGF000557	873	633.012	0	0
RCHGF000558	795	555.012	1	23.6622
RCHGF000559	747	507.165	0	0
RCHGF000560	1356	1115.95	0	0
RCHGF000561	453	218.65	0	0
RCHGF000562	477	241.495	1	54.3813
RCHGF000563	1587	1346.95	1	9.75006
RCHGF000564	816	576.012	0	0
RCHGF000565	543	304.995	1	43.0592
RCHGF000566	600	361.066	0	0
RCHGF000567	873	633.012	0	0
RCHGF000568	837	597.012	1	21.9976
RCHGF000569	828	588.012	16	357.348
RCHGF000570	717	477.165	4	110.09
RCHGF000571	1341	1100.95	32	381.717
RCHGF000572	774	534.012	0	0
RCHGF000573	1353	1112.95	13	153.4
RCHGF000574	951	710.947	11	203.195
RCHGF000575	354	131.773	7	697.636
RCHGF000576	1647	1406.95	3	28.0028
RCHGF000577	669	429.296	0	0
RCHGF000578	1110	869.947	0	0
RCHGF000579	714	474.165	5	138.484
RCHGF000580	504	266.828	3	147.655
RCHGF000581	762	522.114	7	176.072
RCHGF000582	762	522.114	0	0
RCHGF000583	768	528.012	1	24.8722
RCHGF000584	357	134.008	2	196
RCHGF000585	252	61.4395	465	99394.6
RCHGF000586	1329	1088.95	0	0
RCHGF000587	765	525.114	0	0
RCHGF000588	222	47.1577	0	0
RCHGF000589	369	144.043	2	182.346
RCHGF000590	357	134.008	0	0
RCHGF000592	3047	2806.95	12	56.1442
RCHGF000594	1983	1742.95	1	7.53483
RCHGF000595	1425	1184.95	2	22.1661
RCHGF000596	237	54.3096	0	0
RCHGF000597	180	29.2737	4	1794.49
RCHGF000598	903	662.947	3	59.4292
RCHGF000599	882	642.012	1	20.4557
RCHGF000600	1116	875.947	1	14.9927
RCHGF000601	1755	1514.95	2	17.3377
RCHGF000602	1134	893.947	0	0
RCHGF000603	1032	791.947	1	16.5829
RCHGF000604	1392	1151.95	4	45.6021
RCHGF000605	891	651.012	1	20.1729
RCHGF000606	1026	785.947	2	33.4191
RCHGF000607	1707	1466.95	1	8.95248
RCHGF000608	1455	1214.95	1	10.8094
RCHGF000609	1098	857.947	1	15.3073
RCHGF000610	951	710.947	0	0
RCHGF000611	900	659.947	0	0
RCHGF000612	1146	905.947	2	28.9925
RCHGF000613	1119	878.947	1	14.9415
RCHGF000614	825	585.012	2	44.8976
RCHGF000615	1149	908.947	0	0
RCHGF000616	624	384.842	1	34.1252
RCHGF000617	597	358.172	1	36.6662
RCHGF000618	1224	983.947	8	106.777
RCHGF000619	510	272.615	14	674.43
RCHGF000620	1902	1661.95	6	47.4124
RCHGF000621	237	54.3096	0	0
RCHGF000622	153	20.7858	0	0
RCHGF000623	291	85.2027	0	0
RCHGF000624	402	172.574	0	0
RCHGF000625	111	9.52419	0	0
RCHGF000626	963	722.947	0	0
RCHGF000627	1191	950.947	11	151.913
RCHGF000628	204	38.9057	0	0
RCHGF000629	1140	899.947	3	43.7786
RCHGF000631	567	328.811	2	79.8806
RCHGF000632	720	480.165	3	82.0519
RCHGF000633	195	34.935	0	0
RCHGF000634	438	204.659	0	0
RCHGF000635	879	639.012	6	123.311
RCHGF000636	1491	1250.95	15	157.474
RCHGF000637	1179	938.947	0	0
RCHGF000638	1308	1067.95	0	0
RCHGF000639	1023	782.947	0	0
RCHGF000640	120	11.8577	1	1107.53
RCHGF000641	408	177.967	2	147.587
RCHGF000642	780	540.012	4	97.278
RCHGF000643	354	131.773	1	99.6623
RCHGF000644	177	28.3037	0	0
RCHGF000645	786	546.012	0	0
RCHGF000646	138	16.8631	0	0
RCHGF000647	762	522.114	0	0
RCHGF000648	909	668.947	1	19.6321
RCHGF000649	198	36.2717	0	0
RCHGF000650	1101	860.947	3	45.7617
RCHGF000651	114	10.4645	0	0
RCHGF000652	780	540.012	6	145.917
RCHGF000653	111	9.52419	0	0
RCHGF000654	1104	863.947	2	30.4019
RCHGF000655	1167	926.947	0	0
RCHGF000656	120	11.8577	1	1107.53
RCHGF000657	891	651.012	3	60.5188
RCHGF000658	117	11.1231	0	0
RCHGF000659	2055	1814.95	4	28.9437
RCHGF000660	309	97.132	0	0
RCHGF000661	1239	998.947	0	0
RCHGF000662	324	107.978	0	0
RCHGF000663	1443	1202.95	0	0
RCHGF000664	1188	947.947	35	484.888
RCHGF000665	174	27.5754	0	0
RCHGF000666	537	298.995	5	219.616
RCHGF000667	1215	974.947	0	0
RCHGF000668	2190	1949.95	1	6.73496
RCHGF000669	123	12.4966	0	0
RCHGF000670	528	290.285	0	0
RCHGF000671	144	18.5689	0	0
RCHGF000672	813	573.012	0	0
RCHGF000673	423	191.626	0	0
RCHGF000674	141	17.757	0	0
RCHGF000675	765	525.114	14	350.132
RCHGF000676	558	319.811	0	0
RCHGF000677	849	609.012	6	129.385
RCHGF000678	1119	878.947	6	89.6492
RCHGF000679	144	18.5689	0	0
RCHGF000680	1035	794.947	7	115.643
RCHGF000681	666	426.296	0	0
RCHGF000682	918	677.947	1	19.3714
RCHGF000683	747	507.165	1	25.8946
RCHGF000684	204	38.9057	0	0
RCHGF000685	960	719.947	23	419.551
RCHGF000686	798	558.012	4	94.1401
RCHGF000687	777	537.012	0	0
RCHGF000688	777	537.012	1	24.4554
RCHGF000689	123	12.4966	0	0
RCHGF000690	921	680.947	2	38.5722
RCHGF000691	300	91.2462	0	0
RCHGF000692	822	582.012	0	0
RCHGF000693	780	540.012	0	0
RCHGF000694	468	232.776	0	0
RCHGF000695	738	498.165	0	0
RCHGF000696	408	177.967	3	221.381
RCHGF000697	2712	2471.95	1	5.31274
RCHGF000698	1215	974.947	0	0
RCHGF000699	1224	983.947	1	13.3471
RCHGF000700	600	361.066	3	109.117
RCHGF000701	729	489.165	4	107.39
RCHGF000702	1737	1496.95	2	17.5461
RCHGF000703	552	313.874	0	0
RCHGF000704	774	534.012	1	24.5928
RCHGF000705	756	516.114	0	0
RCHGF000706	699	459.165	0	0
RCHGF000707	858	618.012	0	0
RCHGF000708	873	633.012	18	373.438
RCHGF000709	309	97.132	0	0
RCHGF000710	888	648.012	3	60.799
RCHGF000711	837	597.012	0	0
RCHGF000712	489	252.622	1	51.986
RCHGF000713	426	194.12	3	202.959
