-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Late_Replicate_2_HGF2_counts	tpm
RCHGF000131	987	716.054	360	10.5617
RCHGF000132	900	629.068	684	22.842
RCHGF000133	657	386.56	1487	80.8109
RCHGF000134	2331	2060.05	3253	33.1727
RCHGF000135	1776	1505.05	3287	45.88
RCHGF000136	120	17.1069	364	446.998
RCHGF000137	597	327.871	834	53.4365
RCHGF000138	1125	854.054	3920	96.422
RCHGF000139	978	707.054	14054	417.564
RCHGF000140	489	227.639	10213	942.5
RCHGF000141	1188	917.054	4141	94.8606
RCHGF000142	135	19.1523	12	13.1624
RCHGF000143	174	29.4144	560	399.948
RCHGF000144	735	464.141	1825	82.6016
RCHGF000145	702	431.288	925	45.0557
RCHGF000146	777	506.084	466	19.3437
RCHGF000147	243	57.3721	5889	2156.33
RCHGF000148	399	153.628	17421	2382.2
RCHGF000149	750	479.103	1795	78.7065
RCHGF000151	2724	2453.05	5829	49.9186
RCHGF000152	729	458.159	359	16.4609
RCHGF000153	444	189.163	578	64.19
RCHGF000154	765	494.084	25	1.06295
RCHGF000155	1194	923.054	99	2.25312
RCHGF000156	909	638.068	120	3.95084
RCHGF000157	744	473.108	96	4.26271
RCHGF000158	555	287.809	55	4.01453
RCHGF000159	1041	770.054	194	5.29244
RCHGF000160	927	656.068	265	8.4854
RCHGF000161	1488	1217.05	117	2.01953
RCHGF000162	1671	1400.05	763	11.4487
RCHGF000163	1053	782.054	694	18.6422
RCHGF000165	1038	767.054	1097	30.0439
RCHGF000166	2400	2129.05	4477	44.1749
RCHGF000167	120	17.1069	33	40.5246
RCHGF000168	873	602.068	2530	88.2776
RCHGF000169	1836	1565.05	14274	191.598
RCHGF000170	552	285.098	5528	407.333
RCHGF000171	1230	959.054	1954	42.8013
RCHGF000172	558	290.598	486	35.1333
RCHGF000173	468	209.298	671	67.3494
RCHGF000174	150	22.4813	170	158.855
RCHGF000175	1656	1385.05	2702	40.9821
RCHGF000176	873	602.068	2090	72.925
RCHGF000177	390	146.848	2032	290.691
RCHGF000178	876	605.068	17197	597.068
RCHGF000179	996	725.054	10212	295.88
RCHGF000180	120	17.1069	9	11.0522
RCHGF000181	813	542.079	1398	54.1776
RCHGF000182	786	515.079	9867	402.427
RCHGF000183	1230	959.054	15529	340.154
RCHGF000184	447	191.639	2389	261.883
RCHGF000185	1398	1127.05	5227	97.4279
RCHGF000186	525	260.093	2954	238.593
RCHGF000187	741	470.122	686	30.6541
RCHGF000188	456	199.23	209	22.0377
RCHGF000189	1380	1109.05	810	15.3429
RCHGF000190	1140	869.054	1524	36.8395
RCHGF000191	1401	1130.05	3689	68.578
RCHGF000192	624	354.134	299	17.737
RCHGF000193	1539	1268.05	1897	31.4271
RCHGF000194	1209	938.054	641	14.3551
RCHGF000195	897	626.068	505	16.9452
RCHGF000196	1458	1187.05	2056	36.3855
RCHGF000197	969	698.054	833	25.0687
RCHGF000198	1287	1016.05	1067	22.0609
RCHGF000199	1242	971.054	1007	21.7852
RCHGF000200	1446	1175.05	1773	31.6976
RCHGF000201	1185	914.054	26534	609.826
RCHGF000202	162	25.5151	1765	1453.19
RCHGF000203	582	313.341	1423	95.4032
RCHGF000204	1209	938.054	1775	39.7508
RCHGF000205	720	449.186	267	12.4871
RCHGF000206	1503	1232.05	512	8.73003
RCHGF000207	1101	830.054	128	3.23951
RCHGF000208	1332	1061.05	212	4.19734
RCHGF000209	2175	1904.05	403	4.44632
RCHGF000210	1710	1439.05	365	5.32833
RCHGF000212	1578	1307.05	304	4.88602
RCHGF000213	1425	1154.05	162	2.94893
RCHGF000214	315	96.0119	502	109.838
RCHGF000215	435	181.805	339	39.1713
RCHGF000216	723	452.168	1361	63.2315
RCHGF000217	111	15.3984	0	0
RCHGF000218	651	380.663	911	50.2751
RCHGF000219	1050	779.054	2407	64.9059
RCHGF000220	132	18.7191	2	2.2445
RCHGF000221	726	455.159	7579	349.803
RCHGF000222	1038	767.054	2467	67.5645
RCHGF000223	1254	983.054	499	10.6635
RCHGF000224	654	383.575	1529	83.7399
RCHGF000225	522	257.325	458	37.3903
RCHGF000226	1080	809.054	1950	50.6329
RCHGF000227	282	76.8512	143	39.0896
RCHGF000228	1026	755.054	1817	50.5536
RCHGF000229	336	109.359	452	86.8277
RCHGF000230	711	440.226	665	31.7337
RCHGF000231	678	407.4	336	17.3258
RCHGF000232	456	199.23	208	21.9323
RCHGF000233	534	268.487	283	22.1431
RCHGF000234	645	374.754	1743	97.7073
RCHGF000235	3291	3020.05	15638	108.778
RCHGF000236	552	285.098	1908	140.592
RCHGF000237	2649	2378.05	17125	151.281
RCHGF000238	321	99.6889	6151	1296.21
RCHGF000240	942	671.068	7053	220.792
RCHGF000241	588	319.173	1551	102.085
RCHGF000242	459	201.723	1184	123.302
RCHGF000243	1050	779.054	7999	215.697
RCHGF000244	1551	1280.05	13242	217.32
RCHGF000245	783	512.084	4049	166.105
RCHGF000246	1434	1163.05	4877	88.0903
RCHGF000247	1656	1385.05	4957	75.1844
RCHGF000248	2358	2087.05	7451	74.9991
RCHGF000249	1101	830.054	22578	571.419
RCHGF000250	1539	1268.05	6732	111.527
RCHGF000251	1095	824.054	3647	92.9727
RCHGF000252	951	680.068	6247	192.972
RCHGF000253	1254	983.054	4139	88.4491
RCHGF000254	1281	1010.05	3666	76.2471
RCHGF000255	426	174.489	83	9.99279
RCHGF000256	600	330.733	21240	1349.13
RCHGF000257	1752	1481.05	6112	86.6938
RCHGF000258	1128	857.054	2334	57.2095
RCHGF000259	1206	935.054	2388	53.6504
RCHGF000260	168	27.3881	158022	121208
RCHGF000261	540	274.011	1106	84.7933
RCHGF000262	816	545.079	959	36.9602
RCHGF000263	1410	1139.05	1881	34.6912
RCHGF000264	978	707.054	848	25.1952
RCHGF000265	225	49.6606	10	4.23023
RCHGF000266	207	42.3069	2	0.993103
RCHGF000267	150	22.4813	3	2.80333
RCHGF000268	213	44.9249	13	6.07899
RCHGF000269	759	488.084	50	2.15204
RCHGF000270	939	668.068	434	13.6472
RCHGF000271	114	16.0025	12	15.7532
RCHGF000272	2676	2405.05	844	7.37213
RCHGF000273	270	70.194	5021	1502.68
RCHGF000274	204	41.0657	262	134.029
RCHGF000275	501	238.269	97	8.55224
RCHGF000276	735	464.141	297	13.4426
RCHGF000277	585	316.256	201	13.3516
RCHGF000279	345	115.198	4032	735.279
RCHGF000280	600	330.733	534	33.9187
RCHGF000281	591	322.044	264	17.2212
RCHGF000282	864	593.068	638	22.5991
RCHGF000283	621	351.19	846	50.6061
RCHGF000284	375	135.977	1259	194.507
RCHGF000285	429	177.031	589	69.8941
RCHGF000286	945	674.068	10296	320.878
RCHGF000287	729	458.159	90	4.12669
RCHGF000288	2244	1973.05	6670	71.017
RCHGF000289	1296	1025.05	6793	139.216
RCHGF000290	906	635.068	672	22.2292
RCHGF000291	207	42.3069	202	100.303
RCHGF000292	951	680.068	4515	139.47
RCHGF000293	885	614.068	13481	461.191
RCHGF000294	135	19.1523	22	24.1311
RCHGF000295	711	440.226	2080	99.2574
RCHGF000296	540	274.011	2735	209.683
RCHGF000297	702	431.288	1247	60.74
RCHGF000298	771	500.084	1481	62.2139
RCHGF000299	1164	893.054	5318	125.097
RCHGF000300	1056	785.054	5532	148.033
RCHGF000301	486	225.091	871	81.2896
RCHGF000302	1125	854.054	3625	89.1657
RCHGF000303	264	67.1421	69451	21730
RCHGF000304	873	602.068	1578	55.0601
RCHGF000305	954	683.068	1103	33.9224
RCHGF000306	294	83.8182	753	188.726
RCHGF000307	939	668.068	3302	103.832
RCHGF000308	1806	1535.05	2003	27.4115
RCHGF000309	840	569.068	291	10.7425
RCHGF000310	1101	830.054	725	18.3488
RCHGF000311	1026	755.054	1215	33.8044
RCHGF000312	264	67.1421	7276	2276.53
RCHGF000313	2208	1937.05	23842	258.569
RCHGF000314	1389	1118.05	5022	94.3603
RCHGF000315	669	398.501	2968	156.462
RCHGF000316	327	103.546	2927	593.834
RCHGF000317	711	440.226	672	32.0678
RCHGF000318	1302	1031.05	4355	88.7324
RCHGF000319	375	135.977	2709	418.522
RCHGF000320	549	282.327	4599	342.204
RCHGF000321	993	722.054	12084	351.574
RCHGF000323	1233	962.054	964	21.05
RCHGF000324	771	500.084	3526	148.12
RCHGF000325	576	307.532	5030	343.6
RCHGF000326	864	593.068	19036	674.29
RCHGF000327	177	30.3632	1971	1363.69
RCHGF000328	162	25.5151	7358	6058.12
RCHGF000329	930	659.068	542	17.2761
RCHGF000330	978	707.054	512	15.2122
RCHGF000331	1005	734.054	251	7.18325
RCHGF000332	798	527.079	156	6.21762
RCHGF000333	522	257.325	1454	118.702
RCHGF000334	1650	1379.05	6729	102.505
RCHGF000335	699	428.288	1699	83.3361
RCHGF000336	459	201.723	867	90.2898
RCHGF000337	1299	1028.05	2421	49.4714
RCHGF000338	282	76.8512	1407	384.609
RCHGF000339	558	290.598	295	21.3258
RCHGF000340	171	28.3616	99	73.3297
RCHGF000341	330	105.339	154	30.7119
RCHGF000342	597	327.871	1171	75.0289
RCHGF000343	1161	890.054	747	17.6311
RCHGF000344	519	254.669	546	45.0392
RCHGF000345	771	500.084	2647	111.195
RCHGF000346	564	296.291	10315	731.351
RCHGF000347	645	374.754	4350	243.848
RCHGF000348	1029	758.054	1191	33.0055
RCHGF000349	681	410.392	1790	91.6282
RCHGF000350	831	560.073	3227	121.04
RCHGF000351	402	155.913	438	59.0155
RCHGF000352	1038	767.054	636	17.4183
RCHGF000353	771	500.084	715	30.0357
RCHGF000354	717	446.191	556	26.1776
RCHGF000355	150	22.4813	6	5.60666
RCHGF000356	993	722.054	721	20.9769
RCHGF000357	1014	743.054	1210	34.209
RCHGF000358	1263	992.054	2125	44.9986
RCHGF000359	135	19.1523	14	15.3561
RCHGF000360	903	632.068	675	22.4345
RCHGF000361	1992	1721.05	834	10.18
RCHGF000362	870	599.068	518	18.1647
RCHGF000363	1176	905.054	637	14.7856
RCHGF000364	510	246.321	342	29.1675
RCHGF000365	1290	1019.05	1526	31.4581
RCHGF000366	1002	731.054	1840	52.8742
RCHGF000367	759	488.084	1059	45.5802
RCHGF000368	840	569.068	1409	52.0143
RCHGF000369	1383	1112.05	2586	48.8515
RCHGF000370	240	55.993	1213	455.096
RCHGF000372	2397	2126.05	4684	46.2826
RCHGF000373	867	596.068	155	5.46275
RCHGF000374	1239	968.054	1438	31.2058
RCHGF000375	138	19.8198	355	376.274
RCHGF000377	215	45.7455	377	173.129
RCHGF000379	750	479.103	928	40.6906
RCHGF000380	594	324.937	172	11.12
RCHGF000381	330	105.339	81	16.1537
RCHGF000382	1098	827.054	86	2.18444
RCHGF000383	558	290.598	26	1.87956
RCHGF000384	300	87.2411	9	2.16719
RCHGF000385	1053	782.054	168	4.51282
RCHGF000386	474	214.482	37	3.62399
RCHGF000387	396	151.321	38	5.27545
RCHGF000388	663	392.509	51	2.72958
RCHGF000389	834	563.073	49	1.82813
RCHGF000390	744	473.108	104	4.61794
RCHGF000391	735	464.141	544	24.6221
RCHGF000392	1053	782.054	176	4.72771
RCHGF000393	867	596.068	608	21.4281
RCHGF000394	1026	755.054	435	12.1028
RCHGF000395	1431	1160.05	283	5.12488
RCHGF000396	1275	1004.05	161	3.36856
RCHGF000397	561	293.395	71	5.08371
RCHGF000398	3159	2888.05	501	3.64425
RCHGF000399	1293	1022.05	267	5.48798
RCHGF000400	300	87.2411	10	2.40799
RCHGF000401	309	92.4717	27	6.13381
RCHGF000402	645	374.754	461	25.8423
RCHGF000403	312	94.1581	1302	290.488
RCHGF000404	141	20.2689	4	4.14578
RCHGF000405	591	322.044	34	2.21788
RCHGF000406	1173	902.054	45	1.04799
RCHGF000407	1572	1301.05	92	1.48548
RCHGF000408	831	560.073	203	7.61424
RCHGF000409	468	209.298	106	10.6394
RCHGF000410	207	42.3069	1863	925.075
RCHGF000411	462	204.156	10076	1036.82
RCHGF000412	300	87.2411	3949	950.915
RCHGF000413	288	80.305	1773	463.812
RCHGF000414	492	230.297	1638	149.418
RCHGF000415	240	55.993	5549	2081.88
RCHGF000416	1173	902.054	7282	169.587
RCHGF000417	792	521.079	964	38.8641
RCHGF000418	3453	3182.05	3500	23.1066
RCHGF000419	558	290.598	524	37.8803
RCHGF000420	162	25.5151	347	285.698
RCHGF000421	1353	1082.05	1378	26.7532
RCHGF000422	804	533.079	99	3.90139
RCHGF000423	1359	1088.05	180	3.47534
RCHGF000424	852	581.068	56	2.02459
RCHGF000425	1041	770.054	164	4.47402
RCHGF000426	837	566.073	232	8.60975
RCHGF000427	783	512.084	212	8.69701
RCHGF000428	477	217.152	65	6.28817
RCHGF000429	438	184.312	37	4.21719
RCHGF000430	1455	1184.05	362	6.42262
RCHGF000431	843	572.068	292	10.7229
RCHGF000432	1041	770.054	398	10.8577
RCHGF000433	1914	1643.05	490	6.26498
RCHGF000434	666	395.501	162	8.60483
RCHGF000435	717	446.191	155	7.29771
RCHGF000436	465	206.753	68	6.90928
RCHGF000437	1188	917.054	928	21.2583
RCHGF000438	1416	1145.05	1253	22.988
RCHGF000439	1086	815.054	540	13.9182
RCHGF000440	261	65.5786	149	47.7309
RCHGF000441	2100	1829.05	2270	26.072
RCHGF000442	612	342.329	4524	277.622
RCHGF000443	993	722.054	16121	469.027
RCHGF000444	324	101.619	1267	261.925
RCHGF000445	132	18.7191	108	121.203
RCHGF000446	381	140.187	287	43.008
RCHGF000447	135	19.1523	8	8.77494
RCHGF000448	144	20.8987	12	12.0625
RCHGF000449	1356	1085.05	4584	88.7501
RCHGF000450	1116	845.054	3846	95.6093
RCHGF000451	192	35.9873	9	5.25374
RCHGF000452	201	39.7851	341	180.057
RCHGF000453	1098	827.054	3352	85.1423
RCHGF000454	1941	1670.05	4657	58.5802
RCHGF000455	2511	2240.05	9223	86.4946
RCHGF000457	1284	1013.05	3219	66.7519
RCHGF000459	453	196.644	238	25.4257
RCHGF000460	1806	1535.05	1311	17.9413
RCHGF000461	306	90.7763	323	74.749
RCHGF000462	594	324.937	1085	70.1465
RCHGF000463	933	662.068	274	8.69408
RCHGF000464	555	287.809	644	47.0065
RCHGF000465	771	500.084	1002	42.092
RCHGF000466	1218	947.054	4210	93.3862
RCHGF000467	2529	2258.05	3921	36.4786
RCHGF000468	2085	1814.05	1964	22.744
RCHGF000469	909	638.068	607	19.9847
RCHGF000470	738	467.127	666	29.9512
RCHGF000471	777	506.084	767	31.8382
RCHGF000472	843	572.068	922	33.8578
RCHGF000473	336	109.359	101	19.4018
RCHGF000474	558	290.598	173	12.5063
RCHGF000475	648	377.72	2319	128.975
RCHGF000476	147	21.6915	21	20.3379
RCHGF000477	630	360.044	917	53.5043
RCHGF000478	975	704.054	3619	107.984
RCHGF000479	1068	797.054	2735	72.085
RCHGF000480	855	584.068	2068	74.3811
RCHGF000481	693	422.3	181	9.00394
RCHGF000482	678	407.4	528	27.2262
RCHGF000483	1641	1370.05	1324	20.3014
RCHGF000484	2343	2072.05	5913	59.949
RCHGF000485	546	279.532	1135	85.2981
RCHGF000486	111	15.3984	12	16.3712
RCHGF000487	486	225.091	164	15.306
RCHGF000488	441	186.821	80	8.99579
RCHGF000489	1035	764.054	284	7.80854
RCHGF000490	312	94.1581	51	11.3786
RCHGF000491	2640	2369.05	758	6.72155
RCHGF000492	1941	1670.05	1975	24.8435
RCHGF000493	366	129.533	234	37.95
RCHGF000494	1773	1502.05	3417	47.7898
RCHGF000495	477	217.152	527	50.9826
RCHGF000496	765	494.084	634	26.9565
RCHGF000497	762	491.084	467	19.9773
RCHGF000498	939	668.068	2078	65.3432
RCHGF000499	846	575.068	1791	65.4262
RCHGF000500	1260	989.054	2691	57.1569
RCHGF000501	1014	743.054	1244	35.1702
RCHGF000502	1095	824.054	1729	44.0773
RCHGF000503	1011	740.054	671	19.0473
RCHGF000504	1083	812.054	4417	114.266
RCHGF000505	1233	962.054	4048	88.3927
RCHGF000506	165	26.3616	23	18.3287
RCHGF000507	921	650.068	214	6.91561
RCHGF000508	348	117.201	523	93.7448
RCHGF000509	138	19.8198	25	26.4982
RCHGF000510	153	23.3089	7	6.30887
RCHGF000512	498	235.649	185	16.4923
RCHGF000513	3693	3422.05	2776	17.0415
RCHGF000514	1572	1301.05	1000	16.1466
RCHGF000515	1029	758.054	460	12.7477
RCHGF000516	585	316.256	236	15.6765
RCHGF000517	1530	1259.05	1040	17.3526
RCHGF000518	438	184.312	1116	127.199
RCHGF000519	690	419.338	509	25.4993
RCHGF000520	750	479.103	635	27.8433
RCHGF000521	1224	953.054	894	19.7059
RCHGF000522	714	443.217	416	19.7175
RCHGF000523	369	131.706	279	44.5015
RCHGF000524	327	103.546	316	64.1105
RCHGF000526	186	33.6081	14	8.75102
RCHGF000527	561	293.395	32	2.29125
RCHGF000528	807	536.079	164	6.42674
RCHGF000529	627	357.102	146	8.58887
RCHGF000530	273	71.8447	5228	1528.68
RCHGF000531	678	407.4	98	5.05336
RCHGF000532	1053	782.054	121	3.2503
RCHGF000533	978	707.054	290	8.6163
RCHGF000534	519	254.669	334	27.5515
RCHGF000535	702	431.288	4529	220.603
RCHGF000536	573	304.701	106	7.30815
RCHGF000537	1323	1052.05	2287	45.6671
RCHGF000538	639	368.914	75	4.27083
RCHGF000539	1641	1370.05	2619	40.1581
RCHGF000540	1764	1493.05	4514	63.5128
RCHGF000541	756	485.084	777	33.6496
RCHGF000542	894	623.068	235	7.92333
RCHGF000543	2409	2138.05	493	4.84399
RCHGF000544	1371	1100.05	1415	27.022
RCHGF000545	960	689.054	1749	53.3227
RCHGF000546	165	26.3616	0	0
RCHGF000547	378	138.084	1730	263.196
RCHGF000548	426	174.489	120	14.4474
RCHGF000549	471	211.884	81	8.03086
RCHGF000550	840	569.068	269	9.93033
RCHGF000551	702	431.288	98	4.77347
RCHGF000552	1836	1565.05	321	4.30875
RCHGF000553	312	94.1581	99	22.0878
RCHGF000554	1257	986.054	276	5.88009
RCHGF000555	345	115.198	52	9.48276
RCHGF000556	1443	1172.05	188	3.36966
RCHGF000557	873	602.068	1025	35.7646
RCHGF000558	795	524.079	569	22.8082
RCHGF000559	747	476.108	631	27.8419
RCHGF000560	1356	1085.05	1285	24.8787
RCHGF000561	453	196.644	283	30.233
RCHGF000562	477	217.152	165	15.9623
RCHGF000563	1587	1316.05	2513	40.1138
RCHGF000564	816	545.079	2640	101.747
RCHGF000565	543	276.755	1260	95.6425
RCHGF000566	600	330.733	308	19.5636
RCHGF000567	873	602.068	985	34.3689
RCHGF000568	837	566.073	1771	65.7236
RCHGF000569	828	557.073	4409	166.266
RCHGF000570	717	446.191	946	44.5396
RCHGF000571	1341	1070.05	4653	91.3488
RCHGF000572	774	503.084	947	39.5444
RCHGF000573	1353	1082.05	13044	253.243
RCHGF000574	951	680.068	6676	206.224
RCHGF000575	354	121.171	856	148.405
RCHGF000576	1647	1376.05	2990	45.6469
RCHGF000577	669	398.501	1860	98.0525
RCHGF000578	1110	839.054	4546	113.819
RCHGF000579	714	443.217	1039	49.2463
RCHGF000580	504	240.907	294	25.6373
RCHGF000581	762	491.084	2133	91.2453
RCHGF000582	762	491.084	730	31.2279
RCHGF000583	768	497.084	2477	104.682
RCHGF000584	357	123.241	938	159.891
RCHGF000585	252	61.4857	46686	15951
RCHGF000586	1329	1058.05	1045	20.7484
RCHGF000587	765	494.084	902	38.3514
RCHGF000588	222	48.6714	52	22.4442
RCHGF000589	369	131.706	1154	184.067
RCHGF000590	357	123.241	119	20.2847
RCHGF000592	3047	2776.05	2459	18.6083
RCHGF000594	1983	1712.05	2733	33.5349
RCHGF000595	1425	1154.05	3936	71.648
RCHGF000596	237	54.7419	149	57.1797
RCHGF000597	180	31.302	697	467.774
RCHGF000598	903	632.068	5203	172.928
RCHGF000599	882	611.068	4079	140.23
RCHGF000600	1116	845.054	3816	94.8635
RCHGF000601	1755	1484.05	3132	44.3351
RCHGF000602	1134	863.054	5027	122.362
RCHGF000603	1032	761.054	1551	42.8126
RCHGF000604	1392	1121.05	4700	88.0738
RCHGF000605	891	620.068	3041	103.027
RCHGF000606	1026	755.054	3536	98.3806
RCHGF000607	1707	1436.05	2861	41.8526
RCHGF000608	1455	1184.05	1217	21.5921
RCHGF000609	1098	827.054	2034	51.6645
RCHGF000610	951	680.068	1625	50.1969
RCHGF000611	900	629.068	793	26.482
RCHGF000612	1146	875.054	2315	55.5765
RCHGF000613	1119	848.054	2614	64.7526
RCHGF000614	825	554.079	1646	62.407
RCHGF000615	1149	878.054	1978	47.3239
RCHGF000616	624	354.134	548	32.5079
RCHGF000617	597	327.871	638	40.8783
RCHGF000618	1224	953.054	2425	53.4527
RCHGF000619	510	246.321	13430	1145.38
RCHGF000620	1902	1631.05	1928	24.8321
RCHGF000621	237	54.7419	122	46.8183
RCHGF000622	153	23.3089	3	2.7038
RCHGF000623	291	82.1352	97	24.8095
RCHGF000624	402	155.913	18	2.42529
RCHGF000625	111	15.3984	15	20.464
RCHGF000626	963	692.054	310	9.41016
RCHGF000627	1191	920.054	3328.85	76.0074
RCHGF000628	204	41.0657	4	2.04624
RCHGF000629	1140	869.054	39	0.942743
RCHGF000631	567	299.114	1197	84.0683
RCHGF000632	720	449.186	1098	51.3513
RCHGF000633	195	37.1392	12	6.78773
RCHGF000634	438	184.312	85	9.68813
RCHGF000635	879	608.068	1912	66.0559
RCHGF000636	1491	1220.05	5271	90.7589
RCHGF000637	1179	908.054	3056	70.6996
RCHGF000638	1308	1037.05	3647	73.8771
RCHGF000639	1023	752.054	6808	190.172
RCHGF000640	120	17.1069	401	492.435
RCHGF000641	408	160.549	3729	487.932
RCHGF000642	780	509.084	3930	162.173
RCHGF000643	354	121.171	3192	553.399
RCHGF000644	177	30.3632	6	4.15125
RCHGF000645	786	515.079	577	23.533
RCHGF000646	138	19.8198	6428	6813.21
RCHGF000647	762	491.084	2305	98.6031
RCHGF000648	909	638.068	1410	46.4224
RCHGF000649	198	38.397	27	14.7721
RCHGF000650	1101	830.054	538	13.6161
RCHGF000651	114	16.0025	37	48.5725
RCHGF000652	780	509.084	378	15.5983
RCHGF000653	111	15.3984	10	13.6427
