-e target_id	length	eff_length	Monoculture_Bi_animalis_lactis_PT33_Late_Replicate_2_HGF2_counts	tpm
RCHGF000215	435	212.085	0	0
RCHGF000216	723	492.997	0	0
RCHGF000217	111	9.41667	0	0
RCHGF000218	651	420.997	0	0
RCHGF000219	1050	819.997	0	0
RCHGF000220	132	15.0698	0	0
RCHGF000221	726	495.997	0	0
RCHGF000222	1038	807.997	0	0
RCHGF000223	1254	1024	0	0
RCHGF000224	654	423.997	0	0
RCHGF000225	522	294.235	0	0
RCHGF000226	1080	849.997	0	0
RCHGF000227	282	82.7773	0	0
RCHGF000228	1026	795.997	0	0
RCHGF000229	336	120.826	0	0
RCHGF000230	711	480.997	0	0
RCHGF000231	678	447.997	0	0
RCHGF000232	456	231.971	0	0
RCHGF000233	534	306.235	0	0
RCHGF000234	645	414.997	0	0
RCHGF000235	3291	3061	0	0
RCHGF000236	552	323.732	0	0
RCHGF000237	2649	2419	2	204.7
RCHGF000238	321	110.02	0	0
RCHGF000240	942	711.997	1	347.732
RCHGF000241	588	359.208	1	689.249
RCHGF000242	459	234.59	0	0
RCHGF000243	1050	819.997	1	301.933
RCHGF000244	1551	1321	0	0
RCHGF000245	783	552.997	0	0
RCHGF000246	1434	1204	1	205.635
RCHGF000247	1656	1426	0	0
RCHGF000248	2358	2128	1	116.346
RCHGF000249	1101	870.997	0	0
RCHGF000250	1539	1309	0	0
RCHGF000251	1095	864.997	0	0
RCHGF000252	951	720.997	1	343.391
RCHGF000253	1254	1024	0	0
RCHGF000254	1281	1051	0	0
RCHGF000255	426	203.424	0	0
RCHGF000256	600	371.208	2	1333.94
RCHGF000257	1752	1522	0	0
RCHGF000258	1128	897.997	0	0
RCHGF000259	1206	975.997	0	0
RCHGF000260	168	27.5588	2	17967.7
RCHGF000261	540	312.235	0	0
RCHGF000262	816	585.997	0	0
RCHGF000263	1410	1180	0	0
RCHGF000264	978	747.997	0	0
RCHGF000265	225	49.2789	0	0
RCHGF000266	207	43.1533	0	0
RCHGF000267	150	22.3797	0	0
RCHGF000268	213	46.7138	0	0
RCHGF000269	759	528.997	0	0
RCHGF000270	939	708.997	0	0
RCHGF000271	114	10.7857	0	0
RCHGF000272	2676	2446	0	0
RCHGF000273	270	74.1649	3	10014.9
RCHGF000274	204	42.6626	0	0
RCHGF000275	501	274.134	0	0
RCHGF000276	735	504.997	0	0
RCHGF000277	585	356.208	0	0
RCHGF000279	345	128.974	0	0
RCHGF000280	600	371.208	0	0
RCHGF000281	591	362.208	0	0
RCHGF000282	864	633.997	0	0
RCHGF000283	621	390.997	0	0
RCHGF000284	375	155.827	0	0
RCHGF000285	429	206.424	0	0
RCHGF000286	945	714.997	0	0
RCHGF000287	729	498.997	0	0
RCHGF000288	2244	2014	0	0
RCHGF000289	1296	1066	0	0
RCHGF000290	906	675.997	0	0
RCHGF000291	207	43.1533	0	0
RCHGF000292	951	720.997	0	0
RCHGF000293	885	654.997	1	377.993
RCHGF000294	135	15.84	0	0
RCHGF000295	711	480.997	0	0
RCHGF000296	540	312.235	0	0
RCHGF000297	702	471.997	0	0
RCHGF000298	771	540.997	1	457.644
RCHGF000299	1164	933.997	0	0
RCHGF000300	1056	825.997	0	0
RCHGF000301	486	259.575	0	0
RCHGF000302	1125	894.997	0	0
RCHGF000303	264	70.3333	17	59842.6
RCHGF000304	873	642.997	0	0
RCHGF000305	954	723.997	0	0
RCHGF000306	294	91.2136	0	0
RCHGF000307	939	708.997	0	0
RCHGF000308	1806	1576	0	0
RCHGF000309	840	609.997	0	0
RCHGF000310	1101	870.997	0	0
RCHGF000311	1026	795.997	0	0
RCHGF000312	264	70.3333	1	3520.15
RCHGF000313	2208	1978	1	125.169
RCHGF000314	1389	1159	2	427.238
RCHGF000315	669	438.997	0	0
RCHGF000316	327	114.25	0	0
RCHGF000317	711	480.997	0	0
RCHGF000318	1302	1072	0	0
RCHGF000319	375	155.827	0	0
RCHGF000320	549	320.732	0	0
RCHGF000321	993	762.997	1	324.489
RCHGF000323	1233	1003	0	0
RCHGF000324	771	540.997	0	0
RCHGF000325	576	347.208	0	0
RCHGF000326	864	633.997	0	0
RCHGF000327	177	32.0566	0	0
RCHGF000328	162	24.5702	0	0
RCHGF000329	930	699.997	0	0
RCHGF000330	978	747.997	0	0
RCHGF000331	1005	774.997	0	0
RCHGF000332	798	567.997	0	0
RCHGF000333	522	294.235	0	0
RCHGF000334	1650	1420	0	0
RCHGF000335	699	468.997	0	0
RCHGF000336	459	234.59	0	0
RCHGF000337	1299	1069	0	0
RCHGF000338	282	82.7773	0	0
RCHGF000339	558	329.208	0	0
RCHGF000340	171	28.7931	0	0
RCHGF000341	330	116.051	0	0
RCHGF000342	597	368.208	0	0
RCHGF000343	1161	930.997	0	0
RCHGF000344	519	291.235	0	0
RCHGF000345	771	540.997	0	0
RCHGF000346	564	335.208	0	0
RCHGF000347	645	414.997	0	0
RCHGF000348	1029	798.997	0	0
RCHGF000349	681	450.997	0	0
RCHGF000350	831	600.997	0	0
RCHGF000351	402	180.03	0	0
RCHGF000352	1038	807.997	0	0
RCHGF000353	771	540.997	0	0
RCHGF000354	717	486.997	1	508.389
RCHGF000355	150	22.3797	0	0
RCHGF000356	993	762.997	0	0
RCHGF000357	1014	783.997	0	0
RCHGF000358	1263	1033	0	0
RCHGF000359	135	15.84	0	0
RCHGF000360	903	672.997	0	0
RCHGF000361	1992	1762	0	0
RCHGF000362	870	639.997	0	0
RCHGF000363	1176	945.997	0	0
RCHGF000364	510	282.689	0	0
RCHGF000365	1290	1060	1	233.57
RCHGF000366	1002	771.997	0	0
RCHGF000367	759	528.997	0	0
RCHGF000368	840	609.997	0	0
RCHGF000369	1383	1153	1	214.731
RCHGF000370	240	57.1318	0	0
RCHGF000372	2397	2167	0	0
RCHGF000373	867	636.997	0	0
RCHGF000374	1239	1009	0	0
RCHGF000375	138	17.537	0	0
RCHGF000377	215	46.4345	0	0
RCHGF000379	750	519.997	0	0
RCHGF000380	594	365.208	0	0
RCHGF000381	330	116.051	0	0
RCHGF000382	1098	867.997	0	0
RCHGF000383	558	329.208	0	0
RCHGF000384	300	95.4324	0	0
RCHGF000385	1053	822.997	0	0
RCHGF000386	474	248.795	0	0
RCHGF000387	396	174.322	0	0
RCHGF000388	663	432.997	0	0
RCHGF000389	834	603.997	0	0
RCHGF000390	744	513.997	0	0
RCHGF000391	735	504.997	0	0
RCHGF000392	1053	822.997	0	0
RCHGF000393	867	636.997	0	0
RCHGF000394	1026	795.997	0	0
RCHGF000395	1431	1201	0	0
RCHGF000396	1275	1045	0	0
RCHGF000397	561	332.208	0	0
RCHGF000398	3159	2929	0	0
RCHGF000399	1293	1063	0	0
RCHGF000400	300	95.4324	0	0
RCHGF000401	309	101.678	0	0
RCHGF000402	645	414.997	0	0
RCHGF000403	312	104.114	0	0
RCHGF000404	141	18.129	0	0
RCHGF000405	591	362.208	0	0
RCHGF000406	1173	942.997	0	0
RCHGF000407	1572	1342	0	0
RCHGF000408	831	600.997	0	0
RCHGF000409	468	243.59	0	0
RCHGF000410	207	43.1533	0	0
RCHGF000411	462	237.59	1	1042.07
RCHGF000412	300	95.4324	0	0
RCHGF000413	288	86.6016	0	0
RCHGF000414	492	265.575	0	0
RCHGF000415	240	57.1318	2	8667.12
RCHGF000416	1173	942.997	0	0
RCHGF000417	792	561.997	0	0
RCHGF000418	3453	3223	0	0
RCHGF000419	558	329.208	0	0
RCHGF000420	162	24.5702	0	0
RCHGF000421	1353	1123	0	0
RCHGF000422	804	573.997	0	0
RCHGF000423	1359	1129	0	0
RCHGF000424	852	621.997	1	398.047
RCHGF000425	1041	810.997	0	0
RCHGF000426	837	606.997	0	0
RCHGF000427	783	552.997	0	0
RCHGF000428	477	251.389	0	0
RCHGF000429	438	215.085	0	0
RCHGF000430	1455	1225	0	0
RCHGF000431	843	612.997	0	0
RCHGF000432	1041	810.997	0	0
RCHGF000433	1914	1684	0	0
RCHGF000434	666	435.997	0	0
RCHGF000435	717	486.997	0	0
RCHGF000436	465	240.59	0	0
RCHGF000437	1188	957.997	0	0
RCHGF000438	1416	1186	0	0
RCHGF000439	1086	855.997	0	0
RCHGF000440	261	68.6978	0	0
RCHGF000441	2100	1870	0	0
RCHGF000442	612	382.613	0	0
RCHGF000443	993	762.997	2	648.978
RCHGF000444	324	111.848	0	0
RCHGF000445	132	15.0698	0	0
RCHGF000446	381	161.29	0	0
RCHGF000447	135	15.84	0	0
RCHGF000448	144	19.9697	0	0
RCHGF000449	1356	1126	1	219.88
RCHGF000450	1116	885.997	0	0
RCHGF000451	192	38.835	0	0
RCHGF000452	201	41.4068	0	0
RCHGF000453	1098	867.997	0	0
RCHGF000454	1941	1711	0	0
RCHGF000455	2511	2281	0	0
RCHGF000457	1284	1054	0	0
RCHGF000459	453	228.971	0	0
RCHGF000460	1806	1576	0	0
RCHGF000461	306	99.6075	1	2485.6
RCHGF000462	594	365.208	0	0
RCHGF000463	933	702.997	0	0
RCHGF000464	555	326.732	0	0
RCHGF000465	771	540.997	0	0
RCHGF000466	1218	987.997	0	0
RCHGF000467	2529	2299	0	0
RCHGF000468	2085	1855	0	0
RCHGF000469	909	678.997	0	0
RCHGF000470	738	507.997	1	487.373
RCHGF000471	777	546.997	0	0
RCHGF000472	843	612.997	0	0
RCHGF000473	336	120.826	0	0
RCHGF000474	558	329.208	0	0
RCHGF000475	648	417.997	0	0
RCHGF000476	147	20.4667	0	0
RCHGF000477	630	399.997	0	0
RCHGF000478	975	744.997	0	0
RCHGF000479	1068	837.997	1	295.447
RCHGF000480	855	624.997	0	0
RCHGF000481	693	462.997	0	0
RCHGF000482	678	447.997	0	0
RCHGF000483	1641	1411	0	0
RCHGF000484	2343	2113	0	0
RCHGF000485	546	317.732	0	0
RCHGF000486	111	9.41667	0	0
RCHGF000487	486	259.575	0	0
RCHGF000488	441	218.085	0	0
RCHGF000489	1035	804.997	0	0
RCHGF000490	312	104.114	0	0
RCHGF000491	2640	2410	0	0
RCHGF000492	1941	1711	1	144.702
RCHGF000493	366	147.598	0	0
RCHGF000494	1773	1543	1	160.457
RCHGF000495	477	251.389	0	0
RCHGF000496	765	534.997	0	0
RCHGF000497	762	531.997	0	0
RCHGF000498	939	708.997	0	0
RCHGF000499	846	615.997	0	0
RCHGF000500	1260	1030	0	0
RCHGF000501	1014	783.997	0	0
RCHGF000502	1095	864.997	0	0
RCHGF000503	1011	780.997	0	0
RCHGF000504	1083	852.997	0	0
RCHGF000505	1233	1003	0	0
RCHGF000506	165	25.9535	0	0
RCHGF000507	921	690.997	0	0
RCHGF000508	348	131.754	0	0
RCHGF000509	138	17.537	0	0
RCHGF000510	153	22.5	0	0
RCHGF000512	498	271.575	0	0
RCHGF000513	3693	3463	0	0
RCHGF000514	1572	1342	0	0
RCHGF000515	1029	798.997	0	0
RCHGF000516	585	356.208	0	0
RCHGF000517	1530	1300	0	0
RCHGF000518	438	215.085	0	0
RCHGF000519	690	459.997	0	0
RCHGF000520	750	519.997	0	0
RCHGF000521	1224	993.997	0	0
RCHGF000522	714	483.997	0	0
RCHGF000523	369	150.598	0	0
RCHGF000524	327	114.25	0	0
RCHGF000526	186	37.191	0	0
RCHGF000527	561	332.208	0	0
RCHGF000528	807	576.997	0	0
RCHGF000529	627	396.997	0	0
RCHGF000530	273	76.5346	0	0
RCHGF000531	678	447.997	0	0
RCHGF000532	1053	822.997	0	0
RCHGF000533	978	747.997	0	0
RCHGF000534	519	291.235	1	850.118
RCHGF000535	702	471.997	1	524.546
RCHGF000536	573	344.208	0	0
RCHGF000537	1323	1093	0	0
RCHGF000538	639	408.997	0	0
RCHGF000539	1641	1411	0	0
RCHGF000540	1764	1534	0	0
RCHGF000541	756	525.997	0	0
RCHGF000542	894	663.997	0	0
RCHGF000543	2409	2179	0	0
RCHGF000544	1371	1141	0	0
RCHGF000545	960	729.997	1	339.158
RCHGF000546	165	25.9535	0	0
RCHGF000547	378	158.827	0	0
RCHGF000548	426	203.424	0	0
RCHGF000549	471	245.795	0	0
RCHGF000550	840	609.997	0	0
RCHGF000551	702	471.997	0	0
RCHGF000552	1836	1606	0	0
RCHGF000553	312	104.114	0	0
RCHGF000554	1257	1027	0	0
RCHGF000555	345	128.974	0	0
RCHGF000556	1443	1213	0	0
RCHGF000557	873	642.997	0	0
RCHGF000558	795	564.997	0	0
RCHGF000559	747	516.997	0	0
RCHGF000560	1356	1126	0	0
RCHGF000561	453	228.971	0	0
RCHGF000562	477	251.389	0	0
RCHGF000563	1587	1357	1	182.45
RCHGF000564	816	585.997	0	0
RCHGF000565	543	314.732	0	0
RCHGF000566	600	371.208	0	0
RCHGF000567	873	642.997	0	0
RCHGF000568	837	606.997	0	0
RCHGF000569	828	597.997	0	0
RCHGF000570	717	486.997	0	0
RCHGF000571	1341	1111	0	0
RCHGF000572	774	543.997	0	0
RCHGF000573	1353	1123	0	0
RCHGF000574	951	720.997	0	0
RCHGF000575	354	137.07	0	0
RCHGF000576	1647	1417	0	0
RCHGF000577	669	438.997	0	0
RCHGF000578	1110	879.997	0	0
RCHGF000579	714	483.997	0	0
RCHGF000580	504	276.689	0	0
RCHGF000581	762	531.997	0	0
RCHGF000582	762	531.997	0	0
RCHGF000583	768	537.997	0	0
RCHGF000584	357	139.835	0	0
RCHGF000585	252	64.0594	8	30919.3
RCHGF000586	1329	1099	0	0
RCHGF000587	765	534.997	0	0
RCHGF000588	222	48.9404	0	0
RCHGF000589	369	150.598	0	0
RCHGF000590	357	139.835	0	0
RCHGF000592	3047	2817	1	87.8893
RCHGF000594	1983	1753	0	0
RCHGF000595	1425	1195	0	0
RCHGF000596	237	55.15	0	0
RCHGF000597	180	33.8606	0	0
RCHGF000598	903	672.997	0	0
RCHGF000599	882	651.997	0	0
RCHGF000600	1116	885.997	0	0
RCHGF000601	1755	1525	0	0
RCHGF000602	1134	903.997	0	0
RCHGF000603	1032	801.997	0	0
RCHGF000604	1392	1162	0	0
RCHGF000605	891	660.997	0	0
RCHGF000606	1026	795.997	0	0
RCHGF000607	1707	1477	0	0
RCHGF000608	1455	1225	0	0
RCHGF000609	1098	867.997	0	0
RCHGF000610	951	720.997	0	0
RCHGF000611	900	669.997	1	369.53
RCHGF000612	1146	915.997	2	540.578
RCHGF000613	1119	888.997	0	0
RCHGF000614	825	594.997	0	0
RCHGF000615	1149	918.997	1	269.407
RCHGF000616	624	393.997	0	0
RCHGF000617	597	368.208	1	672.402
RCHGF000618	1224	993.997	1	249.079
RCHGF000619	510	282.689	1	875.817
RCHGF000620	1902	1672	1	148.077
RCHGF000621	237	55.15	0	0
RCHGF000622	153	22.5	0	0
RCHGF000623	291	89.0824	0	0
RCHGF000624	402	180.03	0	0
RCHGF000625	111	9.41667	0	0
RCHGF000626	963	732.997	0	0
RCHGF000627	1191	960.997	0	0
RCHGF000628	204	42.6626	0	0
RCHGF000629	1140	909.997	0	0
RCHGF000631	567	338.208	0	0
RCHGF000632	720	489.997	1	505.277
RCHGF000633	195	38.7235	0	0
RCHGF000634	438	215.085	0	0
RCHGF000635	879	648.997	0	0
RCHGF000636	1491	1261	1	196.34
RCHGF000637	1179	948.997	1	260.89
RCHGF000638	1308	1078	0	0
RCHGF000639	1023	792.997	0	0
RCHGF000640	120	12.95	0	0
RCHGF000641	408	185.729	0	0
RCHGF000642	780	549.997	0	0
RCHGF000643	354	137.07	0	0
RCHGF000644	177	32.0566	0	0
RCHGF000645	786	555.997	0	0
RCHGF000646	138	17.537	0	0
RCHGF000647	762	531.997	0	0
RCHGF000648	909	678.997	0	0
RCHGF000649	198	39.9692	0	0
RCHGF000650	1101	870.997	0	0
RCHGF000651	114	10.7857	0	0
RCHGF000652	780	549.997	0	0
RCHGF000653	111	9.41667	0	0
RCHGF000654	1104	873.997	0	0
RCHGF000655	1167	936.997	0	0
RCHGF000656	120	12.95	0	0
RCHGF000657	891	660.997	0	0
RCHGF000658	117	11.1111	0	0
RCHGF000659	2055	1825	0	0
RCHGF000660	309	101.678	0	0
RCHGF000661	1239	1009	0	0
RCHGF000662	324	111.848	0	0
RCHGF000663	1443	1213	0	0
RCHGF000664	1188	957.997	0	0
RCHGF000665	174	30.0455	0	0
RCHGF000666	537	309.235	0	0
RCHGF000667	1215	984.997	0	0
RCHGF000668	2190	1960	0	0
RCHGF000669	123	13.12	0	0
RCHGF000670	528	300.235	0	0
RCHGF000671	144	19.9697	0	0
RCHGF000672	813	582.997	0	0
RCHGF000673	423	200.424	0	0
RCHGF000674	141	18.129	0	0
RCHGF000675	765	534.997	0	0
RCHGF000676	558	329.208	0	0
RCHGF000677	849	618.997	1	399.976
RCHGF000678	1119	888.997	0	0
RCHGF000679	144	19.9697	0	0
RCHGF000680	1035	804.997	0	0
RCHGF000681	666	435.997	0	0
RCHGF000682	918	687.997	0	0
RCHGF000683	747	516.997	0	0
RCHGF000684	204	42.6626	0	0
RCHGF000685	960	729.997	0	0
RCHGF000686	798	567.997	0	0
RCHGF000687	777	546.997	0	0
RCHGF000688	777	546.997	0	0
RCHGF000689	123	13.12	0	0
RCHGF000690	921	690.997	0	0
RCHGF000691	300	95.4324	0	0
RCHGF000692	822	591.997	0	0
RCHGF000693	780	549.997	0	0
RCHGF000694	468	243.59	0	0
RCHGF000695	738	507.997	0	0
RCHGF000696	408	185.729	0	0
RCHGF000697	2712	2482	0	0
RCHGF000698	1215	984.997	0	0
RCHGF000699	1224	993.997	0	0
RCHGF000700	600	371.208	0	0
RCHGF000701	729	498.997	0	0
RCHGF000702	1737	1507	0	0
RCHGF000703	552	323.732	0	0
RCHGF000704	774	543.997	0	0
RCHGF000705	756	525.997	0	0
RCHGF000706	699	468.997	0	0
RCHGF000707	858	627.997	0	0
RCHGF000708	873	642.997	0	0
RCHGF000709	309	101.678	0	0
RCHGF000710	888	657.997	2	752.538
RCHGF000711	837	606.997	0	0
RCHGF000712	489	262.575	0	0
RCHGF000713	426	203.424	1	1217.09
RCHGF000714	984	753.997	0	0
RCHGF000715	891	660.997	0	0
RCHGF000716	324	111.848	0	0
RCHGF000717	819	588.997	0	0
RCHGF000718	819	588.997	1	420.349
RCHGF000719	531	303.235	0	0
RCHGF000720	1152	921.997	0	0
RCHGF000721	558	329.208	0	0
RCHGF000722	624	393.997	0	0
RCHGF000723	762	531.997	0	0
RCHGF000724	882	651.997	0	0
RCHGF000725	1356	1126	0	0
RCHGF000726	405	183.03	0	0
RCHGF000727	540	312.235	0	0
RCHGF000728	1338	1108	0	0
RCHGF000729	1065	834.997	0	0
RCHGF000730	624	393.997	0	0
RCHGF000731	660	429.997	1	575.781
RCHGF000732	1005	774.997	0	0
RCHGF000733	192	38.835	0	0
RCHGF000734	684	453.997	0	0
RCHGF000735	423	200.424	0	0
RCHGF000736	2136	1906	0	0
RCHGF000737	930	699.997	0	0
RCHGF000738	936	705.997	0	0
RCHGF000739	642	411.997	0	0
RCHGF000740	507	279.689	0	0
RCHGF000741	939	708.997	0	0
RCHGF000742	225	49.2789	0	0
RCHGF000743	846	615.997	0	0
RCHGF000744	393	171.607	0	0
RCHGF000745	684	453.997	0	0
RCHGF000746	378	158.827	0	0
RCHGF000747	1068	837.997	0	0
RCHGF000748	150	22.3797	0	0
RCHGF000749	654	423.997	0	0
RCHGF000750	849	618.997	0	0
RCHGF000751	369	150.598	0	0
RCHGF000752	123	13.12	0	0
RCHGF000753	918	687.997	0	0
RCHGF000754	117	11.1111	0	0
RCHGF000755	1131	900.997	0	0
RCHGF000756	693	462.997	0	0
RCHGF000757	132	15.0698	0	0
RCHGF000758	432	209.085	0	0
RCHGF000759	510	282.689	0	0
RCHGF000760	489	262.575	0	0
RCHGF000762	996	765.997	0	0
RCHGF000763	411	188.424	0	0
RCHGF000764	1065	834.997	0	0
RCHGF000765	1944	1714	0	0
RCHGF000766	936	705.997	0	0
RCHGF000767	552	323.732	0	0
RCHGF000769	345	128.974	0	0
RCHGF000770	1254	1024	0	0
RCHGF000771	594	365.208	0	0
RCHGF000772	528	300.235	0	0
