-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Early_Replicate_3_HGF2_counts	tpm
RCHGF000069	687	434.902	981	35.889
RCHGF000070	873	620.562	5073	130.066
RCHGF000071	363	140.116	114	12.945
RCHGF000072	117	16.4579	13	12.5676
RCHGF000073	861	608.562	100	2.61444
RCHGF000074	732	479.748	86	2.85213
RCHGF000075	207	44.156	22	7.92714
RCHGF000076	276	80.5297	7137	1410.08
RCHGF000077	288	87.7711	5599	1014.95
RCHGF000078	1566	1313.54	236	2.85859
RCHGF000079	288	87.7711	38	6.88836
RCHGF000080	459	217.945	58	4.23413
RCHGF000081	450	210.089	56	4.241
RCHGF000082	411	177.731	56	5.01313
RCHGF000083	369	144.576	153	16.8376
RCHGF000084	1497	1244.54	278	3.55401
RCHGF000085	726	473.748	88	2.95542
RCHGF000086	585	334.68	52	2.47205
RCHGF000087	1785	1532.54	326	3.38446
RCHGF000088	1746	1493.54	395	4.20788
RCHGF000089	615	363.962	967	42.2722
RCHGF000090	354	133.477	187	22.2904
RCHGF000091	1878	1625.54	2364	23.1384
RCHGF000092	1446	1193.54	8621	114.922
RCHGF000093	513	266.667	27532	1642.68
RCHGF000094	672	419.966	175	6.62991
RCHGF000095	1434	1181.54	424	5.70953
RCHGF000096	987	734.542	180	3.89888
RCHGF000097	1050	797.542	229	4.56842
RCHGF000098	1203	950.542	185	3.09659
RCHGF000099	1329	1076.54	265	3.9165
RCHGF000100	207	44.156	2	0.720649
RCHGF000101	765	512.663	910	28.2418
RCHGF000102	1164	911.542	545	9.51269
RCHGF000103	1707	1454.54	11461	125.366
RCHGF000104	1047	794.542	5772	115.583
RCHGF000105	2346	2093.54	7336	55.7521
RCHGF000106	753	500.724	411	13.0595
RCHGF000107	195	39.5184	9288	3739.44
RCHGF000108	195	39.5184	139	55.9627
RCHGF000109	666	413.983	89	3.42052
RCHGF000110	1152	899.542	139	2.45854
RCHGF000111	1008	755.542	5207	109.651
RCHGF000112	996	743.542	188	4.02287
RCHGF000113	828	575.616	166	4.58838
RCHGF000114	798	545.616	105	3.06187
RCHGF000115	474	230.974	146	10.0571
RCHGF000116	417	182.649	112	9.75628
RCHGF000117	819	566.616	132	3.70654
RCHGF000118	2754	2501.54	810	5.15182
RCHGF000119	981	728.542	237	5.1758
RCHGF000121	474	230.974	151	10.4015
RCHGF000122	912	659.562	1435	34.6162
RCHGF000123	1251	998.542	2530	40.3123
RCHGF000124	492	247.276	2438	156.868
RCHGF000125	672	419.966	551	20.8748
RCHGF000126	375	149.179	27	2.87965
RCHGF000127	1632	1379.54	189	2.17977
RCHGF000128	333	118.029	18	2.42643
RCHGF000129	1206	953.542	105	1.752
RCHGF000130	1470	1217.54	237	3.09705
RCHGF000131	987	734.542	160	3.46567
RCHGF000132	900	647.562	694	17.0515
RCHGF000133	657	405.06	656	25.7673
RCHGF000134	2331	2078.54	2783	21.3029
RCHGF000135	1776	1523.54	3346	34.9426
RCHGF000136	120	16.8418	35	33.0645
RCHGF000137	597	346.298	630	28.945
RCHGF000138	1125	872.542	3229	58.8797
RCHGF000139	978	725.542	169	3.70602
RCHGF000140	489	244.503	13243	861.76
RCHGF000141	1188	935.542	2222	37.7889
RCHGF000142	135	19.0072	41	34.3201
RCHGF000143	174	31.2358	37	18.8466
RCHGF000144	735	482.748	74	2.4389
RCHGF000145	702	449.818	72	2.54671
RCHGF000146	777	524.632	79	2.39583
RCHGF000147	243	61.2765	48	12.4632
RCHGF000148	399	168.216	82513	7804.4
RCHGF000149	750	497.724	1024	32.7337
RCHGF000151	2724	2471.54	4983	32.078
RCHGF000152	729	476.748	362	12.081
RCHGF000153	444	205.066	1016	78.8286
RCHGF000154	765	512.663	77	2.38969
RCHGF000155	1194	941.542	230	3.88662
RCHGF000156	909	656.562	193	4.67698
RCHGF000157	744	491.744	143	4.62681
RCHGF000158	555	305.948	85	4.42034
RCHGF000159	1041	788.542	332	6.6988
RCHGF000160	927	674.549	226	5.33063
RCHGF000161	1488	1235.54	224	2.88452
RCHGF000162	1671	1418.54	755	8.46815
RCHGF000163	1053	800.542	365	7.25425
RCHGF000165	1038	785.542	1065	21.5707
RCHGF000166	2400	2147.54	4328	32.0649
RCHGF000167	120	16.8418	10	9.44701
RCHGF000168	873	620.562	2378	60.9692
RCHGF000169	1836	1583.54	14961	150.319
RCHGF000170	552	303.07	8146	427.646
RCHGF000171	1230	977.542	2368	38.5416
RCHGF000172	558	308.737	651	33.5487
RCHGF000173	468	225.672	783	55.2037
RCHGF000174	150	22.8766	389	270.547
RCHGF000175	1656	1403.54	1717	19.4638
RCHGF000176	873	620.562	5403	138.527
RCHGF000177	390	160.976	3779	373.509
RCHGF000178	876	623.562	33749	861.122
RCHGF000179	996	743.542	14422	308.605
RCHGF000180	120	16.8418	5	4.72351
RCHGF000181	813	560.616	1888	53.5822
RCHGF000182	786	533.632	893	26.6252
RCHGF000183	1230	977.542	2203	35.8561
RCHGF000184	447	207.585	1049	80.4012
RCHGF000185	1398	1145.54	4443	61.7091
RCHGF000186	525	277.756	4308	246.772
RCHGF000187	741	488.748	331	10.7752
RCHGF000188	456	215.383	133	9.82481
RCHGF000189	1380	1127.54	268	3.78169
RCHGF000190	1140	887.542	512	9.17835
RCHGF000191	1401	1148.54	2217	30.7116
RCHGF000192	624	372.723	435	18.5689
RCHGF000193	1539	1286.54	702	8.68154
RCHGF000194	1209	956.542	286	4.75714
RCHGF000195	897	644.562	196	4.8381
RCHGF000196	1458	1205.54	644	8.49938
RCHGF000197	969	716.542	266	5.90641
RCHGF000198	1287	1034.54	382	5.87488
RCHGF000199	1242	989.542	453	7.28363
RCHGF000200	1446	1193.54	2521	33.6062
RCHGF000201	1185	932.542	311	5.3061
RCHGF000202	162	26.9488	17	10.0367
RCHGF000203	582	331.774	1325	63.5415
RCHGF000204	1209	956.542	1880	31.2707
RCHGF000205	720	467.763	757	25.7486
RCHGF000206	1503	1250.54	1043	13.27
RCHGF000207	1101	848.542	269	5.04385
RCHGF000208	1332	1079.54	476	7.01538
RCHGF000209	2175	1922.54	653	5.40407
RCHGF000210	1710	1457.54	619	6.75699
RCHGF000212	1578	1325.54	250	3.00075
RCHGF000213	1425	1172.54	201	2.72742
RCHGF000214	315	105.457	62	9.35405
RCHGF000215	435	197.516	41	3.30268
RCHGF000216	723	470.758	150	5.06964
RCHGF000217	111	15.1988	1	1.04682
RCHGF000218	651	399.136	1759	70.1179
RCHGF000219	1050	797.542	1981	39.5198
RCHGF000220	132	18.4886	15	12.9084
RCHGF000221	726	473.748	130	4.36596
RCHGF000222	1038	785.542	1672	33.865
RCHGF000223	1254	1001.54	189	3.00245
RCHGF000224	654	402.1	1790	70.8276
RCHGF000225	522	274.922	266	15.3942
RCHGF000226	1080	827.542	1202	23.1099
RCHGF000227	282	84.0964	173	32.7305
RCHGF000228	1026	773.542	1541	31.6958
RCHGF000229	336	120.138	283	37.4792
RCHGF000230	711	458.79	355	12.3111
RCHGF000231	678	425.949	257	9.59974
RCHGF000232	456	215.383	220	16.2516
RCHGF000233	534	286.068	473	26.3073
RCHGF000234	645	393.311	1993	80.6223
RCHGF000235	3291	3038.54	13920	72.8883
RCHGF000236	552	303.07	1462	76.7516
RCHGF000237	2649	2396.54	12159	80.7229
RCHGF000238	321	109.645	8385	1216.74
RCHGF000240	942	689.542	10718	247.307
RCHGF000241	588	337.606	2403	113.247
RCHGF000242	459	217.945	1718	125.418
RCHGF000243	1050	797.542	18644	371.937
RCHGF000244	1551	1298.54	3787	46.4005
RCHGF000245	783	530.632	2329	69.8328
RCHGF000246	1434	1181.54	3850	51.8436
RCHGF000247	1656	1403.54	3894	44.1422
RCHGF000248	2358	2105.54	7965	60.1874
RCHGF000249	1101	848.542	19686	369.12
RCHGF000250	1539	1286.54	5935	73.3974
RCHGF000251	1095	842.542	2254	42.5643
RCHGF000252	951	698.542	3706	84.4105
RCHGF000253	1254	1001.54	2679	42.5586
RCHGF000254	1281	1028.54	3087	47.7527
RCHGF000255	426	190.018	163	13.6482
RCHGF000256	600	349.218	21307	970.755
RCHGF000257	1752	1499.54	5141	54.5472
RCHGF000258	1128	875.542	2583	46.9387
RCHGF000259	1206	953.542	1815	30.2845
RCHGF000260	168	29.0065	9519	5221.32
RCHGF000261	540	291.668	1146	62.5143
RCHGF000262	816	563.616	743	20.9744
RCHGF000263	1410	1157.54	1443	19.8341
RCHGF000264	978	725.542	837	18.3547
RCHGF000265	225	51.8354	3	0.920829
RCHGF000266	207	44.156	4	1.4413
RCHGF000267	150	22.8766	14	9.7369
RCHGF000268	213	46.8167	25	8.49617
RCHGF000269	759	506.663	81	2.5436
RCHGF000270	939	686.542	573	13.2792
RCHGF000271	114	15.9916	14	13.929
RCHGF000272	2676	2423.54	689	4.52327
RCHGF000273	270	76.9854	12064	2493.25
RCHGF000274	204	42.9052	246	91.2239
RCHGF000275	501	255.564	125	7.78204
RCHGF000276	735	482.748	353	11.6342
RCHGF000277	585	334.68	177	8.41448
RCHGF000279	345	126.742	6966	874.474
RCHGF000280	600	349.218	770	35.0815
RCHGF000281	591	340.47	425	19.8607
RCHGF000282	864	611.562	556	14.465
RCHGF000283	621	369.749	819	35.242
RCHGF000284	375	149.179	1310	139.716
RCHGF000285	429	192.438	519	42.9102
RCHGF000286	945	692.542	7972	183.149
RCHGF000287	729	476.748	98	3.27055
RCHGF000288	2244	1991.54	5206	41.5909
RCHGF000289	1296	1043.54	5005	76.3094
RCHGF000290	906	653.562	753	18.3312
RCHGF000291	207	44.156	72	25.9434
RCHGF000292	951	698.542	3418	77.8508
RCHGF000293	885	632.562	13610	342.325
RCHGF000294	135	19.0072	38	31.8089
RCHGF000295	711	458.79	1388	48.1348
RCHGF000296	540	291.668	2246	122.519
RCHGF000297	702	449.818	1042	36.8566
RCHGF000298	771	518.658	1138	34.9096
RCHGF000299	1164	911.542	3236	56.4827
RCHGF000300	1056	803.542	3576	70.8064
RCHGF000301	486	241.737	1883	123.934
RCHGF000302	1125	872.542	1595	29.0843
RCHGF000303	264	73.4953	270980	58662.6
RCHGF000304	873	620.562	165	4.23041
RCHGF000305	954	701.542	70	1.58755
RCHGF000306	294	91.4993	22	3.8255
RCHGF000307	939	686.542	2367	54.8548
RCHGF000308	1806	1553.54	1634	16.7345
RCHGF000309	840	587.61	252	6.82331
RCHGF000310	1101	848.542	1098	20.5879
RCHGF000311	1026	773.542	1905	39.1827
RCHGF000312	264	73.4953	33938	7347.01
RCHGF000313	2208	1955.54	25430	206.901
RCHGF000314	1389	1136.54	4010	56.1361
RCHGF000315	669	416.983	2428	92.6434
RCHGF000316	327	113.821	2145	299.839
RCHGF000317	711	458.79	613	21.2584
RCHGF000318	1302	1049.54	2704	40.9912
RCHGF000319	375	149.179	3585	382.354
RCHGF000320	549	300.274	3586	190.01
RCHGF000321	993	740.542	7559	162.405
RCHGF000323	1233	980.542	974	15.8043
RCHGF000324	771	518.658	85	2.60748
RCHGF000325	576	326.045	58	2.83031
RCHGF000326	864	611.562	209	5.43737
RCHGF000327	177	32.1816	69	34.1134
RCHGF000328	162	26.9488	214	126.345
RCHGF000329	930	677.542	196	4.6026
RCHGF000330	978	725.542	192	4.21039
RCHGF000331	1005	752.542	103	2.17766
RCHGF000332	798	545.616	102	2.97438
RCHGF000333	522	274.922	1242	71.8781
RCHGF000334	1650	1397.54	4947	56.3198
RCHGF000335	699	446.818	1024	36.4631
RCHGF000336	459	217.945	510	37.2311
RCHGF000337	1299	1046.54	1284	19.5205
RCHGF000338	282	84.0964	1021	193.167
RCHGF000339	558	308.737	666	34.3217
RCHGF000340	171	30.1573	330	174.103
RCHGF000341	330	115.902	202	27.7295
RCHGF000342	597	346.298	988	45.3932
RCHGF000343	1161	908.542	136	2.38165
RCHGF000344	519	272.138	318	18.5918
RCHGF000345	771	518.658	1262	38.7134
RCHGF000346	564	314.561	106	5.36148
RCHGF000347	645	393.311	70	2.83169
RCHGF000348	1029	776.542	376	7.70383
RCHGF000349	681	428.932	1270	47.1085
RCHGF000350	831	578.61	3578	98.3871
RCHGF000351	402	170.564	448	41.7901
RCHGF000352	1038	785.542	632	12.8006
RCHGF000353	771	518.658	724	22.2096
RCHGF000354	717	464.786	582	19.923
RCHGF000355	150	22.8766	10	6.95493
RCHGF000356	993	740.542	752	16.1567
RCHGF000357	1014	761.542	1593	33.2817
RCHGF000358	1263	1010.54	2363	37.2043
RCHGF000359	135	19.0072	13	10.882
RCHGF000360	903	650.562	554	13.5489
RCHGF000361	1992	1739.54	159	1.45427
RCHGF000362	870	617.562	143	3.68416
RCHGF000363	1176	923.542	255	4.39306
RCHGF000364	510	263.815	352	21.2288
RCHGF000365	1290	1037.54	1658	25.4251
RCHGF000366	1002	749.542	1441	30.588
RCHGF000367	759	506.663	910	28.5763
RCHGF000368	840	587.61	568	15.3795
RCHGF000369	1383	1130.54	1143	16.0858
RCHGF000370	240	59.5512	4373	1168.35
RCHGF000372	2397	2144.54	4349	32.2655
RCHGF000373	867	614.562	97	2.51125
RCHGF000374	1239	986.542	3333	53.7531
RCHGF000375	138	19.6481	452	366.016
RCHGF000377	215	47.7353	1283	427.633
RCHGF000379	750	497.724	1813	57.9553
RCHGF000380	594	343.326	429	19.8808
RCHGF000381	330	115.902	209	28.6905
RCHGF000382	1098	845.542	160	3.01071
RCHGF000383	558	308.737	42	2.16443
RCHGF000384	300	95.4162	23	3.83521
RCHGF000385	1053	800.542	124	2.46446
RCHGF000386	474	230.974	73	5.02856
RCHGF000387	396	165.82	32	3.07041
RCHGF000388	663	410.983	60	2.3228
RCHGF000389	834	581.61	94	2.57146
RCHGF000390	744	491.744	99	3.20317
RCHGF000391	735	482.748	1026	33.8151
RCHGF000392	1053	800.542	225	4.4718
RCHGF000393	867	614.562	145	3.75393
RCHGF000394	1026	773.542	140	2.87957
RCHGF000395	1431	1178.54	244	3.29404
RCHGF000396	1275	1022.54	203	3.15863
RCHGF000397	561	311.718	103	5.25725
RCHGF000398	3159	2906.54	619	3.38842
RCHGF000399	1293	1040.54	250	3.82265
RCHGF000400	300	95.4162	24	4.00196
RCHGF000401	309	101.459	34	5.3318
RCHGF000402	645	393.311	837	33.8589
RCHGF000403	312	103.344	1875	288.669
RCHGF000404	141	20.3282	24	18.7843
RCHGF000405	591	340.47	99	4.62637
RCHGF000406	1173	920.542	92	1.59011
RCHGF000407	1572	1319.54	314	3.78608
RCHGF000408	831	578.61	599	16.4712
RCHGF000409	468	225.672	266	18.7538
RCHGF000410	207	44.156	554	199.62
RCHGF000411	462	220.474	605	43.6598
RCHGF000412	300	95.4162	93	15.5076
RCHGF000413	288	87.7711	2444	443.03
RCHGF000414	492	247.276	267	17.1796
RCHGF000415	240	59.5512	12452	3326.85
RCHGF000416	1173	920.542	5793	100.125
RCHGF000417	792	539.632	1111	32.7567
RCHGF000418	3453	3200.54	2962	14.7247
RCHGF000419	558	308.737	575	29.6321
RCHGF000420	162	26.9488	2009	1186.11
RCHGF000421	1353	1100.54	1472	21.2806
RCHGF000422	804	551.616	100	2.88434
RCHGF000423	1359	1106.54	154	2.2143
RCHGF000424	852	599.574	79	2.09637
RCHGF000425	1041	788.542	104	2.09842
RCHGF000426	837	584.61	124	3.37473
RCHGF000427	783	530.632	107	3.20829
RCHGF000428	477	233.668	73	4.97059
RCHGF000429	438	200.115	67	5.32696
RCHGF000430	1455	1202.54	208	2.75199
RCHGF000431	843	590.61	128	3.4482
RCHGF000432	1041	788.542	136	2.74409
RCHGF000433	1914	1661.54	289	2.76739
RCHGF000434	666	413.983	69	2.65186
RCHGF000435	717	464.786	66	2.25931
RCHGF000436	465	223.113	51	3.63688
RCHGF000437	1188	935.542	998	16.9727
RCHGF000438	1416	1163.54	1164	15.9168
RCHGF000439	1086	833.542	726	13.8578
RCHGF000440	261	71.6924	141	31.2918
RCHGF000441	2100	1847.54	1090	9.38676
RCHGF000442	612	361.009	6017	265.183
RCHGF000443	993	740.542	12234	262.847
RCHGF000444	324	111.78	2115	301.044
RCHGF000445	132	18.4886	712	612.718
RCHGF000446	381	153.835	291	30.0968
RCHGF000447	135	19.0072	5	4.18538
RCHGF000448	144	21.1656	3	2.25515
RCHGF000449	1356	1103.54	4192	60.4388
RCHGF000450	1116	863.542	3918	72.1879
RCHGF000451	192	38.4307	9	3.72604
RCHGF000452	201	41.688	677	258.382
RCHGF000453	1098	845.542	3124	58.784
RCHGF000454	1941	1688.54	4027	37.9449
RCHGF000455	2511	2258.54	8720	61.4288
RCHGF000457	1284	1031.54	8186	126.261
RCHGF000459	453	212.7	328	24.5352
RCHGF000460	1806	1553.54	1554	15.9152
RCHGF000461	306	99.3408	682	109.23
RCHGF000462	594	343.326	1787	82.8136
RCHGF000463	933	680.542	2110	49.33
RCHGF000464	555	305.948	2049	106.556
RCHGF000465	771	518.658	1589	48.7446
RCHGF000466	1218	965.542	6231	102.676
RCHGF000467	2529	2276.54	4745	33.1623
RCHGF000468	2085	1832.54	1656	14.3777
RCHGF000469	909	656.562	645	15.6303
RCHGF000470	738	485.748	573	18.7684
RCHGF000471	777	524.632	692	20.9863
RCHGF000472	843	590.61	1336	35.9906
RCHGF000473	336	120.138	87	11.5219
RCHGF000474	558	308.737	565	29.1168
RCHGF000475	648	396.287	3419	137.269
RCHGF000476	147	21.9659	22	15.9352
RCHGF000477	630	378.689	608	25.5449
RCHGF000478	975	722.542	3508	77.2467
RCHGF000479	1068	815.542	3137	61.2001
RCHGF000480	855	602.562	2574	67.9658
RCHGF000481	693	440.88	252	9.09419
RCHGF000482	678	425.949	369	13.7833
RCHGF000483	1641	1388.54	1039	11.9053
RCHGF000484	2343	2090.54	6594	50.185
RCHGF000485	546	297.395	1385	74.0969
RCHGF000486	111	15.1988	25	26.1706
RCHGF000487	486	241.737	110	7.23992
RCHGF000488	441	202.567	69	5.41957
RCHGF000489	1035	782.542	307	6.24186
RCHGF000490	312	103.344	36	5.54245
RCHGF000491	2640	2387.54	717	4.77806
RCHGF000492	1941	1688.54	1404	13.2294
RCHGF000493	366	142.402	203	22.681
RCHGF000494	1773	1520.54	7936	83.0399
RCHGF000495	477	233.668	496	33.7728
RCHGF000496	765	512.663	669	20.7624
RCHGF000497	762	509.663	403	12.5807
RCHGF000498	939	686.542	1592	36.8943
RCHGF000499	846	593.592	1540	41.2778
RCHGF000500	1260	1007.54	2136	33.7304
RCHGF000501	1014	761.542	1348	28.163
RCHGF000502	1095	842.542	1426	26.9285
RCHGF000503	1011	758.542	560	11.7461
RCHGF000504	1083	830.542	1641	31.4362
RCHGF000505	1233	980.542	1790	29.0449
RCHGF000506	165	28.0033	36	20.454
RCHGF000507	921	668.549	385	9.16244
RCHGF000508	348	129.019	1304	160.808
RCHGF000509	138	19.6481	86	69.6403
RCHGF000510	153	23.983	44	29.19
RCHGF000512	498	252.871	172	10.8221
RCHGF000513	3693	3440.54	1760	8.13897
RCHGF000514	1572	1319.54	630	7.59628
RCHGF000515	1029	776.542	326	6.67938
RCHGF000516	585	334.68	111	5.27687
RCHGF000517	1530	1277.54	1027	12.7902
RCHGF000518	438	200.115	203	16.1399
RCHGF000519	690	437.88	476	17.2956
RCHGF000520	750	497.724	287	9.17439
RCHGF000521	1224	971.542	543	8.89246
RCHGF000522	714	461.79	276	9.50929
RCHGF000523	369	144.576	147	16.1773
RCHGF000524	327	113.821	804	112.387
RCHGF000526	186	35.9567	154	68.1435
RCHGF000527	561	311.718	88	4.49163
RCHGF000528	807	554.616	319	9.15129
RCHGF000529	627	375.711	385	16.3039
RCHGF000530	273	78.8296	21599	4359.41
RCHGF000531	678	425.949	311	11.6168
RCHGF000532	1053	800.542	246	4.88916
RCHGF000533	978	725.542	632	13.8592
RCHGF000534	519	272.138	1096	64.0774
RCHGF000535	702	449.818	7601	268.855
RCHGF000536	573	323.169	141	6.94182
RCHGF000537	1323	1070.54	3955	58.7796
RCHGF000538	639	387.455	214	8.78772
RCHGF000539	1641	1388.54	1737	19.9033
RCHGF000540	1764	1511.54	5187	54.5984
RCHGF000541	756	503.679	942	29.7565
RCHGF000542	894	641.562	224	5.55511
RCHGF000543	2409	2156.54	454	3.34951
RCHGF000544	1371	1118.54	1316	18.7192
RCHGF000545	960	707.542	9637.18	216.711
RCHGF000546	165	28.0033	7	3.97716
RCHGF000547	378	151.436	176	18.4913
RCHGF000548	426	190.018	98	8.20568
RCHGF000549	471	228.355	63	4.38948
RCHGF000550	840	587.61	109	2.95135
RCHGF000551	702	449.818	124	4.386
RCHGF000552	1836	1583.54	1240	12.4588
RCHGF000553	312	103.344	31	4.77266
RCHGF000554	1257	1004.54	176	2.78759
RCHGF000555	345	126.742	43	5.39799
RCHGF000556	1443	1190.54	229	3.06037
RCHGF000557	873	620.562	653	16.7422
RCHGF000558	795	542.632	434	12.7253
RCHGF000559	747	494.724	707	22.7374
RCHGF000560	1356	1103.54	1228	17.7049
RCHGF000561	453	212.7	348	26.0313
RCHGF000562	477	233.668	74	5.03868
RCHGF000563	1587	1334.54	3351	39.9508
RCHGF000564	816	563.616	233	6.57743
RCHGF000565	543	294.485	1326	71.6415
RCHGF000566	600	349.218	264	12.0279
RCHGF000567	873	620.562	663	16.9985
RCHGF000568	837	584.61	1154	31.4068
RCHGF000569	828	575.616	3064	84.6915
RCHGF000570	717	464.786	581	19.8887
RCHGF000571	1341	1088.54	2711	39.6249
RCHGF000572	774	521.632	1599	48.7717
RCHGF000573	1353	1100.54	7564	109.352
RCHGF000574	951	698.542	4352	99.1243
RCHGF000575	354	133.477	1676	199.779
RCHGF000576	1647	1394.54	536	6.11529
RCHGF000577	669	416.983	184	7.02075
RCHGF000578	1110	857.542	440	8.16359
RCHGF000579	714	461.79	1210	41.6893
RCHGF000580	504	258.24	330	20.3318
RCHGF000581	762	509.663	3066	95.7133
RCHGF000582	762	509.663	138	4.30804
RCHGF000583	768	515.663	2998	92.5016
RCHGF000584	357	135.682	1332	156.194
RCHGF000585	252	66.3967	95952	22992.8
RCHGF000586	1329	1076.54	970	14.3359
RCHGF000587	765	512.663	866	26.8763
RCHGF000588	222	50.9552	381	118.965
RCHGF000589	369	144.576	2991	329.158
RCHGF000590	357	135.682	205	24.0389
RCHGF000592	3047	2794.54	2830	16.1124
RCHGF000594	1983	1730.54	6560	60.3122
RCHGF000595	1425	1172.54	9311	126.343
RCHGF000596	237	57.8452	245	67.388
RCHGF000597	180	33.4335	1189	565.827
RCHGF000598	903	650.562	11383	278.389
RCHGF000599	882	629.562	9455	238.95
RCHGF000600	1116	863.542	9750	179.641
RCHGF000601	1755	1502.54	7011	74.2398
RCHGF000602	1134	881.542	11671	210.644
RCHGF000603	1032	779.542	3734	76.2111
RCHGF000604	1392	1139.54	7848	109.575
RCHGF000605	891	638.562	5546	138.185
RCHGF000606	1026	773.542	6510	133.9
RCHGF000607	1707	1454.54	9791	107.099
RCHGF000608	1455	1202.54	3834	50.7266
RCHGF000609	1098	845.542	7043	132.528
RCHGF000610	951	698.542	5455	124.247
RCHGF000611	900	647.562	1793	44.0537
RCHGF000612	1146	893.542	7911	140.864
RCHGF000613	1119	866.542	7984	146.593
RCHGF000614	825	572.616	6715	186.581
RCHGF000615	1149	896.542	8934	158.547
RCHGF000616	624	372.723	2225	94.9791
RCHGF000617	597	346.298	2281	104.799
RCHGF000618	1224	971.542	9833	161.03
RCHGF000619	510	263.815	20800	1254.43
RCHGF000620	1902	1649.54	4620	44.5618
RCHGF000621	237	57.8452	417	114.697
RCHGF000622	153	23.983	14	9.28772
RCHGF000623	291	89.5967	261	46.3481
RCHGF000624	402	170.564	106	9.88784
RCHGF000625	111	15.1988	71	74.3245
RCHGF000626	963	710.542	739	16.5477
RCHGF000627	1191	938.542	6446.15	109.277
RCHGF000628	204	42.9052	10	3.70829
RCHGF000629	1140	887.542	127.706	2.28931
RCHGF000631	567	317.446	2482	124.399
RCHGF000632	720	467.763	2000	68.0281
RCHGF000633	195	39.5184	20	8.05219
RCHGF000634	438	200.115	138	10.972
RCHGF000635	879	626.562	1142	28.9992
RCHGF000636	1491	1238.54	2181	28.0175
RCHGF000637	1179	926.542	1023	17.5669
RCHGF000638	1308	1055.54	1602	24.1474
RCHGF000639	1023	770.542	675	13.9377
RCHGF000640	120	16.8418	312	294.747
RCHGF000641	408	175.23	3165	287.376
RCHGF000642	780	527.632	3353	101.108
RCHGF000643	354	133.477	7072	842.983
RCHGF000644	177	32.1816	41	20.2703
RCHGF000645	786	533.632	952	28.3843
RCHGF000646	138	19.6481	90	72.8794
RCHGF000647	762	509.663	318	9.92722
RCHGF000648	909	656.562	196	4.74967
RCHGF000649	198	40.6744	10	3.91168
RCHGF000650	1101	848.542	266	4.9876
RCHGF000651	114	15.9916	5	4.97464
RCHGF000652	780	527.632	761	22.9476
