-e target_id	length	eff_length	Monoculture_Bi_animalis_lactis_PT33_Late_Replicate_1_HGF2_counts	tpm
RCHGF000531	678	461.688	0	0
RCHGF000532	1053	836.688	0	0
RCHGF000533	978	761.688	0	0
RCHGF000534	519	302.688	0	0
RCHGF000535	702	485.688	0	0
RCHGF000536	573	356.688	0	0
RCHGF000537	1323	1106.69	0	0
RCHGF000538	639	422.688	0	0
RCHGF000539	1641	1424.69	0	0
RCHGF000540	1764	1547.69	0	0
RCHGF000541	756	539.688	0	0
RCHGF000542	894	677.688	0	0
RCHGF000543	2409	2192.69	0	0
RCHGF000544	1371	1154.69	0	0
RCHGF000545	960	743.688	0	0
RCHGF000546	165	26.5152	0	0
RCHGF000547	378	170.228	0	0
RCHGF000548	426	214.224	0	0
RCHGF000549	471	256.375	0	0
RCHGF000550	840	623.688	0	0
RCHGF000551	702	485.688	0	0
RCHGF000552	1836	1619.69	0	0
RCHGF000553	312	113.949	0	0
RCHGF000554	1257	1040.69	0	0
RCHGF000555	345	143.259	0	0
RCHGF000556	1443	1226.69	0	0
RCHGF000557	873	656.688	0	0
RCHGF000558	795	578.688	0	0
RCHGF000559	747	530.688	0	0
RCHGF000560	1356	1139.69	0	0
RCHGF000561	453	240.528	0	0
RCHGF000562	477	262.375	0	0
RCHGF000563	1587	1370.69	0	0
RCHGF000564	816	599.688	0	0
RCHGF000565	543	326.688	0	0
RCHGF000566	600	383.688	0	0
RCHGF000567	873	656.688	0	0
RCHGF000568	837	620.688	0	0
RCHGF000569	828	611.688	1	953.513
RCHGF000570	717	500.688	0	0
RCHGF000571	1341	1124.69	0	0
RCHGF000572	774	557.688	0	0
RCHGF000573	1353	1136.69	0	0
RCHGF000574	951	734.688	1	793.878
RCHGF000575	354	150.018	0	0
RCHGF000576	1647	1430.69	0	0
RCHGF000577	669	452.688	0	0
RCHGF000578	1110	893.688	0	0
RCHGF000579	714	497.688	0	0
RCHGF000580	504	289.375	0	0
RCHGF000581	762	545.688	0	0
RCHGF000582	762	545.688	0	0
RCHGF000583	768	551.688	0	0
RCHGF000584	357	152.555	0	0
RCHGF000585	252	69.6935	1	8368.82
RCHGF000586	1329	1112.69	1	524.183
RCHGF000587	765	548.688	0	0
RCHGF000588	222	55.92	0	0
RCHGF000589	369	161.72	0	0
RCHGF000590	357	152.555	0	0
RCHGF000592	3047	2830.69	0	0
RCHGF000594	1983	1766.69	1	330.139
RCHGF000595	1425	1208.69	0	0
RCHGF000596	237	62.4181	0	0
RCHGF000597	180	35.425	0	0
RCHGF000598	903	686.688	0	0
RCHGF000599	882	665.688	1	876.165
RCHGF000600	1116	899.688	0	0
RCHGF000601	1755	1538.69	0	0
RCHGF000602	1134	917.688	0	0
RCHGF000603	1032	815.688	0	0
RCHGF000604	1392	1175.69	0	0
RCHGF000605	891	674.688	0	0
RCHGF000606	1026	809.688	0	0
RCHGF000607	1707	1490.69	0	0
RCHGF000608	1455	1238.69	0	0
RCHGF000609	1098	881.688	0	0
RCHGF000610	951	734.688	0	0
RCHGF000611	900	683.688	0	0
RCHGF000612	1146	929.688	1	627.364
RCHGF000613	1119	902.688	0	0
RCHGF000614	825	608.688	0	0
RCHGF000615	1149	932.688	0	0
RCHGF000616	624	407.688	0	0
RCHGF000617	597	380.688	1	1532.1
RCHGF000618	1224	1007.69	0	0
RCHGF000619	510	293.688	1	1985.96
RCHGF000620	1902	1685.69	0	0
RCHGF000621	237	62.4181	0	0
RCHGF000622	153	22.7101	0	0
RCHGF000623	291	98.6203	0	0
RCHGF000624	402	191.991	0	0
RCHGF000625	111	5.5	0	0
RCHGF000626	963	746.688	0	0
RCHGF000627	1191	974.688	0	0
RCHGF000628	204	44.9827	0	0
RCHGF000629	1140	923.688	0	0
RCHGF000631	567	350.688	0	0
RCHGF000632	720	503.688	0	0
RCHGF000633	195	41.0065	0	0
RCHGF000634	438	226.224	0	0
RCHGF000635	879	662.688	0	0
RCHGF000636	1491	1274.69	0	0
RCHGF000637	1179	962.688	0	0
RCHGF000638	1308	1091.69	0	0
RCHGF000639	1023	806.688	0	0
RCHGF000640	120	9.11111	0	0
RCHGF000641	408	197.423	0	0
RCHGF000642	780	563.688	0	0
RCHGF000643	354	150.018	0	0
RCHGF000644	177	34.4956	0	0
RCHGF000645	786	569.688	0	0
RCHGF000646	138	16.9767	0	0
RCHGF000647	762	545.688	0	0
RCHGF000648	909	692.688	0	0
RCHGF000649	198	42.4187	0	0
RCHGF000650	1101	884.688	0	0
RCHGF000651	114	6.81818	0	0
RCHGF000652	780	563.688	0	0
RCHGF000653	111	5.5	0	0
RCHGF000654	1104	887.688	0	0
RCHGF000655	1167	950.688	0	0
RCHGF000656	120	9.11111	0	0
RCHGF000657	891	674.688	0	0
RCHGF000658	117	8.14286	0	0
RCHGF000659	2055	1838.69	0	0
RCHGF000660	309	113.161	0	0
RCHGF000661	1239	1022.69	0	0
RCHGF000662	324	124.799	0	0
RCHGF000663	1443	1226.69	0	0
RCHGF000664	1188	971.688	0	0
RCHGF000665	174	32.6881	0	0
RCHGF000666	537	320.688	0	0
RCHGF000667	1215	998.688	0	0
RCHGF000668	2190	1973.69	1	295.514
RCHGF000669	123	10.7143	0	0
RCHGF000670	528	311.688	0	0
RCHGF000671	144	19.5769	0	0
RCHGF000672	813	596.688	0	0
RCHGF000673	423	211.224	0	0
RCHGF000674	141	18.4468	0	0
RCHGF000675	765	548.688	0	0
RCHGF000676	558	341.688	0	0
RCHGF000677	849	632.688	0	0
RCHGF000678	1119	902.688	0	0
RCHGF000679	144	19.5769	0	0
RCHGF000680	1035	818.688	0	0
RCHGF000681	666	449.688	0	0
RCHGF000682	918	701.688	0	0
RCHGF000683	747	530.688	0	0
RCHGF000684	204	44.9827	0	0
RCHGF000685	960	743.688	0	0
RCHGF000686	798	581.688	0	0
RCHGF000687	777	560.688	0	0
RCHGF000688	777	560.688	0	0
RCHGF000689	123	10.7143	0	0
RCHGF000690	921	704.688	0	0
RCHGF000691	300	105.913	0	0
RCHGF000692	822	605.688	0	0
RCHGF000693	780	563.688	0	0
RCHGF000694	468	253.375	0	0
RCHGF000695	738	521.688	0	0
RCHGF000696	408	197.423	0	0
RCHGF000697	2712	2495.69	0	0
RCHGF000698	1215	998.688	0	0
RCHGF000699	1224	1007.69	0	0
RCHGF000700	600	383.688	0	0
RCHGF000701	729	512.688	0	0
RCHGF000702	1737	1520.69	0	0
RCHGF000703	552	335.688	0	0
RCHGF000704	774	557.688	0	0
RCHGF000705	756	539.688	0	0
RCHGF000706	699	482.688	0	0
RCHGF000707	858	641.688	0	0
RCHGF000708	873	656.688	0	0
RCHGF000709	309	113.161	0	0
RCHGF000710	888	671.688	0	0
RCHGF000711	837	620.688	4	3758.75
RCHGF000712	489	274.375	0	0
RCHGF000713	426	214.224	0	0
RCHGF000714	984	767.688	0	0
RCHGF000715	891	674.688	0	0
RCHGF000716	324	124.799	0	0
RCHGF000717	819	602.688	0	0
RCHGF000718	819	602.688	0	0
RCHGF000719	531	314.688	0	0
RCHGF000720	1152	935.688	0	0
RCHGF000721	558	341.688	0	0
RCHGF000722	624	407.688	0	0
RCHGF000723	762	545.688	0	0
RCHGF000724	882	665.688	0	0
RCHGF000725	1356	1139.69	0	0
RCHGF000726	405	194.423	0	0
RCHGF000727	540	323.688	0	0
RCHGF000728	1338	1121.69	0	0
RCHGF000729	1065	848.688	0	0
RCHGF000730	624	407.688	0	0
RCHGF000731	660	443.688	0	0
RCHGF000732	1005	788.688	0	0
RCHGF000733	192	39.3154	0	0
RCHGF000734	684	467.688	0	0
RCHGF000735	423	211.224	0	0
RCHGF000736	2136	1919.69	0	0
RCHGF000737	930	713.688	0	0
RCHGF000738	936	719.688	0	0
RCHGF000739	642	425.688	0	0
RCHGF000740	507	291.53	0	0
RCHGF000741	939	722.688	0	0
RCHGF000742	225	56.7356	0	0
RCHGF000743	846	629.688	0	0
RCHGF000744	393	184.698	0	0
RCHGF000745	684	467.688	1	1247.1
RCHGF000746	378	170.228	0	0
RCHGF000747	1068	851.688	2	1369.64
RCHGF000748	150	21.0154	0	0
RCHGF000749	654	437.688	0	0
RCHGF000750	849	632.688	0	0
RCHGF000751	369	161.72	0	0
RCHGF000752	123	10.7143	0	0
RCHGF000753	918	701.688	0	0
RCHGF000754	117	8.14286	0	0
RCHGF000755	1131	914.688	0	0
RCHGF000756	693	476.688	0	0
RCHGF000757	132	13.8571	0	0
RCHGF000758	432	220.224	0	0
