-e target_id	length	eff_length	Monoculture_Bi_animalis_lactis_PT33_Late_Replicate_3_HGF2_counts	tpm
RCHGF000072	117	12.8571	0	0
RCHGF000073	861	620.56	0	0
RCHGF000074	732	491.56	0	0
RCHGF000075	207	41.4809	0	0
RCHGF000076	276	78.1982	0	0
RCHGF000077	288	84.6492	0	0
RCHGF000078	1566	1325.56	0	0
RCHGF000079	288	84.6492	0	0
RCHGF000080	459	225.593	0	0
RCHGF000081	450	218.03	0	0
RCHGF000082	411	182.925	0	0
RCHGF000083	369	144.896	0	0
RCHGF000084	1497	1256.56	0	0
RCHGF000085	726	485.56	0	0
RCHGF000086	585	346.036	0	0
RCHGF000087	1785	1544.56	0	0
RCHGF000088	1746	1505.56	0	0
RCHGF000089	615	374.56	0	0
RCHGF000090	354	131.466	1	2292.17
RCHGF000091	1878	1637.56	0	0
RCHGF000092	1446	1205.56	1	249.959
RCHGF000093	513	277.981	2	2168.07
RCHGF000094	672	431.56	0	0
RCHGF000095	1434	1193.56	0	0
RCHGF000096	987	746.56	0	0
RCHGF000097	1050	809.56	0	0
RCHGF000098	1203	962.56	0	0
RCHGF000099	1329	1088.56	0	0
RCHGF000100	207	41.4809	0	0
RCHGF000101	765	524.56	1	574.465
RCHGF000102	1164	923.56	1	326.282
RCHGF000103	1707	1466.56	0	0
RCHGF000104	1047	806.56	0	0
RCHGF000105	2346	2105.56	0	0
RCHGF000106	753	512.56	0	0
RCHGF000107	195	35.4295	1	8505.38
RCHGF000108	195	35.4295	0	0
RCHGF000109	666	425.56	0	0
RCHGF000110	1152	911.56	0	0
RCHGF000111	1008	767.56	0	0
RCHGF000112	996	755.56	0	0
RCHGF000113	828	587.56	0	0
RCHGF000114	798	557.56	0	0
RCHGF000115	474	240.593	0	0
RCHGF000116	417	188.108	0	0
RCHGF000117	819	578.56	0	0
RCHGF000118	2754	2513.56	0	0
RCHGF000119	981	740.56	0	0
RCHGF000121	474	240.593	0	0
RCHGF000122	912	671.56	0	0
RCHGF000123	1251	1010.56	0	0
RCHGF000124	492	257.545	0	0
RCHGF000125	672	431.56	0	0
RCHGF000126	375	150.23	0	0
RCHGF000127	1632	1391.56	0	0
RCHGF000128	333	115.107	0	0
RCHGF000129	1206	965.56	0	0
RCHGF000130	1470	1229.56	0	0
RCHGF000131	987	746.56	0	0
RCHGF000132	900	659.56	0	0
RCHGF000133	657	416.56	0	0
RCHGF000134	2331	2090.56	2	288.288
RCHGF000135	1776	1535.56	0	0
RCHGF000136	120	12.7778	0	0
RCHGF000137	597	356.56	0	0
RCHGF000138	1125	884.56	1	340.668
RCHGF000139	978	737.56	0	0
RCHGF000140	489	254.545	0	0
RCHGF000141	1188	947.56	0	0
RCHGF000142	135	13.3103	0	0
RCHGF000143	174	28.9694	0	0
RCHGF000144	735	494.56	0	0
RCHGF000145	702	461.56	0	0
RCHGF000146	777	536.56	0	0
RCHGF000147	243	58.2826	0	0
RCHGF000148	399	172.091	5	8755.27
RCHGF000149	750	509.56	0	0
RCHGF000151	2724	2483.56	0	0
RCHGF000152	729	488.56	0	0
RCHGF000153	444	212.959	0	0
RCHGF000154	765	524.56	0	0
RCHGF000155	1194	953.56	0	0
RCHGF000156	909	668.56	0	0
RCHGF000157	744	503.56	0	0
RCHGF000158	555	317.395	0	0
RCHGF000159	1041	800.56	0	0
RCHGF000160	927	686.56	0	0
RCHGF000161	1488	1247.56	0	0
RCHGF000162	1671	1430.56	0	0
RCHGF000163	1053	812.56	0	0
RCHGF000165	1038	797.56	0	0
RCHGF000166	2400	2159.56	0	0
RCHGF000167	120	12.7778	0	0
RCHGF000168	873	632.56	0	0
RCHGF000169	1836	1595.56	3	566.587
RCHGF000170	552	314.395	1	958.48
RCHGF000171	1230	989.56	0	0
RCHGF000172	558	319.722	0	0
RCHGF000173	468	234.593	1	1284.53
RCHGF000174	150	18.3091	0	0
RCHGF000175	1656	1415.56	0	0
RCHGF000176	873	632.56	1	476.384
RCHGF000177	390	163.467	0	0
RCHGF000178	876	635.56	1	474.135
RCHGF000179	996	755.56	1	398.832
RCHGF000180	120	12.7778	0	0
RCHGF000181	813	572.56	0	0
RCHGF000182	786	545.56	0	0
RCHGF000183	1230	989.56	0	0
RCHGF000184	447	215.03	0	0
RCHGF000185	1398	1157.56	1	260.324
RCHGF000186	525	289.981	0	0
RCHGF000187	741	500.56	0	0
RCHGF000188	456	223.556	0	0
RCHGF000189	1380	1139.56	0	0
RCHGF000190	1140	899.56	0	0
RCHGF000191	1401	1160.56	0	0
RCHGF000192	624	383.56	0	0
RCHGF000193	1539	1298.56	0	0
RCHGF000194	1209	968.56	0	0
RCHGF000195	897	656.56	1	458.97
RCHGF000196	1458	1217.56	0	0
RCHGF000197	969	728.56	0	0
RCHGF000198	1287	1046.56	0	0
RCHGF000199	1242	1001.56	0	0
RCHGF000200	1446	1205.56	0	0
RCHGF000201	1185	944.56	0	0
RCHGF000202	162	24.6667	0	0
RCHGF000203	582	343.036	0	0
RCHGF000204	1209	968.56	0	0
RCHGF000205	720	479.56	0	0
RCHGF000206	1503	1262.56	0	0
RCHGF000207	1101	860.56	0	0
RCHGF000208	1332	1091.56	0	0
RCHGF000209	2175	1934.56	0	0
RCHGF000210	1710	1469.56	0	0
RCHGF000212	1578	1337.56	0	0
RCHGF000213	1425	1184.56	0	0
RCHGF000214	315	102.37	0	0
RCHGF000215	435	204.404	0	0
RCHGF000216	723	482.56	0	0
RCHGF000217	111	19.6667	0	0
RCHGF000218	651	410.56	0	0
RCHGF000219	1050	809.56	0	0
RCHGF000220	132	13.9545	0	0
RCHGF000221	726	485.56	0	0
RCHGF000222	1038	797.56	0	0
RCHGF000223	1254	1013.56	0	0
RCHGF000224	654	413.56	0	0
RCHGF000225	522	286.981	0	0
RCHGF000226	1080	839.56	0	0
RCHGF000227	282	81.6734	0	0
RCHGF000228	1026	785.56	0	0
RCHGF000229	336	117.834	0	0
RCHGF000230	711	470.56	0	0
RCHGF000231	678	437.56	0	0
RCHGF000232	456	223.556	0	0
RCHGF000233	534	298.981	0	0
RCHGF000234	645	404.56	0	0
RCHGF000235	3291	3050.56	1	98.7822
RCHGF000236	552	314.395	0	0
RCHGF000237	2649	2408.56	1	125.113
RCHGF000238	321	106.825	1	2820.88
RCHGF000240	942	701.56	0	0
RCHGF000241	588	348.306	0	0
RCHGF000242	459	225.593	0	0
RCHGF000243	1050	809.56	0	0
RCHGF000244	1551	1310.56	0	0
RCHGF000245	783	542.56	0	0
RCHGF000246	1434	1193.56	0	0
RCHGF000247	1656	1415.56	0	0
RCHGF000248	2358	2117.56	0	0
RCHGF000249	1101	860.56	1	350.169
RCHGF000250	1539	1298.56	0	0
RCHGF000251	1095	854.56	0	0
RCHGF000252	951	710.56	0	0
RCHGF000253	1254	1013.56	0	0
RCHGF000254	1281	1040.56	0	0
RCHGF000255	426	196.272	0	0
RCHGF000256	600	359.56	1	838.083
RCHGF000257	1752	1511.56	0	0
RCHGF000258	1128	887.56	0	0
RCHGF000259	1206	965.56	1	312.09
RCHGF000260	168	25.2444	0	0
RCHGF000261	540	304.333	0	0
RCHGF000262	816	575.56	0	0
RCHGF000263	1410	1169.56	1	257.653
RCHGF000264	978	737.56	0	0
RCHGF000265	225	46.6557	0	0
RCHGF000266	207	41.4809	0	0
RCHGF000267	150	18.3091	0	0
RCHGF000268	213	44.5561	0	0
RCHGF000269	759	518.56	0	0
RCHGF000270	939	698.56	0	0
RCHGF000271	114	17.25	0	0
RCHGF000272	2676	2435.56	0	0
RCHGF000273	270	74.6758	0	0
RCHGF000274	204	39.5787	0	0
RCHGF000275	501	265.981	0	0
RCHGF000276	735	494.56	0	0
RCHGF000277	585	346.036	0	0
RCHGF000279	345	124.846	0	0
RCHGF000280	600	359.56	0	0
RCHGF000281	591	351.306	0	0
RCHGF000282	864	623.56	0	0
RCHGF000283	621	380.56	0	0
RCHGF000284	375	150.23	0	0
RCHGF000285	429	198.842	0	0
RCHGF000286	945	704.56	1	427.701
RCHGF000287	729	488.56	0	0
RCHGF000288	2244	2003.56	0	0
RCHGF000289	1296	1055.56	0	0
RCHGF000290	906	665.56	0	0
RCHGF000291	207	41.4809	0	0
RCHGF000292	951	710.56	0	0
RCHGF000293	885	644.56	1	467.515
RCHGF000294	135	13.3103	0	0
RCHGF000295	711	470.56	0	0
RCHGF000296	540	304.333	0	0
RCHGF000297	702	461.56	0	0
RCHGF000298	771	530.56	0	0
RCHGF000299	1164	923.56	0	0
RCHGF000300	1056	815.56	0	0
RCHGF000301	486	251.545	0	0
RCHGF000302	1125	884.56	0	0
RCHGF000303	264	69.5542	16	69319.5
RCHGF000304	873	632.56	0	0
RCHGF000305	954	713.56	0	0
RCHGF000306	294	88.7378	0	0
RCHGF000307	939	698.56	0	0
RCHGF000308	1806	1565.56	0	0
RCHGF000309	840	599.56	0	0
RCHGF000310	1101	860.56	0	0
RCHGF000311	1026	785.56	0	0
RCHGF000312	264	69.5542	2	8664.93
RCHGF000313	2208	1967.56	1	153.155
RCHGF000314	1389	1148.56	2	524.729
RCHGF000315	669	428.56	0	0
RCHGF000316	327	110.446	0	0
RCHGF000317	711	470.56	0	0
RCHGF000318	1302	1061.56	0	0
RCHGF000319	375	150.23	0	0
RCHGF000320	549	311.395	0	0
RCHGF000321	993	752.56	0	0
RCHGF000323	1233	992.56	0	0
RCHGF000324	771	530.56	0	0
RCHGF000325	576	337.036	0	0
RCHGF000326	864	623.56	0	0
RCHGF000327	177	30.534	0	0
RCHGF000328	162	24.6667	0	0
RCHGF000329	930	689.56	0	0
RCHGF000330	978	737.56	0	0
RCHGF000331	1005	764.56	0	0
RCHGF000332	798	557.56	0	0
RCHGF000333	522	286.981	0	0
RCHGF000334	1650	1409.56	0	0
RCHGF000335	699	458.56	0	0
RCHGF000336	459	225.593	0	0
RCHGF000337	1299	1058.56	0	0
RCHGF000338	282	81.6734	0	0
RCHGF000339	558	319.722	0	0
RCHGF000340	171	27.1064	0	0
RCHGF000341	330	112.644	0	0
RCHGF000342	597	356.56	0	0
RCHGF000343	1161	920.56	0	0
RCHGF000344	519	283.981	0	0
RCHGF000345	771	530.56	0	0
RCHGF000346	564	325.036	0	0
RCHGF000347	645	404.56	0	0
RCHGF000348	1029	788.56	0	0
RCHGF000349	681	440.56	0	0
RCHGF000350	831	590.56	0	0
RCHGF000351	402	175.091	0	0
RCHGF000352	1038	797.56	0	0
RCHGF000353	771	530.56	0	0
RCHGF000354	717	476.56	0	0
RCHGF000355	150	18.3091	0	0
RCHGF000356	993	752.56	0	0
RCHGF000357	1014	773.56	1	389.551
RCHGF000358	1263	1022.56	1	294.693
RCHGF000359	135	13.3103	0	0
RCHGF000360	903	662.56	0	0
RCHGF000361	1992	1751.56	0	0
RCHGF000362	870	629.56	0	0
RCHGF000363	1176	935.56	0	0
RCHGF000364	510	274.981	0	0
RCHGF000365	1290	1049.56	0	0
RCHGF000366	1002	761.56	0	0
RCHGF000367	759	518.56	1	581.111
RCHGF000368	840	599.56	0	0
RCHGF000369	1383	1142.56	0	0
RCHGF000370	240	56.5519	0	0
RCHGF000372	2397	2156.56	0	0
RCHGF000373	867	626.56	0	0
RCHGF000374	1239	998.56	0	0
RCHGF000375	138	15.3871	0	0
RCHGF000377	215	44.3786	0	0
RCHGF000379	750	509.56	0	0
RCHGF000380	594	354.306	0	0
RCHGF000381	330	112.644	0	0
RCHGF000382	1098	857.56	0	0
RCHGF000383	558	319.722	0	0
RCHGF000384	300	92.1234	0	0
RCHGF000385	1053	812.56	0	0
RCHGF000386	474	240.593	0	0
RCHGF000387	396	169.091	0	0
RCHGF000388	663	422.56	0	0
RCHGF000389	834	593.56	0	0
RCHGF000390	744	503.56	0	0
RCHGF000391	735	494.56	0	0
RCHGF000392	1053	812.56	0	0
RCHGF000393	867	626.56	0	0
RCHGF000394	1026	785.56	0	0
RCHGF000395	1431	1190.56	0	0
RCHGF000396	1275	1034.56	0	0
RCHGF000397	561	322.722	0	0
RCHGF000398	3159	2918.56	0	0
RCHGF000399	1293	1052.56	0	0
RCHGF000400	300	92.1234	0	0
RCHGF000401	309	98.6496	0	0
RCHGF000402	645	404.56	0	0
RCHGF000403	312	100.638	0	0
RCHGF000404	141	15.5946	0	0
RCHGF000405	591	351.306	0	0
RCHGF000406	1173	932.56	0	0
RCHGF000407	1572	1331.56	0	0
RCHGF000408	831	590.56	0	0
RCHGF000409	468	234.593	0	0
RCHGF000410	207	41.4809	0	0
RCHGF000411	462	228.593	0	0
RCHGF000412	300	92.1234	0	0
RCHGF000413	288	84.6492	1	3559.88
RCHGF000414	492	257.545	0	0
RCHGF000415	240	56.5519	0	0
RCHGF000416	1173	932.56	0	0
RCHGF000417	792	551.56	0	0
RCHGF000418	3453	3212.56	0	0
RCHGF000419	558	319.722	0	0
RCHGF000420	162	24.6667	0	0
RCHGF000421	1353	1112.56	0	0
RCHGF000422	804	563.56	0	0
RCHGF000423	1359	1118.56	0	0
RCHGF000424	852	611.56	0	0
RCHGF000425	1041	800.56	0	0
RCHGF000426	837	596.56	0	0
RCHGF000427	783	542.56	0	0
RCHGF000428	477	243.593	0	0
RCHGF000429	438	206.959	0	0
RCHGF000430	1455	1214.56	0	0
RCHGF000431	843	602.56	0	0
RCHGF000432	1041	800.56	0	0
RCHGF000433	1914	1673.56	0	0
RCHGF000434	666	425.56	0	0
RCHGF000435	717	476.56	0	0
RCHGF000436	465	231.593	0	0
RCHGF000437	1188	947.56	0	0
RCHGF000438	1416	1175.56	0	0
RCHGF000439	1086	845.56	0	0
RCHGF000440	261	66.9782	0	0
RCHGF000441	2100	1859.56	0	0
RCHGF000442	612	371.56	0	0
RCHGF000443	993	752.56	0	0
RCHGF000444	324	108.776	0	0
RCHGF000445	132	13.9545	0	0
RCHGF000446	381	156.23	0	0
RCHGF000447	135	13.3103	0	0
RCHGF000448	144	15.2826	0	0
RCHGF000449	1356	1115.56	3	810.376
RCHGF000450	1116	875.56	0	0
RCHGF000451	192	34.9448	0	0
RCHGF000452	201	37.8895	0	0
RCHGF000453	1098	857.56	0	0
RCHGF000454	1941	1700.56	0	0
RCHGF000455	2511	2270.56	0	0
RCHGF000457	1284	1043.56	0	0
RCHGF000459	453	220.556	0	0
RCHGF000460	1806	1565.56	0	0
RCHGF000461	306	96.9016	1	3109.77
RCHGF000462	594	354.306	0	0
RCHGF000463	933	692.56	0	0
RCHGF000464	555	317.395	0	0
RCHGF000465	771	530.56	0	0
RCHGF000466	1218	977.56	0	0
RCHGF000467	2529	2288.56	0	0
RCHGF000468	2085	1844.56	0	0
RCHGF000469	909	668.56	0	0
RCHGF000470	738	497.56	0	0
RCHGF000471	777	536.56	0	0
RCHGF000472	843	602.56	0	0
RCHGF000473	336	117.834	0	0
RCHGF000474	558	319.722	0	0
RCHGF000475	648	407.56	0	0
RCHGF000476	147	16.6275	0	0
RCHGF000477	630	389.56	0	0
RCHGF000478	975	734.56	0	0
RCHGF000479	1068	827.56	0	0
RCHGF000480	855	614.56	0	0
RCHGF000481	693	452.56	0	0
RCHGF000482	678	437.56	0	0
RCHGF000483	1641	1400.56	0	0
RCHGF000484	2343	2102.56	1	143.321
RCHGF000485	546	308.395	0	0
RCHGF000486	111	19.6667	0	0
RCHGF000487	486	251.545	0	0
RCHGF000488	441	209.959	0	0
RCHGF000489	1035	794.56	0	0
RCHGF000490	312	100.638	0	0
RCHGF000491	2640	2399.56	0	0
RCHGF000492	1941	1700.56	0	0
RCHGF000493	366	142.549	0	0
RCHGF000494	1773	1532.56	0	0
RCHGF000495	477	243.593	0	0
RCHGF000496	765	524.56	0	0
RCHGF000497	762	521.56	0	0
RCHGF000498	939	698.56	0	0
RCHGF000499	846	605.56	0	0
RCHGF000500	1260	1019.56	0	0
RCHGF000501	1014	773.56	0	0
RCHGF000502	1095	854.56	0	0
RCHGF000503	1011	770.56	0	0
RCHGF000504	1083	842.56	0	0
RCHGF000505	1233	992.56	0	0
RCHGF000506	165	24.8148	0	0
RCHGF000507	921	680.56	0	0
RCHGF000508	348	126.963	0	0
RCHGF000509	138	15.3871	0	0
RCHGF000510	153	20.6667	0	0
RCHGF000512	498	263.545	0	0
RCHGF000513	3693	3452.56	0	0
RCHGF000514	1572	1331.56	0	0
RCHGF000515	1029	788.56	1	382.141
RCHGF000516	585	346.036	0	0
RCHGF000517	1530	1289.56	0	0
RCHGF000518	438	206.959	0	0
RCHGF000519	690	449.56	1	670.302
RCHGF000520	750	509.56	0	0
RCHGF000521	1224	983.56	0	0
RCHGF000522	714	473.56	0	0
RCHGF000523	369	144.896	0	0
RCHGF000524	327	110.446	0	0
RCHGF000526	186	31.947	0	0
RCHGF000527	561	322.722	0	0
RCHGF000528	807	566.56	0	0
RCHGF000529	627	386.56	0	0
RCHGF000530	273	75.4243	3	11985.8
RCHGF000531	678	437.56	0	0
RCHGF000532	1053	812.56	0	0
RCHGF000533	978	737.56	0	0
RCHGF000534	519	283.981	0	0
RCHGF000535	702	461.56	0	0
RCHGF000536	573	334.036	0	0
RCHGF000537	1323	1082.56	0	0
RCHGF000538	639	398.56	0	0
RCHGF000539	1641	1400.56	0	0
RCHGF000540	1764	1523.56	0	0
RCHGF000541	756	515.56	0	0
RCHGF000542	894	653.56	0	0
RCHGF000543	2409	2168.56	0	0
RCHGF000544	1371	1130.56	0	0
RCHGF000545	960	719.56	0	0
RCHGF000546	165	24.8148	0	0
RCHGF000547	378	153.23	0	0
RCHGF000548	426	196.272	0	0
RCHGF000549	471	237.593	0	0
RCHGF000550	840	599.56	0	0
RCHGF000551	702	461.56	0	0
RCHGF000552	1836	1595.56	0	0
RCHGF000553	312	100.638	0	0
RCHGF000554	1257	1016.56	0	0
RCHGF000555	345	124.846	0	0
RCHGF000556	1443	1202.56	0	0
RCHGF000557	873	632.56	0	0
RCHGF000558	795	554.56	0	0
RCHGF000559	747	506.56	0	0
RCHGF000560	1356	1115.56	0	0
RCHGF000561	453	220.556	0	0
RCHGF000562	477	243.593	0	0
RCHGF000563	1587	1346.56	0	0
RCHGF000564	816	575.56	0	0
RCHGF000565	543	305.395	0	0
RCHGF000566	600	359.56	0	0
RCHGF000567	873	632.56	0	0
RCHGF000568	837	596.56	0	0
RCHGF000569	828	587.56	0	0
RCHGF000570	717	476.56	0	0
RCHGF000571	1341	1100.56	0	0
RCHGF000572	774	533.56	0	0
RCHGF000573	1353	1112.56	1	270.854
RCHGF000574	951	710.56	0	0
RCHGF000575	354	131.466	0	0
RCHGF000576	1647	1406.56	0	0
RCHGF000577	669	428.56	0	0
RCHGF000578	1110	869.56	0	0
RCHGF000579	714	473.56	0	0
RCHGF000580	504	268.981	0	0
RCHGF000581	762	521.56	0	0
RCHGF000582	762	521.56	0	0
RCHGF000583	768	527.56	0	0
RCHGF000584	357	134.165	0	0
RCHGF000585	252	62.936	6	28728.3
RCHGF000586	1329	1088.56	1	276.826
RCHGF000587	765	524.56	0	0
RCHGF000588	222	46.1602	0	0
RCHGF000589	369	144.896	0	0
RCHGF000590	357	134.165	0	0
RCHGF000592	3047	2806.56	0	0
RCHGF000594	1983	1742.56	1	172.93
RCHGF000595	1425	1184.56	0	0
RCHGF000596	237	54.7841	0	0
RCHGF000597	180	30.4912	0	0
RCHGF000598	903	662.56	0	0
RCHGF000599	882	641.56	0	0
RCHGF000600	1116	875.56	0	0
RCHGF000601	1755	1514.56	1	198.963
RCHGF000602	1134	893.56	0	0
RCHGF000603	1032	791.56	0	0
RCHGF000604	1392	1151.56	0	0
RCHGF000605	891	650.56	0	0
RCHGF000606	1026	785.56	0	0
RCHGF000607	1707	1466.56	1	205.475
RCHGF000608	1455	1214.56	1	248.107
RCHGF000609	1098	857.56	0	0
RCHGF000610	951	710.56	0	0
RCHGF000611	900	659.56	0	0
RCHGF000612	1146	905.56	0	0
RCHGF000613	1119	878.56	0	0
RCHGF000614	825	584.56	1	515.501
RCHGF000615	1149	908.56	1	331.669
RCHGF000616	624	383.56	0	0
RCHGF000617	597	356.56	0	0
RCHGF000618	1224	983.56	1	306.378
RCHGF000619	510	274.981	1	1095.86
RCHGF000620	1902	1661.56	1	181.36
RCHGF000621	237	54.7841	0	0
RCHGF000622	153	20.6667	0	0
RCHGF000623	291	87.6492	0	0
RCHGF000624	402	175.091	0	0
RCHGF000625	111	19.6667	0	0
RCHGF000626	963	722.56	0	0
RCHGF000627	1191	950.56	0	0
RCHGF000628	204	39.5787	0	0
RCHGF000629	1140	899.56	0	0
RCHGF000631	567	328.036	0	0
RCHGF000632	720	479.56	0	0
RCHGF000633	195	35.4295	0	0
RCHGF000634	438	206.959	0	0
RCHGF000635	879	638.56	0	0
RCHGF000636	1491	1250.56	1	240.965
RCHGF000637	1179	938.56	0	0
RCHGF000638	1308	1067.56	0	0
RCHGF000639	1023	782.56	0	0
RCHGF000640	120	12.7778	0	0
RCHGF000641	408	179.925	1	1674.82
RCHGF000642	780	539.56	0	0
RCHGF000643	354	131.466	0	0
RCHGF000644	177	30.534	0	0
RCHGF000645	786	545.56	0	0
RCHGF000646	138	15.3871	0	0
RCHGF000647	762	521.56	0	0
RCHGF000648	909	668.56	0	0
RCHGF000649	198	36.6707	0	0
RCHGF000650	1101	860.56	0	0
RCHGF000651	114	17.25	0	0
RCHGF000652	780	539.56	0	0
RCHGF000653	111	19.6667	0	0
RCHGF000654	1104	863.56	0	0
RCHGF000655	1167	926.56	0	0
RCHGF000656	120	12.7778	0	0
RCHGF000657	891	650.56	0	0
RCHGF000658	117	12.8571	0	0
RCHGF000659	2055	1814.56	0	0
RCHGF000660	309	98.6496	0	0
RCHGF000661	1239	998.56	0	0
RCHGF000662	324	108.776	0	0
RCHGF000663	1443	1202.56	0	0
RCHGF000664	1188	947.56	0	0
RCHGF000665	174	28.9694	0	0
RCHGF000666	537	301.981	0	0
RCHGF000667	1215	974.56	0	0
RCHGF000668	2190	1949.56	0	0
RCHGF000669	123	11.4615	0	0
RCHGF000670	528	292.981	0	0
RCHGF000671	144	15.2826	0	0
RCHGF000672	813	572.56	0	0
RCHGF000673	423	193.272	0	0
RCHGF000674	141	15.5946	0	0
RCHGF000675	765	524.56	1	574.465
RCHGF000676	558	319.722	0	0
RCHGF000677	849	608.56	0	0
RCHGF000678	1119	878.56	0	0
RCHGF000679	144	15.2826	0	0
RCHGF000680	1035	794.56	0	0
RCHGF000681	666	425.56	0	0
RCHGF000682	918	677.56	0	0
RCHGF000683	747	506.56	0	0
RCHGF000684	204	39.5787	0	0
RCHGF000685	960	719.56	0	0
RCHGF000686	798	557.56	0	0
RCHGF000687	777	536.56	0	0
RCHGF000688	777	536.56	0	0
RCHGF000689	123	11.4615	0	0
RCHGF000690	921	680.56	0	0
RCHGF000691	300	92.1234	0	0
RCHGF000692	822	581.56	0	0
RCHGF000693	780	539.56	0	0
RCHGF000694	468	234.593	0	0
RCHGF000695	738	497.56	0	0
RCHGF000696	408	179.925	0	0
RCHGF000697	2712	2471.56	0	0
RCHGF000698	1215	974.56	0	0
RCHGF000699	1224	983.56	0	0
RCHGF000700	600	359.56	0	0
RCHGF000701	729	488.56	0	0
RCHGF000702	1737	1496.56	0	0
RCHGF000703	552	314.395	0	0
RCHGF000704	774	533.56	0	0
RCHGF000705	756	515.56	0	0
RCHGF000706	699	458.56	0	0
RCHGF000707	858	617.56	0	0
RCHGF000708	873	632.56	0	0
RCHGF000709	309	98.6496	0	0
RCHGF000710	888	647.56	0	0
RCHGF000711	837	596.56	1	505.131
RCHGF000712	489	254.545	1	1183.84
RCHGF000713	426	196.272	0	0
RCHGF000714	984	743.56	0	0
RCHGF000715	891	650.56	0	0
RCHGF000716	324	108.776	0	0
RCHGF000717	819	578.56	0	0
RCHGF000718	819	578.56	1	520.847
RCHGF000719	531	295.981	0	0
RCHGF000720	1152	911.56	0	0
RCHGF000721	558	319.722	0	0
RCHGF000722	624	383.56	0	0
RCHGF000723	762	521.56	0	0
RCHGF000724	882	641.56	0	0
RCHGF000725	1356	1115.56	0	0
RCHGF000726	405	176.925	0	0
RCHGF000727	540	304.333	0	0
RCHGF000728	1338	1097.56	0	0
RCHGF000729	1065	824.56	0	0
RCHGF000730	624	383.56	0	0
RCHGF000731	660	419.56	0	0
RCHGF000732	1005	764.56	0	0
RCHGF000733	192	34.9448	0	0
RCHGF000734	684	443.56	0	0
RCHGF000735	423	193.272	0	0
RCHGF000736	2136	1895.56	0	0
RCHGF000737	930	689.56	0	0
RCHGF000738	936	695.56	0	0
RCHGF000739	642	401.56	0	0
RCHGF000740	507	271.981	0	0
RCHGF000741	939	698.56	0	0
RCHGF000742	225	46.6557	0	0
RCHGF000743	846	605.56	1	497.624
RCHGF000744	393	166.467	0	0
RCHGF000745	684	443.56	0	0
RCHGF000746	378	153.23	0	0
RCHGF000747	1068	827.56	0	0
RCHGF000748	150	18.3091	0	0
RCHGF000749	654	413.56	0	0
RCHGF000750	849	608.56	1	495.171
RCHGF000751	369	144.896	0	0
RCHGF000752	123	11.4615	0	0
RCHGF000753	918	677.56	0	0
