-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Early_Replicate_1_HGF2_counts	tpm
RCHGF000047	1971	1734.42	53514	581.339
RCHGF000048	813	576.452	90987	2973.94
RCHGF000049	1026	789.418	2696	64.347
RCHGF000050	1857	1620.42	3260	37.9058
RCHGF000051	1692	1455.42	3348	43.3424
RCHGF000052	126	13.4892	24	33.5227
RCHGF000053	165	23.6426	43	34.268
RCHGF000054	135	15.4266	4625	5648.8
RCHGF000055	447	215.781	669	58.4154
RCHGF000056	126	13.4892	9	12.571
RCHGF000057	408	179.934	334	34.9742
RCHGF000058	639	402.9	1467	68.6038
RCHGF000059	933	696.418	1134	30.6802
RCHGF000060	675	438.72	567	24.3507
RCHGF000061	744	507.512	247	9.16993
RCHGF000062	1182	945.418	4305	85.7956
RCHGF000063	1974	1737.42	5704	61.8573
RCHGF000064	1479	1242.42	1709	25.9173
RCHGF000065	900	663.418	2662	75.6025
RCHGF000066	687	450.661	1874	78.3494
RCHGF000067	1395	1158.42	2180	35.4574
RCHGF000068	894	657.418	1467	42.044
RCHGF000069	687	450.661	1721	71.9526
RCHGF000070	873	636.425	6086	180.177
RCHGF000071	363	140.441	101	13.5501
RCHGF000072	117	11.7177	11	17.6875
RCHGF000073	861	624.439	103	3.10787
RCHGF000074	732	495.546	66	2.50943
RCHGF000075	207	38.6211	23	11.2207
RCHGF000076	276	75.4896	3233	806.927
RCHGF000077	288	83.2656	3007	680.43
RCHGF000078	1566	1329.42	285	4.03923
RCHGF000079	288	83.2656	32	7.24102
RCHGF000080	459	227.031	52	4.31553
RCHGF000081	450	218.576	63	5.43069
RCHGF000082	411	182.618	79	8.15076
RCHGF000083	369	145.532	190	24.5986
RCHGF000084	1497	1260.42	430	6.4279
RCHGF000085	726	489.557	203	7.81283
RCHGF000086	585	349.426	90	4.85292
RCHGF000087	1785	1548.42	610	7.42262
RCHGF000088	1746	1509.42	484	6.04159
RCHGF000089	615	379.082	1417	70.4292
RCHGF000090	354	132.935	91	12.8979
RCHGF000091	1878	1641.42	1752	20.1109
RCHGF000092	1446	1209.42	5056	78.7673
RCHGF000093	513	278.996	10111	682.829
RCHGF000094	672	435.734	248	10.7237
RCHGF000095	1434	1197.42	511	8.04064
RCHGF000096	987	750.418	272	6.82938
RCHGF000097	1050	813.418	225	5.21176
RCHGF000098	1203	966.418	216	4.21118
RCHGF000099	1329	1092.42	397	6.84727
RCHGF000100	207	38.6211	4	1.95142
RCHGF000101	765	528.49	933	33.263
RCHGF000102	1164	927.418	523	10.6253
RCHGF000103	1707	1470.42	16891	216.436
RCHGF000104	1047	810.418	5385	125.196
RCHGF000105	2346	2109.42	9000	80.3888
RCHGF000106	753	516.49	333	12.1478
RCHGF000107	195	34.114	10333	5707.02
RCHGF000108	195	34.114	59	32.5863
RCHGF000109	666	429.744	209	9.16331
RCHGF000110	1152	915.418	169	3.47843
RCHGF000111	1008	771.418	7338	179.227
RCHGF000112	996	759.418	201	4.9869
RCHGF000113	828	591.439	144	4.58741
RCHGF000114	798	561.471	69	2.31546
RCHGF000115	474	241.392	104	8.11757
RCHGF000116	417	188.038	130	13.026
RCHGF000117	819	582.446	87	2.81436
RCHGF000118	2754	2517.42	728	5.44868
RCHGF000119	981	744.418	392	9.92167
RCHGF000121	474	241.392	136	10.6153
RCHGF000122	912	675.418	1307	36.4602
RCHGF000123	1251	1014.42	3401	63.1692
RCHGF000124	492	258.702	2022	147.264
RCHGF000125	672	435.734	664	28.7119
RCHGF000126	375	150.683	18	2.25073
RCHGF000127	1632	1395.42	321	4.33427
RCHGF000128	333	116.107	24	3.89464
RCHGF000129	1206	969.418	156	3.032
RCHGF000130	1470	1233.42	303	4.62858
RCHGF000131	987	750.418	196	4.92117
RCHGF000132	900	663.418	678	19.2556
RCHGF000133	657	420.791	1066	47.7316
RCHGF000134	2331	2094.42	3045	27.393
RCHGF000135	1776	1539.42	3928	48.0762
RCHGF000136	120	12.2634	25	38.4101
RCHGF000137	597	361.292	688	35.8795
RCHGF000138	1125	888.418	5481	116.241
RCHGF000139	978	741.418	264	6.70898
RCHGF000140	489	255.789	10323	760.397
RCHGF000141	1188	951.418	2249	44.5383
RCHGF000142	135	15.4266	35	42.7477
RCHGF000143	174	26.6781	34	24.0127
RCHGF000144	735	498.54	102	3.85492
RCHGF000145	702	465.61	81	3.27777
RCHGF000146	777	540.49	94	3.27685
RCHGF000147	243	55.8105	72	24.307
RCHGF000148	399	171.8	70170	7695.61
RCHGF000149	750	513.495	2639	96.8319
RCHGF000151	2724	2487.42	4638	35.1316
RCHGF000152	729	492.546	371	14.192
RCHGF000153	444	212.997	853	75.4555
RCHGF000154	765	528.49	113	4.02863
RCHGF000155	1194	957.418	306	6.02193
RCHGF000156	909	672.418	237	6.64086
RCHGF000157	744	507.512	183	6.79391
RCHGF000158	555	319.964	101	5.94751
RCHGF000159	1041	804.418	251	5.87905
RCHGF000160	927	690.418	174	4.74846
RCHGF000161	1488	1251.42	290	4.36628
RCHGF000162	1671	1434.42	613	8.05194
RCHGF000163	1053	816.418	435	10.039
RCHGF000165	1038	801.418	1080	25.391
RCHGF000166	2400	2163.42	4668	40.6543
RCHGF000167	120	12.2634	17	26.1189
RCHGF000168	873	636.425	5551	164.339
RCHGF000169	1836	1599.42	17938	211.314
RCHGF000170	552	317.011	6603	392.449
RCHGF000171	1230	993.418	2784	52.8023
RCHGF000172	558	322.907	669	39.0359
RCHGF000173	468	235.631	884	70.6865
RCHGF000174	150	19.371	332	322.924
RCHGF000175	1656	1419.42	3245	43.0745
RCHGF000176	873	636.425	3935	116.497
RCHGF000177	390	163.733	5732	659.607
RCHGF000178	876	639.425	60287	1776.44
RCHGF000179	996	759.418	22039	546.797
RCHGF000180	120	12.2634	11	16.9004
RCHGF000181	813	576.452	1965	64.2266
RCHGF000182	786	549.49	815	27.9456
RCHGF000183	1230	993.418	1706	32.3566
RCHGF000184	447	215.781	1221	106.615
RCHGF000185	1398	1161.42	4618	74.9171
RCHGF000186	525	290.605	2863	185.624
RCHGF000187	741	504.524	640	23.9009
RCHGF000188	456	224.204	184	15.4629
RCHGF000189	1380	1143.42	720	11.8643
RCHGF000190	1140	903.418	1416	29.5318
RCHGF000191	1401	1164.42	3900	63.1061
RCHGF000192	624	387.997	547	26.5629
RCHGF000193	1539	1302.42	991	14.3364
RCHGF000194	1209	972.418	252	4.88273
RCHGF000195	897	660.418	216	6.16241
RCHGF000196	1458	1221.42	752	11.6003
RCHGF000197	969	732.418	357	9.18385
RCHGF000198	1287	1050.42	481	8.62777
RCHGF000199	1242	1005.42	589	11.0378
RCHGF000200	1446	1209.42	1945	30.3011
RCHGF000201	1185	948.418	325	6.45653
RCHGF000202	162	22.8199	86	71.0068
RCHGF000203	582	346.484	6975	379.295
RCHGF000204	1209	972.418	8454	163.804
RCHGF000205	720	483.578	2124	82.7567
RCHGF000206	1503	1266.42	6020	89.5643
RCHGF000207	1101	864.418	1426	31.0822
RCHGF000208	1332	1095.42	1523	26.196
RCHGF000209	2175	1938.42	2379	23.124
RCHGF000210	1710	1473.42	2022	25.8566
RCHGF000212	1578	1341.42	884	12.4166
RCHGF000213	1425	1188.42	794	12.5883
RCHGF000214	315	102.481	102	18.7531
RCHGF000215	435	204.609	76	6.99848
RCHGF000216	723	486.562	338	13.0886
RCHGF000217	111	10.6768	1	1.76472
RCHGF000218	651	414.819	1489	67.6319
RCHGF000219	1050	813.418	2804	64.9501
RCHGF000220	132	14.5868	30	38.7504
RCHGF000221	726	489.557	297	11.4306
RCHGF000222	1038	801.418	2474	58.1642
RCHGF000223	1254	1017.42	782	14.4818
RCHGF000224	654	417.805	2350	105.977
RCHGF000225	522	287.695	341	22.3325
RCHGF000226	1080	843.418	1327	29.6445
RCHGF000227	282	79.3473	167	39.6552
RCHGF000228	1026	789.418	1194	28.4979
RCHGF000229	336	118.419	322	51.2329
RCHGF000230	711	474.589	474	18.8181
RCHGF000231	678	441.7	318	13.5649
RCHGF000232	456	224.204	326	27.3962
RCHGF000233	534	299.395	398	25.0469
RCHGF000234	645	408.837	2489	114.707
RCHGF000235	3291	3054.42	19989	123.304
RCHGF000236	552	317.011	3023	179.672
RCHGF000237	2649	2412.42	19410	151.596
RCHGF000238	321	106.978	10356	1823.95
RCHGF000240	942	705.418	18577	496.186
RCHGF000241	588	352.383	3196	170.886
RCHGF000242	459	227.031	2214	183.742
RCHGF000243	1050	813.418	15174	351.481
RCHGF000244	1551	1314.42	4255	60.9932
RCHGF000245	783	546.49	1882	64.8863
RCHGF000246	1434	1197.42	4160	65.4581
RCHGF000247	1656	1419.42	5647	74.9589
RCHGF000248	2358	2121.42	8762	77.8202
RCHGF000249	1101	864.418	17320	377.52
RCHGF000250	1539	1302.42	7672	110.987
RCHGF000251	1095	858.418	3348	73.4856
RCHGF000252	951	714.418	6488	171.109
RCHGF000253	1254	1017.42	4041	74.835
RCHGF000254	1281	1044.42	3773	68.0657
RCHGF000255	426	196.283	439	42.1404
RCHGF000256	600	364.272	32773	1695.14
RCHGF000257	1752	1515.42	7857	97.6877
RCHGF000258	1128	891.418	2900	61.296
RCHGF000259	1206	969.418	2278	44.275
RCHGF000260	168	24.5702	5978	4584.19
RCHGF000261	540	305.263	2681	165.477
RCHGF000262	816	579.446	999	32.4839
RCHGF000263	1410	1173.42	1623	26.0604
RCHGF000264	978	741.418	1236	31.4102
RCHGF000265	225	46.63	11	4.4447
RCHGF000266	207	38.6211	0	0
RCHGF000267	150	19.371	14	13.6173
RCHGF000268	213	41.2981	53	24.1803
RCHGF000269	759	522.49	133	4.79611
RCHGF000270	939	702.418	497	13.3314
RCHGF000271	114	11.0875	6	10.196
RCHGF000272	2676	2439.42	857	6.61927
RCHGF000273	270	71.5643	6566	1728.7
RCHGF000274	204	37.4011	364	183.372
RCHGF000275	501	267.39	76	5.35531
RCHGF000276	735	498.54	294	11.1112
RCHGF000277	585	349.426	244	13.1568
RCHGF000279	345	125.586	7536	1130.62
RCHGF000280	600	364.272	572	29.586
RCHGF000281	591	355.363	301	15.9591
RCHGF000282	864	627.425	535	16.066
RCHGF000283	621	385.022	1015	49.6702
RCHGF000284	375	150.683	1146	143.297
RCHGF000285	429	199.046	513	48.56
RCHGF000286	945	708.418	10550	280.594
RCHGF000287	729	492.546	237	9.06603
RCHGF000288	2244	2007.42	5941	55.7619
RCHGF000289	1296	1059.42	6502	115.637
RCHGF000290	906	669.418	1002	28.2024
RCHGF000291	207	38.6211	88	42.9312
RCHGF000292	951	714.418	3568	94.0996
RCHGF000293	885	648.418	10274	298.538
RCHGF000294	135	15.4266	19	23.2059
RCHGF000295	711	474.589	2219	88.0958
RCHGF000296	540	305.263	3332	205.658
RCHGF000297	702	465.61	1355	54.8318
RCHGF000298	771	534.49	1825	64.3338
RCHGF000299	1164	927.418	4002	81.305
RCHGF000300	1056	819.418	4507	103.633
RCHGF000301	486	252.9	1277	95.1389
RCHGF000302	1125	888.418	3032	64.3024
RCHGF000303	264	67.805	120717	33544.6
RCHGF000304	873	636.425	385	11.398
RCHGF000305	954	717.418	172	4.51722
RCHGF000306	294	87.3796	38	8.19387
RCHGF000307	939	702.418	2688	72.1023
RCHGF000308	1806	1569.42	1256	15.0788
RCHGF000309	840	603.439	426	13.3012
RCHGF000310	1101	864.418	1710	37.2724
RCHGF000311	1026	789.418	2037	48.6183
RCHGF000312	264	67.805	16383	4552.47
RCHGF000313	2208	1971.42	31557	301.601
RCHGF000314	1389	1152.42	4714	77.0717
RCHGF000315	669	432.734	3303	143.815
RCHGF000316	327	111.556	3073	519.022
RCHGF000317	711	474.589	692	27.4729
RCHGF000318	1302	1065.42	3468	61.3302
RCHGF000319	375	150.683	4465	558.306
RCHGF000320	549	314.074	5324	319.391
RCHGF000321	993	756.418	14030	349.471
RCHGF000323	1233	996.418	717	13.5579
RCHGF000324	771	534.49	57	2.00933
RCHGF000325	576	340.553	42	2.3237
RCHGF000326	864	627.425	213	6.39636
RCHGF000327	177	27.696	59	40.1375
RCHGF000328	162	22.8199	84	69.3555
RCHGF000329	930	693.418	367	9.9721
RCHGF000330	978	741.418	365	9.27567
RCHGF000331	1005	768.418	205	5.02657
RCHGF000332	798	561.471	156	5.23495
RCHGF000333	522	287.695	2028	132.816
RCHGF000334	1650	1413.42	7607	101.405
RCHGF000335	699	462.625	1601	65.2045
RCHGF000336	459	227.031	732	60.7493
RCHGF000337	1299	1062.42	1740	30.8581
RCHGF000338	282	79.3473	1483	352.148
RCHGF000339	558	322.907	386	22.523
RCHGF000340	171	25.6745	214	157.046
RCHGF000341	330	113.839	271	44.8534
RCHGF000342	597	361.292	1639	85.4745
RCHGF000343	1161	924.418	282	5.74773
RCHGF000344	519	284.788	277	18.3263
RCHGF000345	771	534.49	956	33.7003
RCHGF000346	564	328.766	101	5.78829
RCHGF000347	645	408.837	81	3.73293
RCHGF000348	1029	792.418	462	10.9851
RCHGF000349	681	444.68	1673	70.8865
RCHGF000350	831	594.439	3276	103.837
RCHGF000351	402	174.535	523	56.4592
RCHGF000352	1038	801.418	660	15.5167
RCHGF000353	771	534.49	834	29.3997
RCHGF000354	717	480.584	1104	43.2828
RCHGF000355	150	19.371	9	8.75398
RCHGF000356	993	756.418	774	19.2794
RCHGF000357	1014	777.418	2429	58.8692
RCHGF000358	1263	1026.42	5023	92.205
RCHGF000359	135	15.4266	21	25.6486
RCHGF000360	903	666.418	875	24.7387
RCHGF000361	1992	1755.42	531	5.69941
RCHGF000362	870	633.425	344	10.2324
RCHGF000363	1176	939.418	518	10.3893
RCHGF000364	510	276.074	671	45.7945
RCHGF000365	1290	1053.42	2723	48.7038
RCHGF000366	1002	765.418	2825	69.5401
RCHGF000367	759	522.49	1850	66.7129
RCHGF000368	840	603.439	786	24.5417
RCHGF000369	1383	1146.42	1191	19.5742
RCHGF000370	240	54.2793	3689	1280.53
RCHGF000372	2397	2160.42	3661	31.9284
RCHGF000373	867	630.425	212	6.33604
RCHGF000374	1239	1002.42	3647	68.5492
RCHGF000375	138	16.21	810	941.497
RCHGF000377	215	42.1696	2455	1096.9
RCHGF000379	750	513.495	484	17.7592
RCHGF000380	594	358.316	305	16.038
RCHGF000381	330	113.839	214	35.4193
RCHGF000382	1098	861.418	177	3.87146
RCHGF000383	558	322.907	29	1.69214
RCHGF000384	300	91.6342	16	3.28986
RCHGF000385	1053	816.418	130	3.00017
RCHGF000386	474	241.392	43	3.3563
RCHGF000387	396	169.113	35	3.89947
RCHGF000388	663	426.753	52	2.29584
RCHGF000389	834	597.439	102	3.21679
RCHGF000390	744	507.512	92	3.41552
RCHGF000391	735	498.54	1085	41.0058
RCHGF000392	1053	816.418	284	6.55422
RCHGF000393	867	630.425	197	5.88773
RCHGF000394	1026	789.418	194	4.63031
RCHGF000395	1431	1194.42	355	5.59999
RCHGF000396	1275	1038.42	330	5.98766
RCHGF000397	561	325.835	120	6.93904
RCHGF000398	3159	2922.42	967	6.23447
RCHGF000399	1293	1056.42	627	11.1827
RCHGF000400	300	91.6342	30	6.16849
RCHGF000401	309	98.1653	55	10.5565
RCHGF000402	645	408.837	726	33.4581
RCHGF000403	312	100.303	1743	327.414
RCHGF000404	141	17.0367	23	25.4365
RCHGF000405	591	355.363	140	7.42286
RCHGF000406	1173	936.418	141	2.83704
RCHGF000407	1572	1335.42	392	5.53075
RCHGF000408	831	594.439	1308	41.4587
RCHGF000409	468	235.631	276	22.0695
RCHGF000410	207	38.6211	784	382.478
RCHGF000411	462	229.871	909	74.5066
RCHGF000412	300	91.6342	78	16.0381
RCHGF000413	288	83.2656	2120	479.718
RCHGF000414	492	258.702	281	20.4655
RCHGF000415	240	54.2793	6612	2295.17
RCHGF000416	1173	936.418	7892	158.794
RCHGF000417	792	555.484	1261	42.772
RCHGF000418	3453	3216.42	3780	22.1429
RCHGF000419	558	322.907	792	46.2129
RCHGF000420	162	22.8199	1130	932.997
RCHGF000421	1353	1116.42	2022	34.1248
RCHGF000422	804	567.465	109	3.61912
RCHGF000423	1359	1122.42	197	3.30695
RCHGF000424	852	615.439	86	2.63287
RCHGF000425	1041	804.418	136	3.18546
RCHGF000426	837	600.439	145	4.55003
RCHGF000427	783	546.49	144	4.96474
RCHGF000428	477	244.245	62	4.7828
RCHGF000429	438	207.409	49	4.45128
RCHGF000430	1455	1218.42	238	3.68041
RCHGF000431	843	606.439	127	3.94577
RCHGF000432	1041	804.418	279	6.53488
RCHGF000433	1914	1677.42	492	5.52636
RCHGF000434	666	429.744	129	5.65582
RCHGF000435	717	480.584	109	4.2734
RCHGF000436	465	232.757	118	9.55202
RCHGF000437	1188	951.418	2204	43.6471
RCHGF000438	1416	1179.42	2279	36.4076
RCHGF000439	1086	849.418	939	20.8286
RCHGF000440	261	65.9345	347	99.1591
RCHGF000441	2100	1863.42	1347	13.6199
RCHGF000442	612	376.124	6532	327.213
RCHGF000443	993	756.418	18887	470.453
RCHGF000444	324	109.283	2761	476.027
RCHGF000445	132	14.5868	364	470.172
RCHGF000446	381	155.853	547	66.1285
RCHGF000447	135	15.4266	5	6.10681
RCHGF000448	144	17.8109	3	3.17359
RCHGF000449	1356	1119.42	6005	101.073
RCHGF000450	1116	879.418	5032	107.81
RCHGF000451	192	33.073	5	2.84847
RCHGF000452	201	36.2524	347	180.347
RCHGF000453	1098	861.418	3870	84.6472
RCHGF000454	1941	1704.42	3983	44.0301
RCHGF000455	2511	2274.42	9012	74.6563
RCHGF000457	1284	1047.42	5940	106.852
RCHGF000459	453	221.377	919	78.2165
RCHGF000460	1806	1569.42	2043	24.527
RCHGF000461	306	96.004	819	160.735
RCHGF000462	594	358.316	2689	141.397
RCHGF000463	933	696.418	1077	29.1381
RCHGF000464	555	319.964	2233	131.493
RCHGF000465	771	534.49	2095	73.8517
RCHGF000466	1218	981.418	7758	148.94
RCHGF000467	2529	2292.42	5541	45.5418
RCHGF000468	2085	1848.42	2077	21.1715
RCHGF000469	909	672.418	718	20.1187
RCHGF000470	738	501.535	762	28.6266
RCHGF000471	777	540.49	897	31.2695
RCHGF000472	843	606.439	1425	44.2734
RCHGF000473	336	118.419	144	22.9116
RCHGF000474	558	322.907	441	25.7322
RCHGF000475	648	411.833	6550	299.665
RCHGF000476	147	18.6168	22	22.2656
RCHGF000477	630	393.953	1123	53.7095
RCHGF000478	975	738.418	4839	123.472
RCHGF000479	1068	831.418	3075	69.6853
RCHGF000480	855	618.439	2944	89.6926
RCHGF000481	693	456.641	263	10.8517
RCHGF000482	678	441.7	458	19.5368
RCHGF000483	1641	1404.42	1188	15.9381
RCHGF000484	2343	2106.42	7652	68.4457
RCHGF000485	546	311.123	1228	74.3674
RCHGF000486	111	10.6768	13	22.9414
RCHGF000487	486	252.9	155	11.5478
RCHGF000488	441	210.181	179	16.0463
RCHGF000489	1035	798.418	404	9.53381
RCHGF000490	312	100.303	50	9.39226
RCHGF000491	2640	2403.42	1084	8.49798
RCHGF000492	1941	1704.42	2194	24.2536
RCHGF000493	366	142.927	283	37.3068
RCHGF000494	1773	1536.42	6015	73.7636
RCHGF000495	477	244.245	1049	80.9218
RCHGF000496	765	528.49	900	32.0864
RCHGF000497	762	525.49	625	22.4095
RCHGF000498	939	702.418	3319	89.0281
RCHGF000499	846	609.439	2995	92.5938
RCHGF000500	1260	1023.42	3544	65.2463
RCHGF000501	1014	777.418	1429	34.6332
RCHGF000502	1095	858.418	1974	43.3275
RCHGF000503	1011	774.418	936	22.7728
RCHGF000504	1083	846.418	3149	70.0976
RCHGF000505	1233	996.418	2287	43.2454
RCHGF000506	165	23.6426	38	30.2834
RCHGF000507	921	684.418	449	12.3606
RCHGF000508	348	128.032	987	145.25
RCHGF000509	138	16.21	73	84.851
RCHGF000510	153	20.2202	29	27.0226
RCHGF000512	498	264.5	168	11.9674
RCHGF000513	3693	3456.42	2039	11.1149
RCHGF000514	1572	1335.42	721	10.1726
RCHGF000515	1029	792.418	442	10.5095
RCHGF000516	585	349.426	154	8.30388
RCHGF000517	1530	1293.42	851	12.3967
RCHGF000518	438	207.409	391	35.5194
RCHGF000519	690	453.651	647	26.8719
RCHGF000520	750	513.495	644	23.6301
RCHGF000521	1224	987.418	920	17.5551
RCHGF000522	714	477.584	607	23.9472
RCHGF000523	369	145.532	247	31.9782
RCHGF000524	327	111.556	1007	170.08
RCHGF000526	186	30.9155	124	75.572
RCHGF000527	561	325.835	99	5.72471
RCHGF000528	807	570.459	294	9.71044
RCHGF000529	627	390.971	319	15.3731
RCHGF000530	273	73.5418	9131	2339.37
RCHGF000531	678	441.7	313	13.3516
RCHGF000532	1053	816.418	325	7.50043
RCHGF000533	978	741.418	934	23.7355
RCHGF000534	519	284.788	724	47.8997
RCHGF000535	702	465.61	8681	351.288
RCHGF000536	573	337.621	270	15.0678
RCHGF000537	1323	1086.42	2672	46.3399
RCHGF000538	639	402.9	240	11.2235
RCHGF000539	1641	1404.42	3040	40.7843
RCHGF000540	1764	1527.42	6290	77.5905
RCHGF000541	756	519.49	1292	46.8599
RCHGF000542	894	657.418	372	10.6615
RCHGF000543	2409	2172.42	683	5.9237
RCHGF000544	1371	1134.42	1394	23.1529
RCHGF000545	960	723.418	6662.83	173.534
RCHGF000546	165	23.6426	6	4.78159
RCHGF000547	378	153.246	166	20.4095
RCHGF000548	426	196.283	68	6.52744
RCHGF000549	471	238.516	81	6.39857
RCHGF000550	840	603.439	195	6.08859
RCHGF000551	702	465.61	133	5.38202
RCHGF000552	1836	1599.42	1096	12.9111
RCHGF000553	312	100.303	45	8.45303
RCHGF000554	1257	1020.42	315	5.81632
RCHGF000555	345	125.586	49	7.35141
RCHGF000556	1443	1206.42	358	5.59115
RCHGF000557	873	636.425	838	24.8092
RCHGF000558	795	558.471	443	14.9458
RCHGF000559	747	510.512	597	22.0335
RCHGF000560	1356	1119.42	1388	23.3621
RCHGF000561	453	221.377	390	33.1931
RCHGF000562	477	244.245	152	11.7256
RCHGF000563	1587	1350.42	2592	36.1645
RCHGF000564	816	579.446	390	12.6814
RCHGF000565	543	308.188	1496	91.46
RCHGF000566	600	364.272	324	16.7585
RCHGF000567	873	636.425	794	23.5065
RCHGF000568	837	600.439	1775	55.6987
RCHGF000569	828	591.439	5664	180.438
RCHGF000570	717	480.584	896	35.1281
RCHGF000571	1341	1104.42	5678	96.8674
RCHGF000572	774	537.49	1365	47.8496
RCHGF000573	1353	1116.42	12000	202.521
RCHGF000574	951	714.418	6071	160.112
RCHGF000575	354	132.935	2485	352.212
RCHGF000576	1647	1410.42	1004	13.4122
RCHGF000577	669	432.734	425	18.5048
RCHGF000578	1110	873.418	1008	21.7447
RCHGF000579	714	477.584	1400	55.2324
RCHGF000580	504	270.293	313	21.8185
RCHGF000581	762	525.49	3150	112.944
RCHGF000582	762	525.49	219	7.85228
RCHGF000583	768	531.49	3017	106.954
RCHGF000584	357	135.398	1066	148.341
RCHGF000585	252	60.7073	110782	34383
RCHGF000586	1329	1092.42	800	13.798
RCHGF000587	765	528.49	832	29.6621
RCHGF000588	222	45.3906	482	200.077
RCHGF000589	369	145.532	1879	243.268
RCHGF000590	357	135.398	203	28.2488
RCHGF000592	3047	2810.42	3211	21.5271
RCHGF000594	1983	1746.42	4031	43.4891
RCHGF000595	1425	1188.42	4452	70.5832
RCHGF000596	237	52.6477	59	21.1148
RCHGF000597	180	28.7347	336	220.317
RCHGF000598	903	666.418	5506	155.67
RCHGF000599	882	645.425	3821	111.544
RCHGF000600	1116	879.418	4472	95.8125
RCHGF000601	1755	1518.42	3237	40.1668
RCHGF000602	1134	897.418	5255	110.33
RCHGF000603	1032	795.418	1545	36.5973
RCHGF000604	1392	1155.42	4963	80.9321
RCHGF000605	891	654.418	3919	112.833
RCHGF000606	1026	789.418	4642	110.793
RCHGF000607	1707	1470.42	7365	94.3729
RCHGF000608	1455	1218.42	2978	46.0515
RCHGF000609	1098	861.418	3962	86.6595
RCHGF000610	951	714.418	3558	93.8359
RCHGF000611	900	663.418	803	22.8057
RCHGF000612	1146	909.418	3898	80.7595
RCHGF000613	1119	882.418	2493	53.2309
RCHGF000614	825	588.439	3632	116.295
RCHGF000615	1149	912.418	4318	89.167
RCHGF000616	624	387.997	1558	75.658
RCHGF000617	597	361.292	3001	156.503
RCHGF000618	1224	987.418	8542	162.995
RCHGF000619	510	276.074	29914	2041.57
RCHGF000620	1902	1665.42	4216	47.6972
RCHGF000621	237	52.6477	211	75.5124
RCHGF000622	153	20.2202	3	2.79544
RCHGF000623	291	85.2806	218	48.1639
RCHGF000624	402	174.535	139	15.0054
RCHGF000625	111	10.6768	28	49.4122
RCHGF000626	963	726.418	832	21.58
RCHGF000627	1191	954.418	8006.94	158.068
RCHGF000628	204	37.4011	21.2688	10.7145
RCHGF000629	1140	903.418	171.906	3.58523
RCHGF000631	567	331.718	1858	105.534
RCHGF000632	720	483.578	2216	86.3413
RCHGF000633	195	34.114	14	7.73234
RCHGF000634	438	207.409	136	12.3546
RCHGF000635	879	642.425	1530	44.8729
RCHGF000636	1491	1254.42	4230	63.5351
RCHGF000637	1179	942.418	1648	32.948
RCHGF000638	1308	1071.42	2218	39.0048
RCHGF000639	1023	786.418	797	19.095
RCHGF000640	120	12.2634	418	642.216
RCHGF000641	408	179.934	4191	438.853
RCHGF000642	780	543.49	4064	140.889
RCHGF000643	354	132.935	6994	991.295
RCHGF000644	177	27.696	48	32.6542
RCHGF000645	786	549.49	1172	40.1868
RCHGF000646	138	16.21	140	162.728
RCHGF000647	762	525.49	794	28.469
RCHGF000648	909	672.418	468	13.1136
RCHGF000649	198	35.2127	23	12.3068
RCHGF000650	1101	864.418	633	13.7973
RCHGF000651	114	11.0875	14	23.7908
RCHGF000652	780	543.49	847	29.3635
RCHGF000653	111	10.6768	26	45.8828
