-e target_id	length	eff_length	Coculture_PT33_HGF2_Early_Replicate_2_HGF2_counts	tpm
RCHGF000217	111	9.59322	0	0
RCHGF000218	651	391.984	0	0
RCHGF000219	1050	787.759	4	22.5819
RCHGF000220	132	13.8613	0	0
RCHGF000221	726	465.385	5	47.7806
RCHGF000222	1038	775.759	13	74.5264
RCHGF000223	1254	991.759	4	17.9369
RCHGF000224	654	394.984	10	112.594
RCHGF000225	522	267.386	0	0
RCHGF000226	1080	817.759	1	5.43837
RCHGF000227	282	74.2062	1	59.9313
RCHGF000228	1026	763.759	11	64.0516
RCHGF000229	336	110.774	1	40.1473
RCHGF000230	711	450.465	2	19.7453
RCHGF000231	678	418.014	7	74.4734
RCHGF000232	456	208.05	1	21.376
RCHGF000233	534	278.67	10	159.589
RCHGF000234	645	385.984	6	69.1315
RCHGF000235	3291	3028.76	168	246.683
RCHGF000236	552	296.365	5	75.0303
RCHGF000237	2649	2386.76	135	251.547
RCHGF000238	321	100.614	19	839.822
RCHGF000240	942	679.759	59	386.003
RCHGF000241	588	331.045	16	214.945
RCHGF000242	459	210.604	8	168.934
RCHGF000243	1050	787.759	56	316.147
RCHGF000244	1551	1288.76	16	55.2131
RCHGF000245	783	521.405	7	59.7059
RCHGF000246	1434	1171.76	23	87.2938
RCHGF000247	1656	1393.76	9	28.7176
RCHGF000248	2358	2095.76	28	59.417
RCHGF000249	1101	838.759	42	222.693
RCHGF000250	1539	1276.76	28	97.531
RCHGF000251	1095	832.759	29	154.872
RCHGF000252	951	688.759	66	426.158
RCHGF000253	1254	991.759	15	67.2634
RCHGF000254	1281	1018.76	27	117.865
RCHGF000255	426	182.539	3	73.0901
RCHGF000256	600	342.148	36	467.932
RCHGF000257	1752	1489.76	28	83.5864
RCHGF000258	1128	865.759	2	10.2737
RCHGF000259	1206	943.759	30	141.369
RCHGF000260	168	22.6016	48	9444.88
RCHGF000261	540	284.365	51	797.604
RCHGF000262	816	554.066	3	24.0799
RCHGF000263	1410	1147.76	9	34.8727
RCHGF000264	978	715.759	10	62.1337
RCHGF000265	225	44.7535	0	0
RCHGF000266	207	36.8344	0	0
RCHGF000267	150	17.5247	0	0
RCHGF000268	213	39.7239	1	111.955
RCHGF000269	759	498.122	1	8.92808
RCHGF000270	939	676.759	4	26.2857
RCHGF000271	114	9.04545	0	0
RCHGF000272	2676	2413.76	3	5.5274
RCHGF000273	270	67.5569	3	197.49
RCHGF000274	204	35.8563	0	0
RCHGF000275	501	248.082	0	0
RCHGF000276	735	474.385	1	9.37482
RCHGF000277	585	328.045	0	0
RCHGF000279	345	117.123	12	455.65
RCHGF000280	600	342.148	3	38.9943
RCHGF000281	591	333.598	1	13.3312
RCHGF000282	864	601.759	8	59.1236
RCHGF000283	621	362.353	7	85.9132
RCHGF000284	375	140.834	2	63.1562
RCHGF000285	429	185.209	5	120.061
RCHGF000286	945	682.759	117	762.1
RCHGF000287	729	468.385	1	9.49491
RCHGF000288	2244	1981.76	14	31.4175
RCHGF000289	1296	1033.76	24	103.249
RCHGF000290	906	643.759	4	27.6332
RCHGF000291	207	36.8344	1	120.737
RCHGF000292	951	688.759	5	32.2847
RCHGF000293	885	622.759	17	121.401
RCHGF000294	135	14.8799	1	298.878
RCHGF000295	711	450.465	10	98.7263
RCHGF000296	540	284.365	12	187.672
RCHGF000297	702	441.862	3	30.1945
RCHGF000298	771	509.811	3	26.1701
RCHGF000299	1164	901.759	25	123.294
RCHGF000300	1056	793.759	13	72.8364
RCHGF000301	486	234.238	16	303.778
RCHGF000302	1125	862.759	14	72.1659
RCHGF000303	264	64.2033	39	2701.48
RCHGF000304	873	610.759	5	36.4078
RCHGF000305	954	691.759	3	19.2868
RCHGF000306	294	81.9951	0	0
RCHGF000307	939	676.759	8	52.5714
RCHGF000308	1806	1543.76	0	0
RCHGF000309	840	577.811	3	23.0903
RCHGF000310	1101	838.759	2	10.6044
RCHGF000311	1026	763.759	9	52.4059
RCHGF000312	264	64.2033	10	692.686
RCHGF000313	2208	1945.76	75	171.422
RCHGF000314	1389	1126.76	15	59.2044
RCHGF000315	669	409.378	10	108.635
RCHGF000316	327	104.308	4	170.544
RCHGF000317	711	450.465	3	29.6179
RCHGF000318	1302	1039.76	9	38.4949
RCHGF000319	375	140.834	6	189.469
RCHGF000320	549	293.365	16	242.552
RCHGF000321	993	730.759	46	279.948
RCHGF000323	1233	970.759	4	18.3249
RCHGF000324	771	509.811	0	0
RCHGF000325	576	319.419	2	27.846
RCHGF000326	864	601.759	5	36.9523
RCHGF000327	177	25.5457	0	0
RCHGF000328	162	21.3549	1	208.255
RCHGF000329	930	667.759	6	39.96
RCHGF000330	978	715.759	10	62.1337
RCHGF000331	1005	742.759	5	29.9375
RCHGF000332	798	536.405	3	24.8727
RCHGF000333	522	267.386	5	83.162
RCHGF000334	1650	1387.76	14	44.865
RCHGF000335	699	438.862	7	70.9355
RCHGF000336	459	210.604	0	0
RCHGF000337	1299	1036.76	10	42.8959
RCHGF000338	282	74.2062	11	659.244
RCHGF000339	558	302.204	1	14.7161
RCHGF000340	171	23.5411	0	0
RCHGF000341	330	106.505	0	0
RCHGF000342	597	339.3	5	65.5361
RCHGF000343	1161	898.759	7	34.6377
RCHGF000344	519	264.649	1	16.8044
RCHGF000345	771	509.811	5	43.6169
RCHGF000346	564	308.067	5	72.1804
RCHGF000347	645	385.984	0	0
RCHGF000348	1029	766.759	2	11.6002
RCHGF000349	681	420.939	4	42.2605
RCHGF000350	831	569.066	11	85.9655
RCHGF000351	402	162.126	0	0
RCHGF000352	1038	775.759	6	34.3968
RCHGF000353	771	509.811	5	43.6169
RCHGF000354	717	456.385	9	87.7011
RCHGF000355	150	17.5247	0	0
RCHGF000356	993	730.759	10	60.8583
RCHGF000357	1014	751.759	16	94.6532
RCHGF000358	1263	1000.76	27	119.985
RCHGF000359	135	14.8799	0	0
RCHGF000360	903	640.759	7	48.5844
RCHGF000361	1992	1729.76	5	12.8552
RCHGF000362	870	607.759	1	7.31749
RCHGF000363	1176	913.759	1	4.86701
RCHGF000364	510	256.191	1	17.3592
RCHGF000365	1290	1027.76	2	8.65431
RCHGF000366	1002	739.759	7	42.0825
RCHGF000367	759	498.122	7	62.4965
RCHGF000368	840	577.811	3	23.0903
RCHGF000369	1383	1120.76	12	47.6171
RCHGF000370	240	51.5798	6	517.328
RCHGF000372	2397	2134.76	5	10.4163
RCHGF000373	867	604.759	0	0
RCHGF000374	1239	976.759	9	40.9778
RCHGF000375	138	15.531	2	572.698
RCHGF000377	215	40.6014	10	1095.35
RCHGF000379	750	489.385	1	9.08747
RCHGF000380	594	336.3	1	13.2241
RCHGF000381	330	106.505	1	41.7565
RCHGF000382	1098	835.759	0	0
RCHGF000383	558	302.204	1	14.7161
RCHGF000384	300	86.4617	0	0
RCHGF000385	1053	790.759	0	0
RCHGF000386	474	223.081	0	0
RCHGF000387	396	157.446	0	0
RCHGF000388	663	403.378	0	0
RCHGF000389	834	572.066	1	7.77406
RCHGF000390	744	483.385	3	27.6008
RCHGF000391	735	474.385	4	37.4993
RCHGF000392	1053	790.759	0	0
RCHGF000393	867	604.759	1	7.35379
RCHGF000394	1026	763.759	3	17.4686
RCHGF000395	1431	1168.76	7	26.6359
RCHGF000396	1275	1012.76	4	17.565
RCHGF000397	561	305.204	1	14.5715
RCHGF000398	3159	2896.76	7	10.7468
RCHGF000399	1293	1030.76	3	12.9437
RCHGF000400	300	86.4617	1	51.4363
RCHGF000401	309	92.8128	0	0
RCHGF000402	645	385.984	2	23.0438
RCHGF000403	312	94.5724	3	141.075
RCHGF000404	141	15.902	0	0
RCHGF000405	591	333.598	1	13.3312
RCHGF000406	1173	910.759	0	0
RCHGF000407	1572	1309.76	4	13.582
RCHGF000408	831	569.066	0	0
RCHGF000409	468	218.034	0	0
RCHGF000410	207	36.8344	5	603.685
RCHGF000411	462	213.251	4	83.4186
RCHGF000412	300	86.4617	1	51.4363
RCHGF000413	288	77.762	6	343.145
RCHGF000414	492	239.572	1	18.5634
RCHGF000415	240	51.5798	26	2241.75
RCHGF000416	1173	910.759	71	346.696
RCHGF000417	792	530.405	8	67.0775
RCHGF000418	3453	3190.76	19	26.4822
RCHGF000419	558	302.204	4	58.8645
RCHGF000420	162	21.3549	3	624.766
RCHGF000421	1353	1090.76	6	24.4634
RCHGF000422	804	542.405	1	8.19918
RCHGF000423	1359	1096.76	1	4.05492
RCHGF000424	852	589.811	1	7.54016
RCHGF000425	1041	778.759	5	28.5536
RCHGF000426	837	575.015	2	15.4684
RCHGF000427	783	521.405	1	8.52941
RCHGF000428	477	226.02	1	19.6765
RCHGF000429	438	192.997	2	46.0865
RCHGF000430	1455	1192.76	3	11.1857
RCHGF000431	843	580.811	1	7.657
RCHGF000432	1041	778.759	0	0
RCHGF000433	1914	1651.76	0	0
RCHGF000434	666	406.378	0	0
RCHGF000435	717	456.385	3	29.2337
RCHGF000436	465	216.052	0	0
RCHGF000437	1188	925.759	17	81.6667
RCHGF000438	1416	1153.76	9	34.6913
RCHGF000439	1086	823.759	1	5.39875
RCHGF000440	261	62.62	0	0
RCHGF000441	2100	1837.76	2	4.83989
RCHGF000442	612	353.993	21	263.826
RCHGF000443	993	730.759	24	146.06
RCHGF000444	324	102.2	1	43.5156
RCHGF000445	132	13.8613	0	0
RCHGF000446	381	145.252	3	91.8528
RCHGF000447	135	14.8799	0	0
RCHGF000448	144	16.4854	0	0
RCHGF000449	1356	1093.76	10	40.6604
RCHGF000450	1116	853.759	21	109.39
RCHGF000451	192	31.5285	0	0
RCHGF000452	201	34.6415	1	128.38
RCHGF000453	1098	835.759	5	26.6062
RCHGF000454	1941	1678.76	18	47.6846
RCHGF000455	2511	2248.76	36	71.1956
RCHGF000457	1284	1021.76	9	39.1731
RCHGF000459	453	205.625	3	64.8841
RCHGF000460	1806	1543.76	4	11.5232
RCHGF000461	306	90.576	3	147.3
RCHGF000462	594	336.3	10	132.241
RCHGF000463	933	670.759	2	13.2604
RCHGF000464	555	299.285	9	133.737
RCHGF000465	771	509.811	8	69.787
RCHGF000466	1218	955.759	11	51.1845
RCHGF000467	2529	2266.76	15	29.4293
RCHGF000468	2085	1822.76	9	21.9587
RCHGF000469	909	646.759	8	55.01
RCHGF000470	738	477.385	2	18.6318
RCHGF000471	777	515.405	2	17.2574
RCHGF000472	843	580.811	2	15.314
RCHGF000473	336	110.774	1	40.1473
RCHGF000474	558	302.204	0	0
RCHGF000475	648	388.984	32	365.858
RCHGF000476	147	16.6825	0	0
RCHGF000477	630	371.32	0	0
RCHGF000478	975	712.759	11	68.6347
RCHGF000479	1068	805.759	4	22.0774
RCHGF000480	855	592.759	2	15.0053
RCHGF000481	693	432.939	1	10.2723
RCHGF000482	678	418.014	1	10.6391
RCHGF000483	1641	1378.76	6	19.3534
RCHGF000484	2343	2080.76	12	25.648
RCHGF000485	546	290.365	0	0
RCHGF000486	111	9.59322	0	0
RCHGF000487	486	234.238	0	0
RCHGF000488	441	195.595	3	68.2115
RCHGF000489	1035	772.759	5	28.7753
RCHGF000490	312	94.5724	0	0
RCHGF000491	2640	2377.76	12	22.4444
RCHGF000492	1941	1678.76	9	23.8423
RCHGF000493	366	134.087	3	99.5013
RCHGF000494	1773	1510.76	13	38.2685
RCHGF000495	477	226.02	2	39.353
RCHGF000496	765	503.811	0	0
RCHGF000497	762	501.122	1	8.87463
RCHGF000498	939	676.759	11	72.2857
RCHGF000499	846	583.811	3	22.853
RCHGF000500	1260	997.759	17	75.7734
RCHGF000501	1014	751.759	14	82.8215
RCHGF000502	1095	832.759	4	21.3616
RCHGF000503	1011	748.759	3	17.8186
RCHGF000504	1083	820.759	11	59.6034
RCHGF000505	1233	970.759	19	87.0434
RCHGF000506	165	22.0434	0	0
RCHGF000507	921	658.759	1	6.75099
RCHGF000508	348	119.412	1	37.2429
RCHGF000509	138	15.531	0	0
RCHGF000510	153	18.5283	1	240.026
RCHGF000512	498	245.373	0	0
RCHGF000513	3693	3430.76	14	18.1481
RCHGF000514	1572	1309.76	3	10.1865
RCHGF000515	1029	766.759	2	11.6002
RCHGF000516	585	328.045	0	0
RCHGF000517	1530	1267.76	0	0
RCHGF000518	438	192.997	4	92.1729
RCHGF000519	690	429.939	0	0
RCHGF000520	750	489.385	3	27.2624
RCHGF000521	1224	961.759	2	9.24821
RCHGF000522	714	453.385	1	9.80905
RCHGF000523	369	136.247	0	0
RCHGF000524	327	104.308	0	0
RCHGF000526	186	29.0041	0	0
RCHGF000527	561	305.204	0	0
RCHGF000528	807	545.405	2	16.3082
RCHGF000529	627	368.353	0	0
RCHGF000530	273	69.1859	10	642.801
RCHGF000531	678	418.014	3	31.9172
RCHGF000532	1053	790.759	4	22.4962
RCHGF000533	978	715.759	2	12.4267
RCHGF000534	519	264.649	2	33.6088
RCHGF000535	702	441.862	25	251.621
RCHGF000536	573	316.419	1	14.055
RCHGF000537	1323	1060.76	13	54.503
RCHGF000538	639	379.984	3	35.1116
RCHGF000539	1641	1378.76	7	22.5789
RCHGF000540	1764	1501.76	17	50.3434
RCHGF000541	756	495.122	9	80.8396
RCHGF000542	894	631.759	10	70.3951
RCHGF000543	2409	2146.76	3	6.21487
RCHGF000544	1371	1108.76	4	16.0441
RCHGF000545	960	697.759	10	63.7365
RCHGF000546	165	22.0434	0	0
RCHGF000547	378	142.955	8	248.877
RCHGF000548	426	182.539	0	0
RCHGF000549	471	220.631	0	0
RCHGF000550	840	577.811	0	0
RCHGF000551	702	441.862	0	0
RCHGF000552	1836	1573.76	4	11.3036
RCHGF000553	312	94.5724	0	0
RCHGF000554	1257	994.759	0	0
RCHGF000555	345	117.123	0	0
RCHGF000556	1443	1180.76	1	3.76645
RCHGF000557	873	610.759	2	14.5631
RCHGF000558	795	533.405	2	16.675
RCHGF000559	747	486.385	5	45.7176
RCHGF000560	1356	1093.76	6	24.3963
RCHGF000561	453	205.625	0	0
RCHGF000562	477	226.02	0	0
RCHGF000563	1587	1324.76	5	16.7852
RCHGF000564	816	554.066	3	24.0799
RCHGF000565	543	287.365	4	61.9041
RCHGF000566	600	342.148	2	25.9962
RCHGF000567	873	610.759	2	14.5631
RCHGF000568	837	575.015	10	77.3419
RCHGF000569	828	566.066	34	267.12
RCHGF000570	717	456.385	14	136.424
RCHGF000571	1341	1078.76	68	280.336
RCHGF000572	774	512.405	5	43.3961
RCHGF000573	1353	1090.76	36	146.78
RCHGF000574	951	688.759	40	258.277
RCHGF000575	354	124.2	8	286.458
RCHGF000576	1647	1384.76	4	12.8463
RCHGF000577	669	409.378	5	54.3175
RCHGF000578	1110	847.759	6	31.4755
RCHGF000579	714	453.385	17	166.754
RCHGF000580	504	250.946	0	0
RCHGF000581	762	501.122	19	168.618
RCHGF000582	762	501.122	5	44.3731
RCHGF000583	768	506.811	1	8.77501
RCHGF000584	357	126.784	1	35.0776
RCHGF000585	252	57.4648	1348	104323
RCHGF000586	1329	1066.76	1	4.16896
RCHGF000587	765	503.811	3	26.4818
RCHGF000588	222	43.4027	0	0
RCHGF000589	369	136.247	7	228.488
RCHGF000590	357	126.784	3	105.233
RCHGF000592	3047	2784.76	20	31.9401
RCHGF000594	1983	1720.76	8	20.6759
RCHGF000595	1425	1162.76	0	0
RCHGF000596	237	50.2634	0	0
RCHGF000597	180	26.6879	0	0
RCHGF000598	903	640.759	2	13.8813
RCHGF000599	882	619.759	0	0
RCHGF000600	1116	853.759	1	5.20905
RCHGF000601	1755	1492.76	3	8.93769
RCHGF000602	1134	871.759	15	76.5224
RCHGF000603	1032	769.759	3	17.3325
RCHGF000604	1392	1129.76	6	23.6189
RCHGF000605	891	628.759	10	70.731
RCHGF000606	1026	763.759	8	46.583
RCHGF000607	1707	1444.76	3	9.23463
RCHGF000608	1455	1192.76	1	3.72856
RCHGF000609	1098	835.759	1	5.32124
RCHGF000610	951	688.759	3	19.3708
RCHGF000611	900	637.759	2	13.9466
RCHGF000612	1146	883.759	2	10.0644
RCHGF000613	1119	856.759	2	10.3816
RCHGF000614	825	563.066	3	23.695
RCHGF000615	1149	886.759	4	20.0608
RCHGF000616	624	365.353	3	36.5176
RCHGF000617	597	339.3	5	65.5361
RCHGF000618	1224	961.759	19	87.858
RCHGF000619	510	256.191	33	572.854
RCHGF000620	1902	1639.76	7	18.9851
RCHGF000621	237	50.2634	3	265.438
RCHGF000622	153	18.5283	0	0
RCHGF000623	291	79.8309	0	0
RCHGF000624	402	162.126	0	0
RCHGF000625	111	9.59322	3	1390.75
RCHGF000626	963	700.759	4	25.3855
RCHGF000627	1191	928.759	18	86.1913
RCHGF000628	204	35.8563	0	0
RCHGF000629	1140	877.759	4	20.2665
RCHGF000631	567	311.067	5	71.4843
RCHGF000632	720	459.385	3	29.0428
RCHGF000633	195	32.8107	0	0
RCHGF000634	438	192.997	0	0
RCHGF000635	879	616.759	7	50.475
RCHGF000636	1491	1228.76	51	184.585
RCHGF000637	1179	916.759	6	29.1065
RCHGF000638	1308	1045.76	3	12.758
RCHGF000639	1023	760.759	5	29.2292
RCHGF000640	120	10.2585	0	0
RCHGF000641	408	167.236	9	239.335
RCHGF000642	780	518.405	12	102.945
RCHGF000643	354	124.2	13	465.494
RCHGF000644	177	25.5457	0	0
RCHGF000645	786	524.405	3	25.4418
RCHGF000646	138	15.531	5	1431.75
RCHGF000647	762	501.122	12	106.496
RCHGF000648	909	646.759	2	13.7525
RCHGF000649	198	33.6584	0	0
RCHGF000650	1101	838.759	9	47.7199
RCHGF000651	114	9.04545	0	0
RCHGF000652	780	518.405	1	8.57877
RCHGF000653	111	9.59322	0	0
RCHGF000654	1104	841.759	0	0
RCHGF000655	1167	904.759	3	14.7463
RCHGF000656	120	10.2585	0	0
RCHGF000657	891	628.759	2	14.1462
RCHGF000658	117	10.0455	0	0
RCHGF000659	2055	1792.76	31	76.9013
RCHGF000660	309	92.8128	3	143.75
RCHGF000661	1239	976.759	1	4.55309
RCHGF000662	324	102.2	0	0
RCHGF000663	1443	1180.76	12	45.1974
RCHGF000664	1188	925.759	94	451.569
RCHGF000665	174	24.6289	4	722.286
RCHGF000666	537	281.543	3	47.3882
RCHGF000667	1215	952.759	7	32.6745
RCHGF000668	2190	1927.76	13	29.9905
RCHGF000669	123	11.1099	0	0
RCHGF000670	528	273.144	4	65.1272
RCHGF000671	144	16.4854	0	0
RCHGF000672	813	551.066	7	56.4922
RCHGF000673	423	180.057	1	24.6993
RCHGF000674	141	15.902	0	0
RCHGF000675	765	503.811	41	361.918
RCHGF000676	558	302.204	1	14.7161
RCHGF000677	849	586.811	8	60.6297
RCHGF000678	1119	856.759	12	62.2897
RCHGF000679	144	16.4854	0	0
RCHGF000680	1035	772.759	16	92.0809
RCHGF000681	666	406.378	0	0
RCHGF000682	918	655.759	3	20.3456
RCHGF000683	747	486.385	26	237.732
RCHGF000684	204	35.8563	0	0
RCHGF000685	960	697.759	36	229.451
RCHGF000686	798	536.405	18	149.236
