-e target_id	length	eff_length	Monoculture_Clostridium_HGF2_Late_Replicate_1_HGF2_counts	tpm
RCHGF000056	126	15.9663	8	8.43017
RCHGF000057	408	185.979	161	14.565
RCHGF000058	639	409.695	861	35.3584
RCHGF000059	933	703.355	711	17.0076
RCHGF000060	675	445.539	297	11.2155
RCHGF000061	744	514.42	135	4.41535
RCHGF000062	1182	952.348	2829	49.9789
RCHGF000063	1974	1744.35	4767	45.9792
RCHGF000064	1479	1249.35	1546	20.8197
RCHGF000065	900	670.362	1083	27.1812
RCHGF000066	687	457.525	881	32.3974
RCHGF000067	1395	1165.35	1081	15.607
RCHGF000068	894	664.362	618	15.6507
RCHGF000069	687	457.525	796	29.2716
RCHGF000070	873	643.369	1194	31.2244
RCHGF000071	363	146.364	58	6.6672
RCHGF000072	117	13.1586	10	12.7861
RCHGF000073	861	631.369	175	4.66342
RCHGF000074	732	502.43	162	5.42487
RCHGF000075	207	44.3371	66	25.0453
RCHGF000076	276	79.842	3369	709.936
RCHGF000077	288	88.2393	4846	923.998
RCHGF000078	1566	1336.35	683	8.59905
RCHGF000079	288	88.2393	68	12.9657
RCHGF000080	459	233.445	66	4.75673
RCHGF000081	450	224.902	124	9.27635
RCHGF000082	411	188.727	206	18.3647
RCHGF000083	369	151.551	150	16.6526
RCHGF000084	1497	1267.35	348	4.6199
RCHGF000085	726	496.44	82	2.77905
RCHGF000086	585	356.086	76	3.59094
RCHGF000087	1785	1555.35	267	2.88824
RCHGF000088	1746	1516.35	218	2.41884
RCHGF000089	615	385.81	389	16.9639
RCHGF000090	354	138.8	134	16.2429
RCHGF000091	1878	1648.35	1109	11.3196
RCHGF000092	1446	1216.35	2349	32.4919
RCHGF000093	513	285.385	7837	462.027
RCHGF000094	672	442.539	156	5.93093
RCHGF000095	1434	1204.35	306	4.27483
RCHGF000096	987	757.348	160	3.55446
RCHGF000097	1050	820.348	110	2.25602
RCHGF000098	1203	973.348	136	2.35082
RCHGF000099	1329	1099.35	182	2.78539
RCHGF000100	207	44.3371	6	2.27684
RCHGF000101	765	535.42	448	14.0777
RCHGF000102	1164	934.348	301	5.4201
RCHGF000103	1707	1477.35	9714	110.628
RCHGF000104	1047	817.348	3521	72.4784
RCHGF000105	2346	2116.35	5451	43.335
RCHGF000106	753	523.42	69839	2244.9
RCHGF000107	195	39.0741	27006	11628.4
RCHGF000108	195	39.0741	2567	1105.31
RCHGF000109	666	436.543	338	13.0268
RCHGF000110	1152	922.348	109	1.9883
RCHGF000111	1008	778.348	4337	93.7486
RCHGF000112	996	766.348	146	3.20536
RCHGF000113	828	598.381	163	4.5831
RCHGF000114	798	568.387	80	2.36807
RCHGF000115	474	247.725	131	8.89715
RCHGF000116	417	194.247	87	7.53552
RCHGF000117	819	589.381	72	2.05535
RCHGF000118	2754	2524.35	730	4.86545
RCHGF000119	981	751.348	253	5.66538
RCHGF000121	474	247.725	119	8.08215
RCHGF000122	912	682.355	630	15.5339
RCHGF000123	1251	1021.35	1444	23.7872
RCHGF000124	492	265.084	721	45.7616
RCHGF000125	672	442.539	324	12.3181
RCHGF000126	375	156.718	129	13.849
RCHGF000127	1632	1402.35	1656	19.868
RCHGF000128	333	121.848	145	20.0216
RCHGF000129	1206	976.348	293	5.04908
RCHGF000130	1470	1240.35	667	9.04756
RCHGF000131	987	757.348	297	6.59797
RCHGF000132	900	670.362	523	13.1263
RCHGF000133	657	427.582	1169	45.9986
RCHGF000134	2331	2101.35	2338	18.7196
RCHGF000135	1776	1546.35	2578	28.0495
RCHGF000136	120	14.1159	835	995.238
RCHGF000137	597	367.995	746	34.1072
RCHGF000138	1125	895.348	3625	68.1186
RCHGF000139	978	748.348	14552	327.166
RCHGF000140	489	262.172	9542	612.354
RCHGF000141	1188	958.348	2640	46.3479
RCHGF000142	135	18.3487	26	23.8406
RCHGF000143	174	30.6751	774	424.526
RCHGF000144	735	505.43	1898	63.1807
RCHGF000145	702	472.502	1048	37.317
RCHGF000146	777	547.392	368	11.3109
RCHGF000147	243	60.567	9504	2640.1
RCHGF000148	399	177.922	21652	2047.47
RCHGF000149	750	520.42	1341	43.3535
RCHGF000151	2724	2494.35	3330	22.4614
RCHGF000152	729	499.43	337	11.3528
RCHGF000153	444	219.22	695	53.3401
RCHGF000154	765	535.42	66	2.07395
RCHGF000155	1194	964.348	117	2.04127
RCHGF000156	909	679.362	132	3.26905
RCHGF000157	744	514.42	79	2.5838
RCHGF000158	555	326.512	60	3.09173
RCHGF000159	1041	811.348	214	4.43768
RCHGF000160	927	697.355	226	5.4526
RCHGF000161	1488	1258.35	166	2.21951
RCHGF000162	1671	1441.35	683	7.97262
RCHGF000163	1053	823.348	740	15.1216
RCHGF000165	1038	808.348	723	15.0484
RCHGF000166	2400	2170.35	2978	23.0858
RCHGF000167	120	14.1159	57	67.9384
RCHGF000168	873	643.369	2123	55.5187
RCHGF000169	1836	1606.35	11491	120.356
RCHGF000170	552	323.564	3749	194.941
RCHGF000171	1230	1000.35	1679	28.239
RCHGF000172	558	329.45	329	16.8018
RCHGF000173	468	242.016	521	36.2195
RCHGF000174	150	22.7047	289	214.157
RCHGF000175	1656	1426.35	2758	32.5326
RCHGF000176	873	643.369	2212	57.8462
RCHGF000177	390	169.975	2954	292.398
RCHGF000178	876	646.369	15717	409.109
RCHGF000179	996	766.348	7753	170.213
RCHGF000180	120	14.1159	11	13.1109
RCHGF000181	813	583.387	1244	35.8768
RCHGF000182	786	556.392	11296	341.58
RCHGF000183	1230	1000.35	19335	325.194
RCHGF000184	447	222.063	3461	262.225
RCHGF000185	1398	1168.35	5236	75.4009
RCHGF000186	525	297.084	2805	158.856
RCHGF000187	741	511.42	612	20.1337
RCHGF000188	456	230.605	194	14.1541
RCHGF000189	1380	1150.35	737	10.7792
RCHGF000190	1140	910.348	1216	22.4737
RCHGF000191	1401	1171.35	2814	40.4192
RCHGF000192	624	394.751	197	8.39638
RCHGF000193	1539	1309.35	1336	17.1672
RCHGF000194	1209	979.348	508	8.72722
RCHGF000195	897	667.362	353	8.89944
RCHGF000196	1458	1228.35	1510	20.6826
RCHGF000197	969	739.348	704	16.0204
RCHGF000198	1287	1057.35	760	12.0933
RCHGF000199	1242	1012.35	849	14.11
RCHGF000200	1446	1216.35	1513	20.9281
RCHGF000201	1185	955.348	25735	453.223
RCHGF000202	162	26.405	1985	1264.8
RCHGF000203	582	353.153	1604	76.417
RCHGF000204	1209	979.348	1679	28.8445
RCHGF000205	720	490.45	283	9.70826
RCHGF000206	1503	1273.35	614	8.1128
RCHGF000207	1101	871.348	119	2.29776
RCHGF000208	1332	1102.35	210	3.20516
RCHGF000209	2175	1945.35	473	4.09085
RCHGF000210	1710	1480.35	438	4.97805
RCHGF000212	1578	1348.35	328	4.09281
RCHGF000213	1425	1195.35	154	2.16758
RCHGF000214	315	107.914	328	51.1382
RCHGF000215	435	210.833	402	32.0802
RCHGF000216	723	493.445	1424	48.5535
RCHGF000217	111	11.8716	2	2.83447
RCHGF000218	651	421.608	777	31.0072
RCHGF000219	1050	820.348	1793	36.7732
RCHGF000220	132	17.5039	3	2.8836
RCHGF000221	726	496.44	7779	263.637
RCHGF000222	1038	808.348	1770	36.8404
RCHGF000223	1254	1024.35	416	6.83274
RCHGF000224	654	424.582	1172	46.4425
RCHGF000225	522	294.176	299	17.1007
RCHGF000226	1080	850.348	1270	25.1279
RCHGF000227	282	83.9606	148	29.6576
RCHGF000228	1026	796.348	1136	24.0007
RCHGF000229	336	124.24	237	32.0949
RCHGF000230	711	481.464	356	12.4404
RCHGF000231	678	448.535	302	11.3282
RCHGF000232	456	230.605	185	13.4975
RCHGF000233	534	305.87	238	13.0915
RCHGF000234	645	415.641	1458	59.0185
RCHGF000235	3291	3061.35	12041	66.1758
RCHGF000236	552	323.564	1479	76.9054
RCHGF000237	2649	2419.35	13918	96.7894
RCHGF000238	321	112.504	5053	755.667
RCHGF000240	942	712.348	6937	163.843
RCHGF000241	588	359.079	938	43.9503
RCHGF000242	459	233.445	1026	73.9455
RCHGF000243	1050	820.348	5873	120.451
RCHGF000244	1551	1321.35	9867	125.637
RCHGF000245	783	553.392	3041	92.4555
RCHGF000246	1434	1204.35	3227	45.0813
RCHGF000247	1656	1426.35	3460	40.8131
RCHGF000248	2358	2128.35	5267	41.6361
RCHGF000249	1101	871.348	17519	338.273
RCHGF000250	1539	1309.35	5029	64.6213
RCHGF000251	1095	865.348	2275	44.2323
RCHGF000252	951	721.348	3466	80.8413
RCHGF000253	1254	1024.35	2838	46.6138
RCHGF000254	1281	1051.35	2194	35.1107
RCHGF000255	426	202.488	54	4.48687
RCHGF000256	600	370.973	16795	761.705
RCHGF000257	1752	1522.35	4099	45.3016
RCHGF000258	1128	898.348	1817	34.0298
RCHGF000259	1206	976.348	1529	26.3483
RCHGF000260	168	28.3509	299752	177887
RCHGF000261	540	311.755	970	52.3488
RCHGF000262	816	586.387	599	17.1867
RCHGF000263	1410	1180.35	1340	19.1005
RCHGF000264	978	748.348	596	13.3996
RCHGF000265	225	52.1272	10	3.22764
RCHGF000266	207	44.3371	3	1.13842
RCHGF000267	150	22.7047	11	8.15129
RCHGF000268	213	46.9896	20	7.16107
RCHGF000269	759	529.42	53	1.68432
RCHGF000270	939	709.348	420	9.96183
RCHGF000271	114	12.3999	5	6.78422
RCHGF000272	2676	2446.35	993	6.82937
RCHGF000273	270	75.9172	4859	1076.85
RCHGF000274	204	42.9814	293	114.693
RCHGF000275	501	273.773	78	4.79351
RCHGF000276	735	505.43	272	9.05435
RCHGF000277	585	356.086	138	6.52039
RCHGF000279	345	131.423	3138	401.726
RCHGF000280	600	370.973	461	20.9078
RCHGF000281	591	362.057	237	11.0134
RCHGF000282	864	634.369	517	13.7119
RCHGF000283	621	391.779	627	26.9263
RCHGF000284	375	156.718	1372	147.294
RCHGF000285	429	205.265	518	42.4584
RCHGF000286	945	715.348	8823	207.514
RCHGF000287	729	499.43	79	2.66135
RCHGF000288	2244	2014.35	4431	37.0098
RCHGF000289	1296	1066.35	4074	64.2793
RCHGF000290	906	676.362	533	13.2586
RCHGF000291	207	44.3371	200	75.8948
RCHGF000292	951	721.348	2696	62.8817
RCHGF000293	885	655.369	8371	214.902
RCHGF000294	135	18.3487	13	11.9203
RCHGF000295	711	481.464	1778	62.1323
RCHGF000296	540	311.755	2240	120.888
RCHGF000297	702	472.502	903	32.1539
RCHGF000298	771	541.42	875	27.1909
RCHGF000299	1164	934.348	4634	83.4443
RCHGF000300	1056	826.348	5293	107.768
RCHGF000301	486	259.261	713	46.2702
RCHGF000302	1125	895.348	3036	57.0505
RCHGF000303	264	72.072	90514	21129.9
RCHGF000304	873	643.369	1476	38.599
RCHGF000305	954	724.348	1330	30.8925
RCHGF000306	294	92.5101	678	123.308
RCHGF000307	939	709.348	2264	53.699
RCHGF000308	1806	1576.35	1233	13.1601
RCHGF000309	840	610.381	224	6.17442
RCHGF000310	1101	871.348	665	12.8404
RCHGF000311	1026	796.348	799	16.8808
RCHGF000312	264	72.072	12849	2999.52
RCHGF000313	2208	1978.35	15168	128.996
RCHGF000314	1389	1159.35	2853	41.4035
RCHGF000315	669	439.543	2193	83.9433
RCHGF000316	327	117.104	2461	353.583
RCHGF000317	711	481.464	713	24.9158
RCHGF000318	1302	1072.35	2921	45.8295
RCHGF000319	375	156.718	2297	246.599
RCHGF000320	549	320.616	3501	183.72
RCHGF000321	993	763.348	8571	188.911
RCHGF000323	1233	1003.35	640	10.7319
RCHGF000324	771	541.42	2187	67.9617
RCHGF000325	576	347.223	4596	222.7
RCHGF000326	864	634.369	17855	473.552
RCHGF000327	177	31.8596	3132	1653.98
RCHGF000328	162	26.405	13917	8867.64
RCHGF000329	930	700.355	544	13.0686
RCHGF000330	978	748.348	506	11.3762
RCHGF000331	1005	775.348	209	4.53523
RCHGF000332	798	568.387	162	4.79535
RCHGF000333	522	294.176	1017	58.1652
RCHGF000334	1650	1420.35	4667	55.2831
RCHGF000335	699	469.502	1373	49.2019
RCHGF000336	459	233.445	526	37.9097
RCHGF000337	1299	1069.35	1756	27.6283
RCHGF000338	282	83.9606	907	181.753
RCHGF000339	558	329.45	367	18.7424
RCHGF000340	171	29.5075	96	54.7379
RCHGF000341	330	119.446	130	18.3113
RCHGF000342	597	367.995	748	34.1986
RCHGF000343	1161	931.348	657	11.8687
RCHGF000344	519	291.244	512	29.5776
RCHGF000345	771	541.42	2516	78.1855
RCHGF000346	564	335.36	7802	391.421
RCHGF000347	645	415.641	4821	195.15
RCHGF000348	1029	799.348	1006	21.1744
RCHGF000349	681	451.53	1271	47.3596
RCHGF000350	831	601.381	2087	58.3878
RCHGF000351	402	180.606	301	28.0404
RCHGF000352	1038	808.348	391	8.13819
RCHGF000353	771	541.42	473	14.6986
RCHGF000354	717	487.455	636	21.9519
RCHGF000355	150	22.7047	15	11.1154
RCHGF000356	993	763.348	440	9.69794
RCHGF000357	1014	784.348	847	18.1687
RCHGF000358	1263	1033.35	1707	27.7931
RCHGF000359	135	18.3487	7	6.41863
RCHGF000360	903	673.362	539	13.4676
RCHGF000361	1992	1762.35	788	7.52288
RCHGF000362	870	640.369	536	14.0826
RCHGF000363	1176	946.348	628	11.165
RCHGF000364	510	282.482	285	16.9747
RCHGF000365	1290	1060.35	1129	17.9141
RCHGF000366	1002	772.348	1415	30.8243
RCHGF000367	759	529.42	922	29.3009
RCHGF000368	840	610.381	831	22.906
RCHGF000369	1383	1153.35	1420	20.7146
RCHGF000370	240	59.1032	1377	391.987
RCHGF000372	2397	2167.35	2769	21.4953
RCHGF000373	867	637.369	234	6.17696
RCHGF000374	1239	1009.35	1078	17.9691
RCHGF000375	138	19.3225	275	239.452
RCHGF000377	215	47.9037	275	96.5857
RCHGF000379	750	520.42	739	23.8913
RCHGF000380	594	365.01	201	9.2649
RCHGF000381	330	119.446	69	9.71908
RCHGF000382	1098	868.348	129	2.49945
RCHGF000383	558	329.45	35	1.78743
RCHGF000384	300	96.831	36	6.25515
RCHGF000385	1053	823.348	168	3.43301
RCHGF000386	474	247.725	44	2.98836
RCHGF000387	396	175.261	37	3.55195
RCHGF000388	663	433.548	52	2.01798
RCHGF000389	834	604.381	56	1.55893
RCHGF000390	744	514.42	94	3.0744
RCHGF000391	735	505.43	397	13.2154
RCHGF000392	1053	823.348	153	3.12649
RCHGF000393	867	637.369	702	18.5309
RCHGF000394	1026	796.348	526	11.113
RCHGF000395	1431	1201.35	302	4.22948
RCHGF000396	1275	1045.35	179	2.88099
RCHGF000397	561	332.397	92	4.65672
RCHGF000398	3159	2929.35	489	2.80858
RCHGF000399	1293	1063.35	207	3.27525
RCHGF000400	300	96.831	24	4.1701
RCHGF000401	309	103.438	26	4.22904
RCHGF000402	645	415.641	370	14.9773
RCHGF000403	312	105.645	1699	270.579
RCHGF000404	141	20.1611	9	7.51066
RCHGF000405	591	362.057	47	2.18409
RCHGF000406	1173	943.348	54	0.963099
RCHGF000407	1572	1342.35	118	1.47899
RCHGF000408	831	601.381	183	5.11977
RCHGF000409	468	242.016	137	9.52412
RCHGF000410	207	44.3371	2433	923.26
RCHGF000411	462	236.327	11916	848.335
RCHGF000412	300	96.831	4413	766.777
RCHGF000413	288	88.2393	2193	418.144
RCHGF000414	492	265.084	2106	133.667
RCHGF000415	240	59.1032	6622	1885.07
RCHGF000416	1173	943.348	5118	91.2804
RCHGF000417	792	562.387	678	20.2835
RCHGF000418	3453	3223.35	2289	11.9478
RCHGF000419	558	329.45	443	22.6237
RCHGF000420	162	26.405	415	264.43
RCHGF000421	1353	1123.35	1215	18.1975
RCHGF000422	804	574.387	105	3.07563
RCHGF000423	1359	1129.35	239	3.56057
RCHGF000424	852	622.375	94	2.54112
RCHGF000425	1041	811.348	194	4.02294
RCHGF000426	837	607.381	218	6.03872
RCHGF000427	783	553.392	228	6.93188
RCHGF000428	477	250.574	74	4.96872
RCHGF000429	438	213.6	51	4.01716
RCHGF000430	1455	1225.35	382	5.24509
RCHGF000431	843	613.375	400	10.9719
RCHGF000432	1041	811.348	396	8.21178
RCHGF000433	1914	1684.35	658	6.57269
RCHGF000434	666	436.543	183	7.05299
RCHGF000435	717	487.455	207	7.14473
RCHGF000436	465	239.194	92	6.47123
RCHGF000437	1188	958.348	895	15.7126
RCHGF000438	1416	1186.35	928	13.1609
RCHGF000439	1086	856.348	412	8.09462
RCHGF000440	261	70.2701	145	34.7174
RCHGF000441	2100	1870.35	1510	13.5833
RCHGF000442	612	382.875	3423	150.418
RCHGF000443	993	763.348	11814	260.39
RCHGF000444	324	114.796	1299	190.384
RCHGF000445	132	17.5039	279	268.175
RCHGF000446	381	161.972	183	19.0091
RCHGF000447	135	18.3487	11	10.0864
RCHGF000448	144	21.0608	11	8.78752
RCHGF000449	1356	1126.35	4346	64.9182
RCHGF000450	1116	886.348	2981	56.5857
RCHGF000451	192	37.8141	4	1.77974
RCHGF000452	201	41.634	552	223.069
RCHGF000453	1098	868.348	3166	61.3432
RCHGF000454	1941	1711.35	3048	29.9658
RCHGF000455	2511	2281.35	6448	47.5535
RCHGF000457	1284	1054.35	2402	38.33
RCHGF000459	453	227.737	221	16.327
RCHGF000460	1806	1576.35	921	9.83008
RCHGF000461	306	101.264	308	51.1735
RCHGF000462	594	365.01	927	42.7291
RCHGF000463	933	703.355	242	5.78882
RCHGF000464	555	326.512	809	41.6868
RCHGF000465	771	541.42	875	27.1909
RCHGF000466	1218	988.348	3577	60.8917
RCHGF000467	2529	2299.35	2911	21.3004
RCHGF000468	2085	1855.35	1192	10.8094
RCHGF000469	909	679.362	425	10.5254
RCHGF000470	738	508.43	394	13.0381
RCHGF000471	777	547.392	564	17.3352
RCHGF000472	843	613.375	656	17.994
RCHGF000473	336	124.24	73	9.88579
RCHGF000474	558	329.45	197	10.0607
RCHGF000475	648	418.62	2326	93.4844
RCHGF000476	147	21.8547	20	15.397
RCHGF000477	630	400.739	697	29.2631
RCHGF000478	975	745.348	2467	55.6877
RCHGF000479	1068	838.348	2008	40.2985
RCHGF000480	855	625.375	1771	47.6461
RCHGF000481	693	463.512	105	3.81134
RCHGF000482	678	448.535	440	16.5046
RCHGF000483	1641	1411.35	1163	13.8642
RCHGF000484	2343	2113.35	3916	31.176
RCHGF000485	546	317.667	669	35.4326
RCHGF000486	111	11.8716	2	2.83447
RCHGF000487	486	259.261	199	12.9141
RCHGF000488	441	216.375	116	9.01988
RCHGF000489	1035	805.348	270	5.64065
RCHGF000490	312	105.645	17	2.70738
RCHGF000491	2640	2410.35	623	4.34868
RCHGF000492	1941	1711.35	2306	22.671
RCHGF000493	366	148.953	206	23.2684
RCHGF000494	1773	1543.35	3081	33.5875
RCHGF000495	477	250.574	712	47.8072
RCHGF000496	765	535.42	579	18.1942
RCHGF000497	762	532.42	388	12.261
RCHGF000498	939	709.348	1618	38.3768
RCHGF000499	846	616.375	1655	45.1754
RCHGF000500	1260	1030.35	2049	33.4586
RCHGF000501	1014	784.348	1043	22.373
RCHGF000502	1095	865.348	1443	28.0559
RCHGF000503	1011	781.348	539	11.6063
RCHGF000504	1083	853.348	4860	95.8207
RCHGF000505	1233	1003.35	3375	56.5941
RCHGF000506	165	27.3361	15	9.23217
RCHGF000507	921	691.355	176	4.28313
RCHGF000508	348	133.89	388	48.7566
RCHGF000509	138	19.3225	41	35.7002
RCHGF000510	153	23.6899	7	4.97147
RCHGF000512	498	270.869	137	8.50964
RCHGF000513	3693	3463.35	1855	9.0115
RCHGF000514	1572	1342.35	567	7.10669
RCHGF000515	1029	799.348	263	5.53566
RCHGF000516	585	356.086	173	8.17411
RCHGF000517	1530	1300.35	846	10.9461
RCHGF000518	438	213.6	1453	114.45
RCHGF000519	690	460.521	438	16.002
RCHGF000520	750	520.42	466	15.0654
RCHGF000521	1224	994.348	664	11.2352
RCHGF000522	714	484.464	483	16.7739
RCHGF000523	369	151.551	147	16.3195
RCHGF000524	327	117.104	280	40.2288
RCHGF000526	186	35.3173	20	9.52777
RCHGF000527	561	332.397	50	2.53083
RCHGF000528	807	577.387	89	2.59342
RCHGF000529	627	397.747	143	6.04893
RCHGF000530	273	77.863	4482	968.479
RCHGF000531	678	448.535	118	4.42625
RCHGF000532	1053	823.348	120	2.45215
RCHGF000533	978	748.348	263	5.91291
RCHGF000534	519	291.244	351	20.2768
RCHGF000535	702	472.502	4488	159.808
RCHGF000536	573	344.262	149	7.28194
RCHGF000537	1323	1093.35	1942	29.8841
RCHGF000538	639	409.695	74	3.03893
RCHGF000539	1641	1411.35	2125	25.3323
RCHGF000540	1764	1534.35	3511	38.4996
RCHGF000541	756	526.42	542	17.3227
RCHGF000542	894	664.362	191	4.83702
RCHGF000543	2409	2179.35	489	3.77513
RCHGF000544	1371	1141.35	1152	16.9818
RCHGF000545	960	730.348	2107	48.5382
RCHGF000546	165	27.3361	0	0
RCHGF000547	378	159.325	3235	341.617
RCHGF000548	426	202.488	63	5.23469
RCHGF000549	471	244.874	81	5.56534
RCHGF000550	840	610.381	292	8.0488
RCHGF000551	702	472.502	123	4.37976
RCHGF000552	1836	1606.35	410	4.29431
RCHGF000553	312	105.645	112	17.8369
RCHGF000554	1257	1027.35	290	4.7493
RCHGF000555	345	131.423	43	5.50485
RCHGF000556	1443	1213.35	182	2.52369
RCHGF000557	873	643.369	680	17.7827
RCHGF000558	795	565.387	399	11.8734
RCHGF000559	747	517.42	448	14.5675
RCHGF000560	1356	1126.35	1076	16.0727
RCHGF000561	453	227.737	312	23.05
RCHGF000562	477	250.574	117	7.85595
RCHGF000563	1587	1357.35	2045	25.3485
RCHGF000564	816	586.387	2504	71.8455
RCHGF000565	543	314.699	1081	57.7936
RCHGF000566	600	370.973	243	11.0208
RCHGF000567	873	643.369	519	13.5724
RCHGF000568	837	607.381	1417	39.2517
RCHGF000569	828	598.381	3776	106.17
RCHGF000570	717	487.455	657	22.6767
RCHGF000571	1341	1111.35	4230	64.0383
RCHGF000572	774	544.409	735	22.7149
RCHGF000573	1353	1123.35	10270	153.817
RCHGF000574	951	721.348	4404	102.719
RCHGF000575	354	138.8	1010	122.428
RCHGF000576	1647	1417.35	1803	21.4027
RCHGF000577	669	439.543	1250	47.8473
RCHGF000578	1110	880.348	2970	56.7612
RCHGF000579	714	484.464	987	34.2772
RCHGF000580	504	276.651	263	15.9946
RCHGF000581	762	532.42	2008	63.454
RCHGF000582	762	532.42	775	24.4905
RCHGF000583	768	538.42	2458	76.8087
RCHGF000584	357	141.268	889	105.879
RCHGF000585	252	65.2221	35646	9195.29
RCHGF000586	1329	1099.35	666	10.1927
RCHGF000587	765	535.42	617	19.3883
RCHGF000588	222	51.0933	72	23.7093
RCHGF000589	369	151.551	1367	151.761
RCHGF000590	357	141.268	131	15.6019
RCHGF000592	3047	2817.35	2795	16.6913
RCHGF000594	1983	1753.35	2692	25.8319
RCHGF000595	1425	1195.35	3060	43.0702
RCHGF000596	237	57.669	17	4.9597
RCHGF000597	180	32.8402	6	3.07393
RCHGF000598	903	673.362	2776	69.3618
RCHGF000599	882	652.369	3470	89.4923
RCHGF000600	1116	886.348	3976	75.473
RCHGF000601	1755	1525.35	1536	16.9423
RCHGF000602	1134	904.348	4193	78.0079
RCHGF000603	1032	802.348	1254	26.2957
RCHGF000604	1392	1162.35	4352	62.9944
RCHGF000605	891	661.369	3242	82.4743
RCHGF000606	1026	796.348	3074	64.9457
RCHGF000607	1707	1477.35	2331	26.5466
RCHGF000608	1455	1225.35	881	12.0967
RCHGF000609	1098	868.348	1578	30.5747
RCHGF000610	951	721.348	1314	30.6478
RCHGF000611	900	670.362	596	14.9584
RCHGF000612	1146	916.348	1851	33.9856
RCHGF000613	1119	889.348	261	4.93762
RCHGF000614	825	595.381	1651	46.6554
RCHGF000615	1149	919.348	1132	20.7165
RCHGF000616	624	394.751	499	21.268
RCHGF000617	597	367.995	814	37.2161
RCHGF000618	1224	994.348	2226	37.6648
RCHGF000619	510	282.482	15846	943.795
RCHGF000620	1902	1672.35	1923	19.3465
RCHGF000621	237	57.669	106	30.9252
RCHGF000622	153	23.6899	1	0.71021
RCHGF000623	291	90.3533	66	12.2899
RCHGF000624	402	180.606	36	3.35367
RCHGF000625	111	11.8716	26	36.8481
RCHGF000626	963	733.348	181	4.15258
RCHGF000627	1191	961.348	3286.29	57.5141
RCHGF000628	204	42.9814	2	0.782886
RCHGF000629	1140	910.348	67.0063	1.23839
RCHGF000631	567	338.34	803	39.9311
RCHGF000632	720	490.45	936	32.1093
RCHGF000633	195	39.0741	20	8.61172
RCHGF000634	438	213.6	99	7.79801
RCHGF000635	879	649.369	1112	28.8113
RCHGF000636	1491	1261.35	3327	44.3779
RCHGF000637	1179	949.348	1473	26.1052
RCHGF000638	1308	1078.35	2181	34.0288
RCHGF000639	1023	793.348	5164	109.515
RCHGF000640	120	14.1159	374	445.771
RCHGF000641	408	185.979	2522	228.156
RCHGF000642	780	550.392	2559	78.2253
RCHGF000643	354	138.8	4515	547.289
RCHGF000644	177	31.8596	7	3.69664
RCHGF000645	786	556.392	442	13.3657
RCHGF000646	138	19.3225	33632	29284.6
RCHGF000647	762	532.42	3440	108.706
RCHGF000648	909	679.362	1703	42.1757
RCHGF000649	198	40.3163	40	16.6928
RCHGF000650	1101	871.348	604	11.6626
RCHGF000651	114	12.3999	15	20.3527
RCHGF000652	780	550.392	616	18.8303
