-e target_id	length	eff_length	Coculture_PT33_HGF2_Late_Replicate_2_HGF2_counts	tpm
RCHGF000185	1398	1164.97	4	43.2856
RCHGF000186	525	296.457	7	297.671
RCHGF000187	741	508.449	3	74.3829
RCHGF000188	456	230.732	3	163.913
RCHGF000189	1380	1146.97	13	142.886
RCHGF000190	1140	906.972	16	222.395
RCHGF000191	1401	1167.97	15	161.904
RCHGF000192	624	392.149	2	64.2952
RCHGF000193	1539	1305.97	0	0
RCHGF000194	1209	975.972	0	0
RCHGF000195	897	664.037	1	18.9849
RCHGF000196	1458	1224.97	1	10.2914
RCHGF000197	969	735.972	4	68.517
RCHGF000198	1287	1053.97	1	11.9611
RCHGF000199	1242	1008.97	1	12.4945
RCHGF000200	1446	1212.97	8	83.1455
RCHGF000201	1185	951.972	0	0
RCHGF000202	162	25.5136	0	0
RCHGF000203	582	352.048	57	2041.14
RCHGF000204	1209	975.972	71	917.108
RCHGF000205	720	487.695	31	801.333
RCHGF000206	1503	1269.97	23	228.314
RCHGF000207	1101	867.972	4	58.097
RCHGF000208	1332	1098.97	12	137.656
RCHGF000209	2175	1941.97	15	97.375
RCHGF000210	1710	1476.97	20	170.709
RCHGF000212	1578	1344.97	3	28.1195
RCHGF000213	1425	1191.97	7	74.034
RCHGF000214	315	111.228	0	0
RCHGF000215	435	211.315	0	0
RCHGF000216	723	490.695	3	77.0743
RCHGF000217	111	11.4951	0	0
RCHGF000218	651	418.991	2	60.1761
RCHGF000219	1050	816.972	0	0
RCHGF000220	132	16.1378	0	0
RCHGF000221	726	493.695	1	25.5353
RCHGF000222	1038	804.972	2	31.3219
RCHGF000223	1254	1020.97	2	24.6954
RCHGF000224	654	421.991	5	149.371
RCHGF000225	522	293.486	2	85.9098
RCHGF000226	1080	846.972	2	29.7687
RCHGF000227	282	87.3363	0	0
RCHGF000228	1026	792.972	0	0
RCHGF000229	336	127.226	0	0
RCHGF000230	711	478.695	2	52.6709
RCHGF000231	678	445.739	0	0
RCHGF000232	456	230.732	2	109.275
RCHGF000233	534	305.22	0	0
RCHGF000234	645	412.991	0	0
RCHGF000235	3291	3057.97	42	173.147
RCHGF000236	552	322.411	3	117.304
RCHGF000237	2649	2415.97	31	161.759
RCHGF000238	321	115.328	7	765.179
RCHGF000240	942	708.972	14	248.942
RCHGF000241	588	358.012	9	316.916
RCHGF000242	459	233.662	1	53.9524
RCHGF000243	1050	816.972	21	324.05
RCHGF000244	1551	1317.97	3	28.6955
RCHGF000245	783	550.145	2	45.8302
RCHGF000246	1434	1200.97	9	94.4733
RCHGF000247	1656	1422.97	3	26.5781
RCHGF000248	2358	2124.97	26	154.248
RCHGF000249	1101	867.972	19	275.961
RCHGF000250	1539	1305.97	9	86.8776
RCHGF000251	1095	861.972	6	87.7521
RCHGF000252	951	717.972	14	245.822
RCHGF000253	1254	1020.97	4	49.3907
RCHGF000254	1281	1047.97	1	12.0296
RCHGF000255	426	203.062	0	0
RCHGF000256	600	369.414	2	68.2521
RCHGF000257	1752	1518.97	5	41.4973
RCHGF000258	1128	894.972	2	28.1721
RCHGF000259	1206	972.972	3	38.8705
RCHGF000260	168	27.7616	32	14531.3
RCHGF000261	540	311.22	32	1296.23
RCHGF000262	816	583.037	1	21.6224
RCHGF000263	1410	1176.97	2	21.4222
RCHGF000264	978	744.972	3	50.7669
RCHGF000265	225	53.7094	0	0
RCHGF000266	207	44.573	0	0
RCHGF000267	150	22.0117	0	0
RCHGF000268	213	47.7347	0	0
RCHGF000269	759	526.249	0	0
RCHGF000270	939	705.972	1	17.8571
RCHGF000271	114	11.8429	0	0
RCHGF000272	2676	2442.97	1	5.16037
RCHGF000273	270	79.1054	4	637.461
RCHGF000274	204	43.1859	0	0
RCHGF000275	501	273.57	1	46.082
RCHGF000276	735	502.646	0	0
RCHGF000277	585	355.048	2	71.0138
RCHGF000279	345	134.37	7	656.742
RCHGF000280	600	369.414	0	0
RCHGF000281	591	360.485	0	0
RCHGF000282	864	631.037	2	39.9553
RCHGF000283	621	389.187	0	0
RCHGF000284	375	158.507	4	318.134
RCHGF000285	429	205.505	3	184.034
RCHGF000286	945	711.972	38	672.853
RCHGF000287	729	496.695	0	0
RCHGF000288	2244	2010.97	5	31.3446
RCHGF000289	1296	1062.97	6	71.1588
RCHGF000290	906	672.972	0	0
RCHGF000291	207	44.573	0	0
RCHGF000292	951	717.972	2	35.1174
RCHGF000293	885	652.037	2	38.6685
RCHGF000294	135	16.6083	0	0
RCHGF000295	711	478.695	3	79.0064
RCHGF000296	540	311.22	8	324.057
RCHGF000297	702	469.695	2	53.6802
RCHGF000298	771	538.145	1	23.4261
RCHGF000299	1164	930.972	8	108.331
RCHGF000300	1056	822.972	7	107.229
RCHGF000301	486	259.099	1	48.6556
RCHGF000302	1125	891.972	1	14.1334
RCHGF000303	264	75.3663	49	8196.31
RCHGF000304	873	640.037	0	0
RCHGF000305	954	720.972	0	0
RCHGF000306	294	95.9726	0	0
RCHGF000307	939	705.972	3	53.5714
RCHGF000308	1806	1572.97	0	0
RCHGF000309	840	607.037	1	20.7675
RCHGF000310	1101	867.972	2	29.0485
RCHGF000311	1026	792.972	0	0
RCHGF000312	264	75.3663	9	1505.44
RCHGF000313	2208	1974.97	29	185.113
RCHGF000314	1389	1155.97	4	43.6227
RCHGF000315	669	436.825	0	0
RCHGF000316	327	119.949	1	105.1
RCHGF000317	711	478.695	1	26.3355
RCHGF000318	1302	1068.97	6	70.7594
RCHGF000319	375	158.507	4	318.134
RCHGF000320	549	319.411	4	157.874
RCHGF000321	993	759.972	17	282.001
RCHGF000323	1233	999.972	0	0
RCHGF000324	771	538.145	0	0
RCHGF000325	576	346.116	0	0
RCHGF000326	864	631.037	1	19.9777
RCHGF000327	177	31.3249	0	0
RCHGF000328	162	25.5136	2	988.23
RCHGF000329	930	696.972	1	18.0877
RCHGF000330	978	744.972	6	101.534
RCHGF000331	1005	771.972	0	0
RCHGF000332	798	565.037	2	44.6224
RCHGF000333	522	293.486	1	42.9549
RCHGF000334	1650	1416.97	8	71.1751
RCHGF000335	699	466.695	0	0
RCHGF000336	459	233.662	1	53.9524
RCHGF000337	1299	1065.97	5	59.1321
RCHGF000338	282	87.3363	2	288.692
RCHGF000339	558	328.283	1	38.4018
RCHGF000340	171	28.7073	0	0
RCHGF000341	330	122.275	0	0
RCHGF000342	597	366.414	0	0
RCHGF000343	1161	927.972	0	0
RCHGF000344	519	290.514	0	0
RCHGF000345	771	538.145	6	140.557
RCHGF000346	564	334.283	0	0
RCHGF000347	645	412.991	0	0
RCHGF000348	1029	795.972	2	31.6761
RCHGF000349	681	448.739	2	56.187
RCHGF000350	831	598.037	15	316.201
RCHGF000351	402	181.384	0	0
RCHGF000352	1038	804.972	3	46.9829
RCHGF000353	771	538.145	0	0
RCHGF000354	717	484.695	2	52.0189
RCHGF000355	150	22.0117	1	572.725
RCHGF000356	993	759.972	1	16.5883
RCHGF000357	1014	780.972	11	177.565
RCHGF000358	1263	1029.97	18	220.316
RCHGF000359	135	16.6083	0	0
RCHGF000360	903	669.972	1	18.8167
RCHGF000361	1992	1758.97	6	43.0023
RCHGF000362	870	637.037	0	0
RCHGF000363	1176	942.972	0	0
RCHGF000364	510	281.883	0	0
RCHGF000365	1290	1056.97	0	0
RCHGF000366	1002	768.972	1	16.3941
RCHGF000367	759	526.249	3	71.867
RCHGF000368	840	607.037	0	0
RCHGF000369	1383	1149.97	3	32.8877
RCHGF000370	240	61.6304	2	409.105
RCHGF000372	2397	2163.97	4	23.3028
RCHGF000373	867	634.037	1	19.8831
RCHGF000374	1239	1005.97	0	0
RCHGF000375	138	17.5745	0	0
RCHGF000377	215	48.6781	1	258.98
RCHGF000379	750	517.299	2	48.7402
RCHGF000380	594	363.45	0	0
RCHGF000381	330	122.275	0	0
RCHGF000382	1098	864.972	0	0
RCHGF000383	558	328.283	0	0
RCHGF000384	300	99.9898	0	0
RCHGF000385	1053	819.972	0	0
RCHGF000386	474	247.754	0	0
RCHGF000387	396	176.226	0	0
RCHGF000388	663	430.825	0	0
RCHGF000389	834	601.037	0	0
RCHGF000390	744	511.349	0	0
RCHGF000391	735	502.646	2	50.1611
RCHGF000392	1053	819.972	0	0
RCHGF000393	867	634.037	0	0
RCHGF000394	1026	792.972	1	15.898
RCHGF000395	1431	1197.97	7	73.6632
RCHGF000396	1275	1041.97	1	12.0988
RCHGF000397	561	331.283	0	0
RCHGF000398	3159	2925.97	0	0
RCHGF000399	1293	1059.97	0	0
RCHGF000400	300	99.9898	0	0
RCHGF000401	309	106.859	0	0
RCHGF000402	645	412.991	0	0
RCHGF000403	312	109.018	1	115.638
RCHGF000404	141	18.6265	0	0
RCHGF000405	591	360.485	1	34.9713
RCHGF000406	1173	939.972	0	0
RCHGF000407	1572	1338.97	0	0
RCHGF000408	831	598.037	0	0
RCHGF000409	468	242.096	0	0
RCHGF000410	207	44.573	0	0
RCHGF000411	462	236.38	1	53.332
RCHGF000412	300	99.9898	0	0
RCHGF000413	288	91.4858	3	413.396
RCHGF000414	492	265.022	3	142.705
RCHGF000415	240	61.6304	20	4091.05
RCHGF000416	1173	939.972	15	201.176
RCHGF000417	792	559.092	6	135.291
RCHGF000418	3453	3219.97	9	35.2363
RCHGF000419	558	328.283	0	0
RCHGF000420	162	25.5136	6	2964.69
RCHGF000421	1353	1119.97	1	11.2562
RCHGF000422	804	571.037	0	0
RCHGF000423	1359	1125.97	0	0
RCHGF000424	852	619.037	0	0
RCHGF000425	1041	807.972	0	0
RCHGF000426	837	604.037	0	0
RCHGF000427	783	550.145	0	0
RCHGF000428	477	250.631	1	50.2997
RCHGF000429	438	214.145	0	0
RCHGF000430	1455	1221.97	1	10.3166
RCHGF000431	843	610.037	0	0
RCHGF000432	1041	807.972	0	0
RCHGF000433	1914	1680.97	1	7.49961
RCHGF000434	666	433.825	0	0
RCHGF000435	717	484.695	0	0
RCHGF000436	465	239.215	1	52.7001
RCHGF000437	1188	954.972	3	39.6032
RCHGF000438	1416	1182.97	0	0
RCHGF000439	1086	852.972	0	0
RCHGF000440	261	73.6432	0	0
RCHGF000441	2100	1866.97	2	13.5049
RCHGF000442	612	380.786	4	132.428
RCHGF000443	993	759.972	10	165.883
RCHGF000444	324	117.762	0	0
RCHGF000445	132	16.1378	0	0
RCHGF000446	381	163.888	0	0
RCHGF000447	135	16.6083	0	0
RCHGF000448	144	19.8275	0	0
RCHGF000449	1356	1122.97	8	89.8091
RCHGF000450	1116	882.972	9	128.498
RCHGF000451	192	37.4118	0	0
RCHGF000452	201	41.8356	0	0
RCHGF000453	1098	864.972	1	14.5746
RCHGF000454	1941	1707.97	3	22.1432
RCHGF000455	2511	2277.97	4	22.1366
RCHGF000457	1284	1050.97	2	23.9904
RCHGF000459	453	228.19	1	55.2463
RCHGF000460	1806	1572.97	1	8.01454
RCHGF000461	306	104.515	1	120.62
RCHGF000462	594	363.45	2	69.3721
RCHGF000463	933	699.972	2	36.0204
RCHGF000464	555	325.347	3	116.245
RCHGF000465	771	538.145	0	0
RCHGF000466	1218	984.972	11	140.789
RCHGF000467	2529	2295.97	6	32.9446
RCHGF000468	2085	1851.97	2	13.6143
RCHGF000469	909	675.972	2	37.2993
RCHGF000470	738	505.449	1	24.9415
RCHGF000471	777	544.145	0	0
RCHGF000472	843	610.037	2	41.3307
RCHGF000473	336	127.226	0	0
RCHGF000474	558	328.283	0	0
RCHGF000475	648	415.991	11	333.356
RCHGF000476	147	20.9397	0	0
RCHGF000477	630	398.11	2	63.3324
RCHGF000478	975	741.972	2	33.9814
RCHGF000479	1068	834.972	1	15.0983
RCHGF000480	855	622.037	3	60.8001
RCHGF000481	693	460.695	0	0
RCHGF000482	678	445.739	2	56.5651
RCHGF000483	1641	1407.97	1	8.95376
RCHGF000484	2343	2109.97	0	0
RCHGF000485	546	316.818	0	0
RCHGF000486	111	11.4951	0	0
RCHGF000487	486	259.099	0	0
RCHGF000488	441	217.08	0	0
RCHGF000489	1035	801.972	3	47.1587
RCHGF000490	312	109.018	0	0
RCHGF000491	2640	2406.97	1	5.23755
RCHGF000492	1941	1707.97	10	73.8106
RCHGF000493	366	151.278	0	0
RCHGF000494	1773	1539.97	3	24.5588
RCHGF000495	477	250.631	1	50.2997
RCHGF000496	765	532.145	0	0
RCHGF000497	762	529.249	1	23.8199
RCHGF000498	939	705.972	7	125
RCHGF000499	846	613.037	2	41.1285
RCHGF000500	1260	1026.97	8	98.2044
RCHGF000501	1014	780.972	0	0
RCHGF000502	1095	861.972	5	73.1267
RCHGF000503	1011	777.972	2	32.409
RCHGF000504	1083	849.972	2	29.6637
RCHGF000505	1233	999.972	5	63.035
RCHGF000506	165	26.8171	0	0
RCHGF000507	921	687.972	0	0
RCHGF000508	348	136.884	3	276.292
RCHGF000509	138	17.5745	0	0
RCHGF000510	153	22.6145	0	0
RCHGF000512	498	270.596	1	46.5883
RCHGF000513	3693	3459.97	1	3.64357
RCHGF000514	1572	1338.97	0	0
RCHGF000515	1029	795.972	0	0
RCHGF000516	585	355.048	0	0
RCHGF000517	1530	1296.97	0	0
RCHGF000518	438	214.145	0	0
RCHGF000519	690	457.695	0	0
RCHGF000520	750	517.299	0	0
RCHGF000521	1224	990.972	1	12.7215
RCHGF000522	714	481.695	1	26.1714
RCHGF000523	369	153.506	0	0
RCHGF000524	327	119.949	0	0
RCHGF000526	186	34.7746	0	0
RCHGF000527	561	331.283	0	0
RCHGF000528	807	574.037	1	21.9614
RCHGF000529	627	395.11	0	0
RCHGF000530	273	81.3172	5	775.152
RCHGF000531	678	445.739	1	28.2826
RCHGF000532	1053	819.972	0	0
RCHGF000533	978	744.972	0	0
RCHGF000534	519	290.514	1	43.3942
RCHGF000535	702	469.695	18	483.121
RCHGF000536	573	343.15	0	0
RCHGF000537	1323	1089.97	2	23.132
RCHGF000538	639	407.071	0	0
RCHGF000539	1641	1407.97	2	17.9075
RCHGF000540	1764	1530.97	5	41.172
RCHGF000541	756	523.249	1	24.093
RCHGF000542	894	661.037	1	19.071
RCHGF000543	2409	2175.97	0	0
RCHGF000544	1371	1137.97	1	11.0782
RCHGF000545	960	726.972	7	121.389
RCHGF000546	165	26.8171	0	0
RCHGF000547	378	161.075	0	0
RCHGF000548	426	203.062	0	0
RCHGF000549	471	244.926	0	0
RCHGF000550	840	607.037	1	20.7675
RCHGF000551	702	469.695	0	0
RCHGF000552	1836	1602.97	0	0
RCHGF000553	312	109.018	0	0
RCHGF000554	1257	1023.97	0	0
RCHGF000555	345	134.37	0	0
RCHGF000556	1443	1209.97	2	20.8379
RCHGF000557	873	640.037	0	0
RCHGF000558	795	562.037	0	0
RCHGF000559	747	514.299	0	0
RCHGF000560	1356	1122.97	0	0
RCHGF000561	453	228.19	0	0
RCHGF000562	477	250.631	0	0
RCHGF000563	1587	1353.97	0	0
RCHGF000564	816	583.037	0	0
RCHGF000565	543	314.097	1	40.1362
RCHGF000566	600	369.414	0	0
RCHGF000567	873	640.037	2	39.3935
RCHGF000568	837	604.037	4	83.4826
RCHGF000569	828	595.037	12	254.236
RCHGF000570	717	484.695	11	286.104
RCHGF000571	1341	1107.97	23	261.697
RCHGF000572	774	541.145	0	0
RCHGF000573	1353	1119.97	8	90.0497
RCHGF000574	951	717.972	7	122.911
RCHGF000575	354	141.487	10	891.01
RCHGF000576	1647	1413.97	2	17.8315
RCHGF000577	669	436.825	2	57.7194
RCHGF000578	1110	876.972	2	28.7504
RCHGF000579	714	481.695	2	52.3429
RCHGF000580	504	276.38	1	45.6135
RCHGF000581	762	529.249	7	166.739
RCHGF000582	762	529.249	0	0
RCHGF000583	768	535.145	0	0
RCHGF000584	357	143.877	2	175.243
RCHGF000585	252	68.2131	506	93515.2
RCHGF000586	1329	1095.97	0	0
RCHGF000587	765	532.145	0	0
RCHGF000588	222	52.2796	0	0
RCHGF000589	369	153.506	0	0
RCHGF000590	357	143.877	0	0
RCHGF000592	3047	2813.97	7	31.3601
RCHGF000594	1983	1749.97	7	50.4274
RCHGF000595	1425	1191.97	3	31.7289
RCHGF000596	237	59.9487	0	0
RCHGF000597	180	32.4159	0	0
RCHGF000598	903	669.972	1	18.8167
RCHGF000599	882	649.037	0	0
RCHGF000600	1116	882.972	5	71.3875
RCHGF000601	1755	1521.97	0	0
RCHGF000602	1134	900.972	2	27.9845
RCHGF000603	1032	798.972	1	15.7786
RCHGF000604	1392	1158.97	9	97.8969
RCHGF000605	891	658.037	3	57.4739
RCHGF000606	1026	792.972	0	0
RCHGF000607	1707	1473.97	3	25.6585
RCHGF000608	1455	1221.97	0	0
RCHGF000609	1098	864.972	1	14.5746
RCHGF000610	951	717.972	1	17.5587
RCHGF000611	900	666.972	0	0
RCHGF000612	1146	912.972	2	27.6167
RCHGF000613	1119	885.972	3	42.6875
RCHGF000614	825	592.037	0	0
RCHGF000615	1149	915.972	0	0
RCHGF000616	624	392.149	1	32.1476
RCHGF000617	597	366.414	0	0
RCHGF000618	1224	990.972	11	139.936
RCHGF000619	510	281.883	19	849.737
RCHGF000620	1902	1668.97	7	52.8748
RCHGF000621	237	59.9487	1	210.29
RCHGF000622	153	22.6145	0	0
RCHGF000623	291	93.6448	0	0
RCHGF000624	402	181.384	0	0
RCHGF000625	111	11.4951	0	0
RCHGF000626	963	729.972	0	0
RCHGF000627	1191	957.972	13	171.076
RCHGF000628	204	43.1859	0	0
RCHGF000629	1140	906.972	0	0
RCHGF000631	567	337.25	0	0
RCHGF000632	720	487.695	1	25.8495
RCHGF000633	195	38.7363	0	0
RCHGF000634	438	214.145	0	0
RCHGF000635	879	646.037	9	175.624
RCHGF000636	1491	1257.97	14	140.3
RCHGF000637	1179	945.972	1	13.3267
RCHGF000638	1308	1074.97	9	105.547
RCHGF000639	1023	789.972	3	47.875
RCHGF000640	120	13.2402	1	952.148
RCHGF000641	408	186.727	7	472.597
RCHGF000642	780	547.145	8	184.326
RCHGF000643	354	141.487	5	445.505
RCHGF000644	177	31.3249	0	0
RCHGF000645	786	553.092	1	22.793
RCHGF000646	138	17.5745	0	0
RCHGF000647	762	529.249	2	47.6398
RCHGF000648	909	675.972	2	37.2993
RCHGF000649	198	40.3119	1	312.728
RCHGF000650	1101	867.972	0	0
RCHGF000651	114	11.8429	0	0
RCHGF000652	780	547.145	0	0
RCHGF000653	111	11.4951	0	0
RCHGF000654	1104	870.972	0	0
RCHGF000655	1167	933.972	1	13.4979
RCHGF000656	120	13.2402	1	952.148
RCHGF000657	891	658.037	0	0
RCHGF000658	117	12.5899	0	0
RCHGF000659	2055	1821.97	12	83.0307
RCHGF000660	309	106.859	0	0
RCHGF000661	1239	1005.97	0	0
RCHGF000662	324	117.762	0	0
RCHGF000663	1443	1209.97	0	0
RCHGF000664	1188	954.972	42	554.444
RCHGF000665	174	30.1392	0	0
RCHGF000666	537	308.22	0	0
RCHGF000667	1215	981.972	1	12.8381
RCHGF000668	2190	1956.97	1	6.44191
RCHGF000669	123	13.9583	0	0
RCHGF000670	528	299.339	1	42.1149
RCHGF000671	144	19.8275	0	0
RCHGF000672	813	580.037	0	0
RCHGF000673	423	200.428	0	0
RCHGF000674	141	18.6265	0	0
RCHGF000675	765	532.145	9	213.212
RCHGF000676	558	328.283	0	0
RCHGF000677	849	616.037	2	40.9282
RCHGF000678	1119	885.972	2	28.4583
RCHGF000679	144	19.8275	0	0
RCHGF000680	1035	801.972	11	172.915
RCHGF000681	666	433.825	0	0
RCHGF000682	918	684.972	0	0
RCHGF000683	747	514.299	4	98.0491
RCHGF000684	204	43.1859	0	0
RCHGF000685	960	726.972	12	208.096
RCHGF000686	798	565.037	10	223.112
RCHGF000687	777	544.145	1	23.1678
RCHGF000688	777	544.145	0	0
RCHGF000689	123	13.9583	0	0
RCHGF000690	921	687.972	0	0
RCHGF000691	300	99.9898	0	0
RCHGF000692	822	589.037	0	0
RCHGF000693	780	547.145	0	0
RCHGF000694	468	242.096	0	0
RCHGF000695	738	505.449	4	99.7659
RCHGF000696	408	186.727	0	0
RCHGF000697	2712	2478.97	1	5.08543
RCHGF000698	1215	981.972	0	0
RCHGF000699	1224	990.972	1	12.7215
RCHGF000700	600	369.414	0	0
RCHGF000701	729	496.695	2	50.7621
RCHGF000702	1737	1503.97	0	0
RCHGF000703	552	322.411	0	0
RCHGF000704	774	541.145	1	23.2962
RCHGF000705	756	523.249	0	0
RCHGF000706	699	466.695	1	27.0126
RCHGF000707	858	625.037	0	0
RCHGF000708	873	640.037	4	78.787
RCHGF000709	309	106.859	3	353.923
