-e target_id	length	eff_length	Coculture_PT33_HGF2_Early_Replicate_1_HGF2_counts	tpm
RCHGF000152	729	479.84	3	36.6042
RCHGF000153	444	205.443	1	28.498
RCHGF000154	765	515.792	0	0
RCHGF000155	1194	943.973	0	0
RCHGF000156	909	659.039	0	0
RCHGF000157	744	494.84	1	11.8315
RCHGF000158	555	307.833	0	0
RCHGF000159	1041	790.973	4	29.6077
RCHGF000160	927	677.039	0	0
RCHGF000161	1488	1237.97	0	0
RCHGF000162	1671	1420.97	3	12.3607
RCHGF000163	1053	802.973	2	14.5826
RCHGF000165	1038	787.973	8	59.4408
RCHGF000166	2400	2149.97	11	29.9548
RCHGF000167	120	13.8024	0	0
RCHGF000168	873	623.282	52	488.455
RCHGF000169	1836	1585.97	70	258.409
RCHGF000170	552	304.862	6	115.227
RCHGF000171	1230	979.973	9	53.7693
RCHGF000172	558	310.833	3	56.5068
RCHGF000173	468	226.672	3	77.4871
RCHGF000174	150	20.2849	2	577.248
RCHGF000175	1656	1405.97	32	133.254
RCHGF000176	873	623.282	6	56.3602
RCHGF000177	390	159.493	40	1468.34
RCHGF000178	876	626.282	124	1159.2
RCHGF000179	996	745.973	36	282.544
RCHGF000180	120	13.8024	0	0
RCHGF000181	813	563.282	10	103.939
RCHGF000182	786	536.792	3	32.7206
RCHGF000183	1230	979.973	4	23.8975
RCHGF000184	447	208.282	4	112.438
RCHGF000185	1398	1147.97	15	76.5007
RCHGF000186	525	279.657	11	230.289
RCHGF000187	741	491.84	12	142.844
RCHGF000188	456	216.284	5	135.348
RCHGF000189	1380	1129.97	6	31.0877
RCHGF000190	1140	889.973	26	171.042
RCHGF000191	1401	1150.97	40	203.47
RCHGF000192	624	375.738	1	15.5819
RCHGF000193	1539	1288.97	5	22.7108
RCHGF000194	1209	958.973	5	30.526
RCHGF000195	897	647.039	6	54.2909
RCHGF000196	1458	1207.97	4	19.3869
RCHGF000197	969	718.973	0	0
RCHGF000198	1287	1036.97	3	16.9379
RCHGF000199	1242	991.973	4	23.6084
RCHGF000200	1446	1195.97	12	58.7443
RCHGF000201	1185	934.973	4	25.0476
RCHGF000202	162	24.0353	0	0
RCHGF000203	582	334.5	137	2397.9
RCHGF000204	1209	958.973	148	903.569
RCHGF000205	720	470.84	54	671.47
RCHGF000206	1503	1252.97	83	387.831
RCHGF000207	1101	850.973	19	130.721
RCHGF000208	1332	1081.97	21	113.634
RCHGF000209	2175	1924.97	50	152.073
RCHGF000210	1710	1459.97	39	156.396
RCHGF000212	1578	1327.97	14	61.7227
RCHGF000213	1425	1174.97	18	89.6914
RCHGF000214	315	103.027	2	113.654
RCHGF000215	435	197.51	3	88.9277
RCHGF000216	723	473.84	8	98.8472
RCHGF000217	111	13.748	0	0
RCHGF000218	651	402.404	1	14.5494
RCHGF000219	1050	799.973	4	29.2746
RCHGF000220	132	16.2843	0	0
RCHGF000221	726	476.84	1	12.2782
RCHGF000222	1038	787.973	9	66.8709
RCHGF000223	1254	1003.97	7	40.8208
RCHGF000224	654	405.404	11	158.859
RCHGF000225	522	276.657	2	42.3247
RCHGF000226	1080	829.973	9	63.487
RCHGF000227	282	80.7826	1	72.475
RCHGF000228	1026	775.973	2	15.09
RCHGF000229	336	117.88	0	0
RCHGF000230	711	461.971	0	0
RCHGF000231	678	429.054	2	27.2913
RCHGF000232	456	216.284	1	27.0696
RCHGF000233	534	287.961	8	162.653
RCHGF000234	645	396.666	11	162.358
RCHGF000235	3291	3040.97	77	148.246
RCHGF000236	552	304.862	2	38.409
RCHGF000237	2649	2398.97	100	244.051
RCHGF000238	321	107.187	6	327.73
RCHGF000240	942	692.039	24	203.042
RCHGF000241	588	340.308	13	223.654
RCHGF000242	459	218.903	6	160.474
RCHGF000243	1050	799.973	55	402.525
RCHGF000244	1551	1300.97	15	67.5039
RCHGF000245	783	533.792	9	98.7135
RCHGF000246	1434	1183.97	27	133.514
RCHGF000247	1656	1405.97	9	37.4776
RCHGF000248	2358	2107.97	37	102.764
RCHGF000249	1101	850.973	31	213.281
RCHGF000250	1539	1288.97	20	90.8432
RCHGF000251	1095	844.973	26	180.151
RCHGF000252	951	701.039	56	467.683
RCHGF000253	1254	1003.97	9	52.4839
RCHGF000254	1281	1030.97	12	68.1459
RCHGF000255	426	189.533	3	92.6705
RCHGF000256	600	352.014	43	715.178
RCHGF000257	1752	1501.97	17	66.2663
RCHGF000258	1128	877.973	1	6.66845
RCHGF000259	1206	955.973	9	55.1192
RCHGF000260	168	25.9137	68	15363.3
RCHGF000261	540	293.878	35	697.279
RCHGF000262	816	566.282	6	62.0332
RCHGF000263	1410	1159.97	9	45.4256
RCHGF000264	978	727.973	12	96.5099
RCHGF000265	225	49.4765	0	0
RCHGF000266	207	41.1068	0	0
RCHGF000267	150	20.2849	1	288.624
RCHGF000268	213	43.7669	1	133.77
RCHGF000269	759	509.84	2	22.9669
RCHGF000270	939	689.039	2	16.9939
RCHGF000271	114	13.4695	0	0
RCHGF000272	2676	2425.97	5	12.0667
RCHGF000273	270	74.0281	4	316.351
RCHGF000274	204	39.7946	1	147.123
RCHGF000275	501	257.068	1	22.775
RCHGF000276	735	485.84	1	12.0507
RCHGF000277	585	337.436	2	34.7012
RCHGF000279	345	124.381	15	706.063
RCHGF000280	600	352.014	2	33.2641
RCHGF000281	591	343.276	4	68.2217
RCHGF000282	864	614.282	8	76.248
RCHGF000283	621	372.843	1	15.7029
RCHGF000284	375	147.888	5	197.945
RCHGF000285	429	192.045	1	30.4862
RCHGF000286	945	695.039	66	555.956
RCHGF000287	729	479.84	1	12.2014
RCHGF000288	2244	1993.97	17	49.9155
RCHGF000289	1296	1045.97	23	128.74
RCHGF000290	906	656.039	1	8.92435
RCHGF000291	207	41.1068	2	284.854
RCHGF000292	951	701.039	5	41.7574
RCHGF000293	885	635.282	12	110.591
RCHGF000294	135	17.0838	0	0
RCHGF000295	711	461.971	11	139.407
RCHGF000296	540	293.878	24	478.134
RCHGF000297	702	452.971	1	12.9251
RCHGF000298	771	521.792	9	100.984
RCHGF000299	1164	913.973	7	44.8405
RCHGF000300	1056	805.973	16	116.227
RCHGF000301	486	242.993	4	96.3767
RCHGF000302	1125	874.973	18	120.444
RCHGF000303	264	70.3651	61	5075.5
RCHGF000304	873	623.282	4	37.5735
RCHGF000305	954	703.973	1	8.31668
RCHGF000306	294	88.6962	0	0
RCHGF000307	939	689.039	8	67.9755
RCHGF000308	1806	1555.97	4	15.051
RCHGF000309	840	590.282	3	29.7555
RCHGF000310	1101	850.973	2	13.7601
RCHGF000311	1026	775.973	11	82.995
RCHGF000312	264	70.3651	10	832.049
RCHGF000313	2208	1957.97	46	137.549
RCHGF000314	1389	1138.97	12	61.6842
RCHGF000315	669	420.054	6	83.6281
RCHGF000316	327	111.239	6	315.792
RCHGF000317	711	461.971	0	0
RCHGF000318	1302	1051.97	15	83.482
RCHGF000319	375	147.888	5	197.945
RCHGF000320	549	302.177	8	155.001
RCHGF000321	993	742.973	41	323.085
RCHGF000323	1233	982.973	0	0
RCHGF000324	771	521.792	1	11.2204
RCHGF000325	576	328.562	1	17.8192
RCHGF000326	864	614.282	3	28.593
RCHGF000327	177	28.856	0	0
RCHGF000328	162	24.0353	1	243.588
RCHGF000329	930	680.039	1	8.60939
RCHGF000330	978	727.973	4	32.17
RCHGF000331	1005	754.973	1	7.75487
RCHGF000332	798	548.386	1	10.6763
RCHGF000333	522	276.657	2	42.3247
RCHGF000334	1650	1399.97	23	96.1865
RCHGF000335	699	449.971	6	78.0679
RCHGF000336	459	218.903	4	106.983
RCHGF000337	1299	1048.97	12	66.9766
RCHGF000338	282	80.7826	11	797.225
RCHGF000339	558	310.833	5	94.178
RCHGF000340	171	26.7274	0	0
RCHGF000341	330	113.284	1	51.682
RCHGF000342	597	349.047	1	16.7734
RCHGF000343	1161	910.973	3	19.2807
RCHGF000344	519	273.709	2	42.7806
RCHGF000345	771	521.792	2	22.4408
RCHGF000346	564	316.713	1	18.4859
RCHGF000347	645	396.666	1	14.7598
RCHGF000348	1029	778.973	2	15.0319
RCHGF000349	681	432.054	3	40.6527
RCHGF000350	831	581.282	10	100.721
RCHGF000351	402	169.097	2	69.247
RCHGF000352	1038	787.973	12	89.1612
RCHGF000353	771	521.792	2	22.4408
RCHGF000354	717	467.84	2	25.0287
RCHGF000355	150	20.2849	0	0
RCHGF000356	993	742.973	7	55.1609
RCHGF000357	1014	763.973	11	84.2987
RCHGF000358	1263	1012.97	27	156.053
RCHGF000359	135	17.0838	0	0
RCHGF000360	903	653.039	5	44.8267
RCHGF000361	1992	1741.97	1	3.36097
RCHGF000362	870	620.282	4	37.7552
RCHGF000363	1176	925.973	5	31.6139
RCHGF000364	510	265.221	1	22.0749
RCHGF000365	1290	1039.97	6	33.7781
RCHGF000366	1002	751.973	5	38.929
RCHGF000367	759	509.84	6	68.9007
RCHGF000368	840	590.282	2	19.837
RCHGF000369	1383	1132.97	13	67.1784
RCHGF000370	240	57.0879	6	615.337
RCHGF000372	2397	2146.97	17	46.3584
RCHGF000373	867	617.282	1	9.48467
RCHGF000374	1239	988.973	9	53.28
RCHGF000375	138	17.7395	4	1320.15
RCHGF000377	215	44.7456	2	261.689
RCHGF000379	750	500.84	1	11.6898
RCHGF000380	594	346.178	3	50.7373
RCHGF000381	330	113.284	1	51.682
RCHGF000382	1098	847.973	4	27.6175
RCHGF000383	558	310.833	0	0
RCHGF000384	300	92.4742	0	0
RCHGF000385	1053	802.973	4	29.1652
RCHGF000386	474	232.071	0	0
RCHGF000387	396	164.565	0	0
RCHGF000388	663	414.093	0	0
RCHGF000389	834	584.282	1	10.0204
RCHGF000390	744	494.84	0	0
RCHGF000391	735	485.84	18	216.913
RCHGF000392	1053	802.973	2	14.5826
RCHGF000393	867	617.282	1	9.48467
RCHGF000394	1026	775.973	2	15.09
RCHGF000395	1431	1180.97	7	34.7028
RCHGF000396	1275	1024.97	0	0
RCHGF000397	561	313.833	0	0
RCHGF000398	3159	2908.97	8	16.1011
RCHGF000399	1293	1042.97	5	28.0675
RCHGF000400	300	92.4742	1	63.3119
RCHGF000401	309	98.9086	0	0
RCHGF000402	645	396.666	1	14.7598
RCHGF000403	312	101.021	1	57.9552
RCHGF000404	141	18.2145	0	0
RCHGF000405	591	343.276	2	34.1109
RCHGF000406	1173	922.973	0	0
RCHGF000407	1572	1321.97	1	4.42877
RCHGF000408	831	581.282	1	10.0721
RCHGF000409	468	226.672	1	25.829
RCHGF000410	207	41.1068	1	142.427
RCHGF000411	462	221.477	3	79.3048
RCHGF000412	300	92.4742	0	0
RCHGF000413	288	84.3125	5	347.203
RCHGF000414	492	248.596	4	94.2047
RCHGF000415	240	57.0879	22	2256.24
RCHGF000416	1173	922.973	30	190.3
RCHGF000417	792	542.386	6	64.7663
RCHGF000418	3453	3202.97	14	25.5906
RCHGF000419	558	310.833	6	113.014
RCHGF000420	162	24.0353	2	487.177
RCHGF000421	1353	1102.97	9	47.7731
RCHGF000422	804	554.282	0	0
RCHGF000423	1359	1108.97	0	0
RCHGF000424	852	602.282	0	0
RCHGF000425	1041	790.973	0	0
RCHGF000426	837	587.282	5	49.8459
RCHGF000427	783	533.792	1	10.9682
RCHGF000428	477	234.846	0	0
RCHGF000429	438	200.179	1	29.2475
RCHGF000430	1455	1204.97	1	4.8588
RCHGF000431	843	593.282	2	19.7367
RCHGF000432	1041	790.973	4	29.6077
RCHGF000433	1914	1663.97	2	7.03704
RCHGF000434	666	417.054	0	0
RCHGF000435	717	467.84	2	25.0287
RCHGF000436	465	224.217	1	26.1119
RCHGF000437	1188	937.973	17	106.112
RCHGF000438	1416	1165.97	8	40.1705
RCHGF000439	1086	835.973	6	42.0209
RCHGF000440	261	68.5087	1	85.4595
RCHGF000441	2100	1849.97	11	34.8124
RCHGF000442	612	363.913	9	144.794
RCHGF000443	993	742.973	17	133.962
RCHGF000444	324	109.298	0	0
RCHGF000445	132	16.2843	1	359.533
RCHGF000446	381	152.66	4	153.405
RCHGF000447	135	17.0838	0	0
RCHGF000448	144	18.7588	0	0
RCHGF000449	1356	1105.97	7	37.0561
RCHGF000450	1116	865.973	10	67.6086
RCHGF000451	192	34.6129	0	0
RCHGF000452	201	38.4858	0	0
RCHGF000453	1098	847.973	10	69.0437
RCHGF000454	1941	1690.97	1	3.46234
RCHGF000455	2511	2260.97	23	59.5578
RCHGF000457	1284	1033.97	17	96.26
RCHGF000459	453	213.619	3	82.2217
RCHGF000460	1806	1555.97	3	11.2882
RCHGF000461	306	96.713	2	121.074
RCHGF000462	594	346.178	10	169.124
RCHGF000463	933	683.039	0	0
RCHGF000464	555	307.833	4	76.0767
RCHGF000465	771	521.792	5	56.1021
RCHGF000466	1218	967.973	8	48.3875
RCHGF000467	2529	2278.97	20	51.3803
RCHGF000468	2085	1834.97	2	6.38126
RCHGF000469	909	659.039	3	26.6512
RCHGF000470	738	488.84	0	0
RCHGF000471	777	527.792	0	0
RCHGF000472	843	593.282	1	9.86836
RCHGF000473	336	117.88	1	49.6667
RCHGF000474	558	310.833	3	56.5068
RCHGF000475	648	399.404	25	366.466
RCHGF000476	147	19.5619	0	0
RCHGF000477	630	381.702	2	30.6769
RCHGF000478	975	724.973	8	64.6062
RCHGF000479	1068	817.973	10	71.5759
RCHGF000480	855	605.282	4	38.6908
RCHGF000481	693	443.971	3	39.5615
RCHGF000482	678	429.054	2	27.2913
RCHGF000483	1641	1390.97	9	37.8817
RCHGF000484	2343	2092.97	3	8.39197
RCHGF000485	546	299.32	1	19.5601
RCHGF000486	111	13.748	0	0
RCHGF000487	486	242.993	1	24.0942
RCHGF000488	441	202.804	0	0
RCHGF000489	1035	784.973	7	52.2095
RCHGF000490	312	101.021	0	0
RCHGF000491	2640	2389.97	5	12.2485
RCHGF000492	1941	1690.97	10	34.6234
RCHGF000493	366	140.779	2	83.1762
RCHGF000494	1773	1522.97	18	69.1969
RCHGF000495	477	234.846	0	0
RCHGF000496	765	515.792	0	0
RCHGF000497	762	512.84	2	22.8325
RCHGF000498	939	689.039	16	135.951
RCHGF000499	846	596.282	6	58.9122
RCHGF000500	1260	1009.97	2	11.5938
RCHGF000501	1014	763.973	6	45.9811
RCHGF000502	1095	844.973	1	6.92888
RCHGF000503	1011	760.973	2	15.3875
RCHGF000504	1083	832.973	9	63.2583
RCHGF000505	1233	982.973	17	101.254
RCHGF000506	165	24.993	0	0
RCHGF000507	921	671.039	0	0
RCHGF000508	348	127.038	1	46.0863
RCHGF000509	138	17.7395	0	0
RCHGF000510	153	21.0613	0	0
RCHGF000512	498	254.117	0	0
RCHGF000513	3693	3442.97	14	23.8068
RCHGF000514	1572	1321.97	8	35.4302
RCHGF000515	1029	778.973	0	0
RCHGF000516	585	337.436	2	34.7012
RCHGF000517	1530	1279.97	6	27.4446
RCHGF000518	438	200.179	0	0
RCHGF000519	690	440.971	7	92.9381
RCHGF000520	750	500.84	0	0
RCHGF000521	1224	973.973	1	6.01117
RCHGF000522	714	464.884	0	0
RCHGF000523	369	143.121	1	40.9076
RCHGF000524	327	111.239	0	0
RCHGF000526	186	32.1101	0	0
RCHGF000527	561	313.833	0	0
RCHGF000528	807	557.282	7	73.5409
RCHGF000529	627	378.738	1	15.4585
RCHGF000530	273	76.0503	5	384.924
RCHGF000531	678	429.054	3	40.9369
RCHGF000532	1053	802.973	1	7.2913
RCHGF000533	978	727.973	3	24.1275
RCHGF000534	519	273.709	4	85.5611
RCHGF000535	702	452.971	35	452.38
RCHGF000536	573	325.562	2	35.9668
RCHGF000537	1323	1072.97	8	43.6523
RCHGF000538	639	390.666	2	29.973
RCHGF000539	1641	1390.97	14	58.9271
RCHGF000540	1764	1513.97	13	50.2726
RCHGF000541	756	506.84	1	11.5514
RCHGF000542	894	644.282	8	72.6976
RCHGF000543	2409	2158.97	1	2.71181
RCHGF000544	1371	1120.97	8	41.7831
RCHGF000545	960	709.973	14	115.45
RCHGF000546	165	24.993	0	0
RCHGF000547	378	150.481	1	38.9067
RCHGF000548	426	189.533	0	0
RCHGF000549	471	229.562	1	25.5039
RCHGF000550	840	590.282	0	0
RCHGF000551	702	452.971	0	0
RCHGF000552	1836	1585.97	1	3.69156
RCHGF000553	312	101.021	3	173.866
RCHGF000554	1257	1006.97	2	11.6284
RCHGF000555	345	124.381	0	0
RCHGF000556	1443	1192.97	1	4.90767
RCHGF000557	873	623.282	0	0
RCHGF000558	795	545.386	3	32.205
RCHGF000559	747	497.84	8	94.0819
RCHGF000560	1356	1105.97	3	15.8812
RCHGF000561	453	213.619	0	0
RCHGF000562	477	234.846	0	0
RCHGF000563	1587	1336.97	4	17.5163
RCHGF000564	816	566.282	5	51.6944
RCHGF000565	543	296.32	5	98.7906
RCHGF000566	600	352.014	0	0
RCHGF000567	873	623.282	3	28.1801
RCHGF000568	837	587.282	7	69.7842
RCHGF000569	828	578.282	29	293.606
RCHGF000570	717	467.84	10	125.144
RCHGF000571	1341	1090.97	60	321.991
RCHGF000572	774	524.792	4	44.6251
RCHGF000573	1353	1102.97	23	122.087
RCHGF000574	951	701.039	23	192.084
RCHGF000575	354	131.803	12	533.041
RCHGF000576	1647	1396.97	3	12.573
RCHGF000577	669	420.054	3	41.814
RCHGF000578	1110	859.973	0	0
RCHGF000579	714	464.884	12	151.127
RCHGF000580	504	259.821	2	45.0673
RCHGF000581	762	512.84	15	171.244
RCHGF000582	762	512.84	1	11.4163
RCHGF000583	768	518.792	0	0
RCHGF000584	357	134.086	1	43.664
RCHGF000585	252	63.1759	1030	95453.5
RCHGF000586	1329	1078.97	3	16.2786
RCHGF000587	765	515.792	2	22.7019
RCHGF000588	222	48.2164	1	121.426
RCHGF000589	369	143.121	4	163.63
RCHGF000590	357	134.086	1	43.664
RCHGF000592	3047	2796.97	8	16.7459
RCHGF000594	1983	1732.97	3	10.1353
RCHGF000595	1425	1174.97	4	19.9314
RCHGF000596	237	55.7221	0	0
RCHGF000597	180	30.1036	1	194.486
RCHGF000598	903	653.039	10	89.6534
RCHGF000599	882	632.282	5	46.2983
RCHGF000600	1116	865.973	2	13.5217
RCHGF000601	1755	1504.97	5	19.4512
RCHGF000602	1134	883.973	6	39.7391
RCHGF000603	1032	781.973	2	14.9742
RCHGF000604	1392	1141.97	6	30.7611
RCHGF000605	891	641.282	2	18.2594
RCHGF000606	1026	775.973	3	22.635
RCHGF000607	1707	1456.97	2	8.03683
RCHGF000608	1455	1204.97	4	19.4352
RCHGF000609	1098	847.973	8	55.235
RCHGF000610	951	701.039	2	16.703
RCHGF000611	900	650.039	1	9.00672
RCHGF000612	1146	895.973	9	58.8103
RCHGF000613	1119	868.973	10	67.3751
RCHGF000614	825	575.282	1	10.1771
RCHGF000615	1149	898.973	6	39.076
RCHGF000616	624	375.738	0	0
RCHGF000617	597	349.047	2	33.5468
RCHGF000618	1224	973.973	13	78.1452
RCHGF000619	510	265.221	28	618.097
RCHGF000620	1902	1651.97	24	85.0578
RCHGF000621	237	55.7221	2	210.14
RCHGF000622	153	21.0613	0	0
RCHGF000623	291	86.5118	3	203.026
RCHGF000624	402	169.097	1	34.6235
RCHGF000625	111	13.748	0	0
RCHGF000626	963	712.973	1	8.2117
RCHGF000627	1191	940.973	21	130.662
RCHGF000628	204	39.7946	0	0
RCHGF000629	1140	889.973	1	6.57853
RCHGF000631	567	319.654	0	0
RCHGF000632	720	470.84	1	12.4346
RCHGF000633	195	35.9031	0	0
RCHGF000634	438	200.179	1	29.2475
RCHGF000635	879	629.282	19	176.772
RCHGF000636	1491	1240.97	46	217.021
RCHGF000637	1179	928.973	1	6.30236
RCHGF000638	1308	1057.97	7	38.7373
RCHGF000639	1023	772.973	1	7.57429
RCHGF000640	120	13.8024	0	0
RCHGF000641	408	173.899	13	437.675
RCHGF000642	780	530.792	17	187.513
RCHGF000643	354	131.803	5	222.101
RCHGF000644	177	28.856	0	0
RCHGF000645	786	536.792	0	0
RCHGF000646	138	17.7395	2	660.076
RCHGF000647	762	512.84	5	57.0813
RCHGF000648	909	659.039	3	26.6512
RCHGF000649	198	37.1512	0	0
RCHGF000650	1101	850.973	7	48.1602
RCHGF000651	114	13.4695	0	0
RCHGF000652	780	530.792	3	33.0905
RCHGF000653	111	13.748	2	851.717
RCHGF000654	1104	853.973	3	20.5676
RCHGF000655	1167	916.973	4	25.5393
RCHGF000656	120	13.8024	0	0
RCHGF000657	891	641.282	3	27.3891
RCHGF000658	117	13.6716	0	0
RCHGF000659	2055	1804.97	12	38.9239
RCHGF000660	309	98.9086	1	59.1932
RCHGF000661	1239	988.973	1	5.92
RCHGF000662	324	109.298	0	0
RCHGF000663	1443	1192.97	3	14.723
RCHGF000664	1188	937.973	74	461.899
RCHGF000665	174	27.9217	1	209.683
RCHGF000666	537	290.934	6	120.743
RCHGF000667	1215	964.973	6	36.4034
RCHGF000668	2190	1939.97	4	12.0718
RCHGF000669	123	14.3709	0	0
RCHGF000670	528	282.151	1	20.7503
RCHGF000671	144	18.7588	0	0
RCHGF000672	813	563.282	1	10.3939
RCHGF000673	423	186.793	0	0
RCHGF000674	141	18.2145	0	0
RCHGF000675	765	515.792	27	306.475
RCHGF000676	558	310.833	0	0
RCHGF000677	849	599.282	8	78.1564
RCHGF000678	1119	868.973	5	33.6876
RCHGF000679	144	18.7588	0	0
RCHGF000680	1035	784.973	16	119.336
RCHGF000681	666	417.054	3	42.1148
RCHGF000682	918	668.039	2	17.5281
RCHGF000683	747	497.84	4	47.041
RCHGF000684	204	39.7946	0	0
RCHGF000685	960	709.973	22	181.421
RCHGF000686	798	548.386	21	224.202
