locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	locus_tag	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_000011	Protein Homology	CDS	8195	8443		+	0	ID=cds-pgaptmp_000011;Parent=gene-pgaptmp_000011;Name=extdb:pgaptmp_000011;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006876233.1;locus_tag=pgaptmp_000011;product=tail protein X;protein_id=extdb:pgaptmp_000011;transl_table=11	pgaptmp_000011	tail protein X	411483.FAEPRAA2165_01912	9.78E-54	168	COG1652@1|root,COG1652@2|Bacteria,1VFDR@1239|Firmicutes,25FRG@186801|Clostridia	186801|Clostridia	S	Psort location Cytoplasmic, score													Phage_tail_X							
pgaptmp_000012	Protein Homology	CDS	8440	9357		+	0	ID=cds-pgaptmp_000012;Parent=gene-pgaptmp_000012;Name=extdb:pgaptmp_000012;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299074.1;locus_tag=pgaptmp_000012;product=phage late control D family protein;protein_id=extdb:pgaptmp_000012;transl_table=11	pgaptmp_000012	phage late control D family protein	411483.FAEPRAA2165_01913	1.38E-223	615	COG3500@1|root,COG3500@2|Bacteria,1UZ7W@1239|Firmicutes,24BVB@186801|Clostridia,3WHJC@541000|Ruminococcaceae	186801|Clostridia	S	COG3500 Phage protein D				ko:K06905					ko00000										K06905	D; Bacteriophage probable baseplate hub protein
pgaptmp_000013	Protein Homology	CDS	9357	9707		+	0	ID=cds-pgaptmp_000013;Parent=gene-pgaptmp_000013;Name=extdb:pgaptmp_000013;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF040148.5;locus_tag=pgaptmp_000013;product=pre-mRNA-splicing factor;protein_id=extdb:pgaptmp_000013;transl_table=11	pgaptmp_000013	pre-mRNA-splicing factor	411483.FAEPRAA2165_01914	1.84E-76	228	29ZT4@1|root,30MU4@2|Bacteria,1V53H@1239|Firmicutes,24J1N@186801|Clostridia,3WM49@541000|Ruminococcaceae	186801|Clostridia																						
pgaptmp_000014	Protein Homology	CDS	9720	10406		+	0	ID=cds-pgaptmp_000014;Parent=gene-pgaptmp_000014;Name=extdb:pgaptmp_000014;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008398611.1;locus_tag=pgaptmp_000014;product=hypothetical protein;protein_id=extdb:pgaptmp_000014;transl_table=11	pgaptmp_000014	hypothetical protein	537007.BLAHAN_04248	1.99E-136	389	COG3499@1|root,COG3499@2|Bacteria,1UY2N@1239|Firmicutes,24EKA@186801|Clostridia	186801|Clostridia	S	P2 GpU family protein																				
pgaptmp_000015	Protein Homology	CDS	10419	10700		+	0	ID=cds-pgaptmp_000015;Parent=gene-pgaptmp_000015;Name=extdb:pgaptmp_000015;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008398609.1;locus_tag=pgaptmp_000015;product=early E1A protein;protein_id=extdb:pgaptmp_000015;transl_table=11	pgaptmp_000015	early E1A protein	537007.BLAHAN_04249	4.02E-58	180	2DA0R@1|root,32TUE@2|Bacteria,1VDUU@1239|Firmicutes,24STY@186801|Clostridia	186801|Clostridia																						
pgaptmp_000016	Protein Homology	CDS	10697	12043		+	0	ID=cds-pgaptmp_000016;Parent=gene-pgaptmp_000016;Name=extdb:pgaptmp_000016;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005933326.1;locus_tag=pgaptmp_000016;product=baseplate J/gp47 family protein;protein_id=extdb:pgaptmp_000016;transl_table=11	pgaptmp_000016	baseplate J/gp47 family protein	537007.BLAHAN_04250	0	869	COG3948@1|root,COG3948@2|Bacteria,1U044@1239|Firmicutes,248HR@186801|Clostridia,3Y1ZQ@572511|Blautia	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87													Baseplate_J							
pgaptmp_000017	Protein Homology	CDS	12058	12963		+	0	ID=cds-pgaptmp_000017;Parent=gene-pgaptmp_000017;Name=extdb:pgaptmp_000017;Ontology_term=GO:0098003,GO:0098025;gbkey=CDS;go_component=virus tail%2C baseplate|0098025||IEA;go_process=viral tail assembly|0098003||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299071.1;locus_tag=pgaptmp_000017;product=phage tail protein;protein_id=extdb:pgaptmp_000017;transl_table=11	pgaptmp_000017	phage tail protein	537007.BLAHAN_04251	1.63E-165	468	COG4385@1|root,COG4385@2|Bacteria,1V74W@1239|Firmicutes,24ED1@186801|Clostridia	186801|Clostridia	S	Phage tail protein (Tail_P2_I)													Tail_P2_I							
pgaptmp_000018	GeneMarkS-2+	CDS	12983	13294		+	0	ID=cds-pgaptmp_000018;Parent=gene-pgaptmp_000018;Name=extdb:pgaptmp_000018;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000018;product=hypothetical protein;protein_id=extdb:pgaptmp_000018;transl_table=11	pgaptmp_000018	hypothetical protein	537007.BLAHAN_04252	6.05E-69	208	2F3QC@1|root,33WH5@2|Bacteria,1VWDZ@1239|Firmicutes,251CN@186801|Clostridia	186801|Clostridia																						
pgaptmp_000019	Protein Homology	CDS	13315	13740		+	0	ID=cds-pgaptmp_000019;Parent=gene-pgaptmp_000019;Name=extdb:pgaptmp_000019;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008398605.1;locus_tag=pgaptmp_000019;product=hypothetical protein;protein_id=extdb:pgaptmp_000019;transl_table=11	pgaptmp_000019	hypothetical protein	537007.BLAHAN_04253	2.3E-91	268	2E8G9@1|root,332UJ@2|Bacteria,1VEJG@1239|Firmicutes,24TSY@186801|Clostridia,3Y254@572511|Blautia	186801|Clostridia																						
pgaptmp_000020	Protein Homology	CDS	13744	14112		+	0	ID=cds-pgaptmp_000020;Parent=gene-pgaptmp_000020;Name=extdb:pgaptmp_000020;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008398604.1;locus_tag=pgaptmp_000020;product=hypothetical protein;protein_id=extdb:pgaptmp_000020;transl_table=11	pgaptmp_000020	hypothetical protein	537007.BLAHAN_04254	1.6E-82	244	2EGTN@1|root,33AJS@2|Bacteria,1VHGF@1239|Firmicutes,25859@186801|Clostridia,3Y22D@572511|Blautia	186801|Clostridia																						
pgaptmp_000021	Protein Homology	CDS	14133	15230		+	0	ID=cds-pgaptmp_000021;Parent=gene-pgaptmp_000021;Name=extdb:pgaptmp_000021;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004220705.1;locus_tag=pgaptmp_000021;product=SUMF1/EgtB/PvdO family nonheme iron enzyme;protein_id=extdb:pgaptmp_000021;transl_table=11	pgaptmp_000021	SUMF1/EgtB/PvdO family nonheme iron enzyme	537007.BLAHAN_04255	2.63E-265	726	COG1262@1|root,COG1262@2|Bacteria,1UY2C@1239|Firmicutes,24D6K@186801|Clostridia,3Y11J@572511|Blautia	186801|Clostridia	S	Sulfatase-modifying factor enzyme 1													FGE-sulfatase							
pgaptmp_000022	Protein Homology	CDS	15302	15646		+	0	ID=cds-pgaptmp_000022;Parent=gene-pgaptmp_000022;Name=extdb:pgaptmp_000022;gbkey=CDS;gene=avd;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299069.1;locus_tag=pgaptmp_000022;product=diversity-generating retroelement protein Avd;protein_id=extdb:pgaptmp_000022;transl_table=11	pgaptmp_000022	diversity-generating retroelement protein Avd	411483.FAEPRAA2165_01923	3.08E-74	222	29VNS@1|root,30H63@2|Bacteria,1VUVQ@1239|Firmicutes,2506A@186801|Clostridia,3WQFE@541000|Ruminococcaceae	186801|Clostridia																						
pgaptmp_000023	Protein Homology	CDS	15885	16229		+	0	ID=cds-pgaptmp_000023;Parent=gene-pgaptmp_000023;Name=extdb:pgaptmp_000023;gbkey=CDS;gene=avd;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299069.1;locus_tag=pgaptmp_000023;product=diversity-generating retroelement protein Avd;protein_id=extdb:pgaptmp_000023;transl_table=11	pgaptmp_000023	diversity-generating retroelement protein Avd	411483.FAEPRAA2165_01923	3.08E-74	222	29VNS@1|root,30H63@2|Bacteria,1VUVQ@1239|Firmicutes,2506A@186801|Clostridia,3WQFE@541000|Ruminococcaceae	186801|Clostridia																						
pgaptmp_000024	Protein Homology	CDS	16657	17802		+	0	ID=cds-pgaptmp_000024;Parent=gene-pgaptmp_000024;Name=extdb:pgaptmp_000024;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004220712.1;locus_tag=pgaptmp_000024;product=reverse transcriptase domain-containing protein;protein_id=extdb:pgaptmp_000024;transl_table=11	pgaptmp_000024	reverse transcriptase domain-containing protein	537007.BLAHAN_04257	3.25E-290	793	COG3344@1|root,COG3344@2|Bacteria,1UZGP@1239|Firmicutes,24BRP@186801|Clostridia,3Y0T0@572511|Blautia	186801|Clostridia	L	Psort location Cytoplasmic, score 8.87													RVT_1							
pgaptmp_000025	Protein Homology	CDS	17781	18137		+	0	ID=cds-pgaptmp_000025;Parent=gene-pgaptmp_000025;Name=extdb:pgaptmp_000025;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005937338.1;locus_tag=pgaptmp_000025;product=serine/threonine protein kinase;protein_id=extdb:pgaptmp_000025;transl_table=11	pgaptmp_000025	serine/threonine protein kinase	537007.BLAHAN_04258	1.38E-63	196	2DAQN@1|root,32TVZ@2|Bacteria,1VCYU@1239|Firmicutes,2599G@186801|Clostridia,3Y1UQ@572511|Blautia	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87																				
pgaptmp_000026	Protein Homology	CDS	18150	18530		+	0	ID=cds-pgaptmp_000026;Parent=gene-pgaptmp_000026;Name=extdb:pgaptmp_000026;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299066.1;locus_tag=pgaptmp_000026;product=hypothetical protein;protein_id=extdb:pgaptmp_000026;transl_table=11	pgaptmp_000026	hypothetical protein	537007.BLAHAN_04259	3.85E-76	228	2F1XA@1|root,33UWV@2|Bacteria,1VV3M@1239|Firmicutes,2505J@186801|Clostridia	186801|Clostridia																						
pgaptmp_000027	Protein Homology	CDS	18542	20125		+	0	ID=cds-pgaptmp_000027;Parent=gene-pgaptmp_000027;Name=extdb:pgaptmp_000027;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005933346.1;locus_tag=pgaptmp_000027;product=phage tail tip lysozyme;protein_id=extdb:pgaptmp_000027;transl_table=11	pgaptmp_000027	phage tail tip lysozyme	537007.BLAHAN_04260	0	930	COG3023@1|root,COG3087@1|root,COG3023@2|Bacteria,COG3087@2|Bacteria,1TRDG@1239|Firmicutes,24ABM@186801|Clostridia,3Y1VZ@572511|Blautia	186801|Clostridia	V	Cpl-7 lysozyme C-terminal domain protein													Amidase_2,CW_7,SH3_5,SPOR							
pgaptmp_000028	Protein Homology	CDS	20282	20809		+	0	ID=cds-pgaptmp_000028;Parent=gene-pgaptmp_000028;Name=extdb:pgaptmp_000028;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299064.1;locus_tag=pgaptmp_000028;product=hypothetical protein;protein_id=extdb:pgaptmp_000028;transl_table=11	pgaptmp_000028	hypothetical protein	411483.FAEPRAA2165_01928	2.54E-100	293	2C62C@1|root,303UK@2|Bacteria,1TV9S@1239|Firmicutes,25NEE@186801|Clostridia,3WR8D@541000|Ruminococcaceae	186801|Clostridia																						
pgaptmp_000029	Protein Homology	CDS	20875	21513		-	0	ID=cds-pgaptmp_000029;Parent=gene-pgaptmp_000029;Name=extdb:pgaptmp_000029;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008398587.1;locus_tag=pgaptmp_000029;product=hypothetical protein;protein_id=extdb:pgaptmp_000029;transl_table=11	pgaptmp_000029	hypothetical protein	411483.FAEPRAA2165_01929	5.69E-147	414	2E27N@1|root,32XDV@2|Bacteria,1VDX1@1239|Firmicutes,24NBB@186801|Clostridia,3WRAV@541000|Ruminococcaceae	186801|Clostridia																						
pgaptmp_000030	Protein Homology	CDS	21640	21888		+	0	ID=cds-pgaptmp_000030;Parent=gene-pgaptmp_000030;Name=extdb:pgaptmp_000030;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016148067.1;locus_tag=pgaptmp_000030;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_000030;transl_table=11	pgaptmp_000030	helix-turn-helix domain-containing protein	537007.BLAHAN_04263	3.03E-52	164	COG1396@1|root,COG1396@2|Bacteria,1VGS0@1239|Firmicutes,25IRP@186801|Clostridia,3Y245@572511|Blautia	186801|Clostridia	K	Psort location Cytoplasmic, score 8.87																				
pgaptmp_000031	GeneMarkS-2+	CDS	22048	22173		+	0	ID=cds-pgaptmp_000031;Parent=gene-pgaptmp_000031;Name=extdb:pgaptmp_000031;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=pgaptmp_000031;product=hypothetical protein;protein_id=extdb:pgaptmp_000031;transl_table=11	pgaptmp_000031	hypothetical protein	537007.BLAHAN_04264	6.15E-17	72.4	293EY@1|root,2ZQXC@2|Bacteria,1W5X2@1239|Firmicutes,255F9@186801|Clostridia	186801|Clostridia																						
pgaptmp_000032	Protein Homology	CDS	22254	22514		+	0	ID=cds-pgaptmp_000032;Parent=gene-pgaptmp_000032;Name=extdb:pgaptmp_000032;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008981396.1;locus_tag=pgaptmp_000032;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_000032;transl_table=11	pgaptmp_000032	helix-turn-helix domain-containing protein	537007.BLAHAN_04265	5.12E-51	161	COG1396@1|root,COG1396@2|Bacteria,1VFGE@1239|Firmicutes,24R59@186801|Clostridia	186801|Clostridia	K	Cro/C1-type HTH DNA-binding domain													HTH_3							
pgaptmp_000033	Protein Homology	CDS	22579	23622		+	0	ID=cds-pgaptmp_000033;Parent=gene-pgaptmp_000033;Name=extdb:pgaptmp_000033;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_106788098.1;locus_tag=pgaptmp_000033;product=IS30 family transposase;protein_id=extdb:pgaptmp_000033;transl_table=11	pgaptmp_000033	IS30 family transposase	411483.FAEPRAA2165_01933	6.55E-250	686	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,248IJ@186801|Clostridia,3WIBE@541000|Ruminococcaceae	186801|Clostridia	L	PFAM Integrase catalytic region													HTH_38,rve						K07482	K07482; transposase, IS30 family
pgaptmp_000034	Protein Homology	CDS	23687	24007		+	0	ID=cds-pgaptmp_000034;Parent=gene-pgaptmp_000034;Name=extdb:pgaptmp_000034;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008981464.1;locus_tag=pgaptmp_000034;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_000034;transl_table=11	pgaptmp_000034	helix-turn-helix domain-containing protein	411483.FAEPRAA2165_01868	2.63E-69	209	2DN78@1|root,32VXK@2|Bacteria,1VD6B@1239|Firmicutes,24Q3A@186801|Clostridia,3WR3D@541000|Ruminococcaceae	186801|Clostridia	S	Helix-turn-helix domain													HTH_38							
pgaptmp_000035	Protein Homology	CDS	24027	24842		+	0	ID=cds-pgaptmp_000035;Parent=gene-pgaptmp_000035;Name=extdb:pgaptmp_000035;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299112.1;locus_tag=pgaptmp_000035;product=hypothetical protein;protein_id=extdb:pgaptmp_000035;transl_table=11	pgaptmp_000035	hypothetical protein	537007.BLAHAN_04202	3.41E-191	531	COG4227@1|root,COG4227@2|Bacteria,1TQN4@1239|Firmicutes,2482H@186801|Clostridia,3XZUI@572511|Blautia	186801|Clostridia	L	Psort location Cytoplasmic, score 8.87													Peptidase_M78							
pgaptmp_000036	Protein Homology	CDS	25029	26291		+	0	ID=cds-pgaptmp_000036;Parent=gene-pgaptmp_000036;Name=extdb:pgaptmp_000036;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299111.1;locus_tag=pgaptmp_000036;product=SUMF1/EgtB/PvdO family nonheme iron enzyme;protein_id=extdb:pgaptmp_000036;transl_table=11	pgaptmp_000036	SUMF1/EgtB/PvdO family nonheme iron enzyme	411483.FAEPRAA2165_01870	1.98E-299	818	COG1262@1|root,COG1262@2|Bacteria,1V5WN@1239|Firmicutes,24IJ3@186801|Clostridia	186801|Clostridia	S	PFAM Formylglycine-generating sulfatase enzyme													FGE-sulfatase							
pgaptmp_000037	Protein Homology	CDS	26284	27018		+	0	ID=cds-pgaptmp_000037;Parent=gene-pgaptmp_000037;Name=extdb:pgaptmp_000037;Ontology_term=GO:0003677,GO:0008408;gbkey=CDS;go_function=DNA binding|0003677||IEA,3'-5' exonuclease activity|0008408||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009299110.1;locus_tag=pgaptmp_000037;product=3'-5' exonuclease;protein_id=extdb:pgaptmp_000037;transl_table=11	pgaptmp_000037	3'-5' exonuclease	537007.BLAHAN_04204	1.09E-169	474	COG2176@1|root,COG2176@2|Bacteria,1TQUX@1239|Firmicutes,24C79@186801|Clostridia	186801|Clostridia	L	DNA polymerase III, alpha subunit, gram-positive type K03763			2.7.7.7	ko:K02342	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				RNase_T						K02342	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
pgaptmp_000038	Protein Homology	CDS	27024	27779		+	0	ID=cds-pgaptmp_000038;Parent=gene-pgaptmp_000038;Name=extdb:pgaptmp_000038;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005933198.1;locus_tag=pgaptmp_000038;product=spore cortex-lytic protein;protein_id=extdb:pgaptmp_000038;transl_table=11	pgaptmp_000038	spore cortex-lytic protein	411483.FAEPRAA2165_01872	4.47E-177	493	COG3773@1|root,COG3773@2|Bacteria,1VE2M@1239|Firmicutes,24HUS@186801|Clostridia,3WK2D@541000|Ruminococcaceae	186801|Clostridia	M	Cell wall hydrolase			3.5.1.28	ko:K01449			R04112	RC00064,RC00141	ko00000,ko01000				Hydrolase_2							
pgaptmp_000039	Protein Homology	CDS	27776	28027		+	0	ID=cds-pgaptmp_000039;Parent=gene-pgaptmp_000039;Name=extdb:pgaptmp_000039;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004220566.1;locus_tag=pgaptmp_000039;product=DNA-binding protein;protein_id=extdb:pgaptmp_000039;transl_table=11	pgaptmp_000039	DNA-binding protein	537007.BLAHAN_04206	2.6E-45	147	2F8DX@1|root,340SR@2|Bacteria,1VX0R@1239|Firmicutes,251YH@186801|Clostridia	186801|Clostridia																						
pgaptmp_000040	Protein Homology	CDS	27999	28655		+	0	ID=cds-pgaptmp_000040;Parent=gene-pgaptmp_000040;Name=extdb:pgaptmp_000040;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008398647.1;locus_tag=pgaptmp_000040;product=host-nuclease inhibitor Gam family protein;protein_id=extdb:pgaptmp_000040;transl_table=11	pgaptmp_000040	host-nuclease inhibitor Gam family protein	537007.BLAHAN_04207	1.52E-122	351	2E592@1|root,3301E@2|Bacteria,1VFD3@1239|Firmicutes,24FPF@186801|Clostridia	186801|Clostridia	S	Bacteriophage Mu Gam like protein													Phage_Mu_Gam							
