locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	locus_tag	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_000012	Protein Homology	CDS	11720	12613		-	0	ID=cds-pgaptmp_000012;Parent=gene-pgaptmp_000012;Name=extdb:pgaptmp_000012;Ontology_term=GO:0008643,GO:0055085,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675967.1;locus_tag=pgaptmp_000012;product=carbohydrate ABC transporter permease;protein_id=extdb:pgaptmp_000012;transl_table=11	pgaptmp_000012	carbohydrate ABC transporter permease	457396.CSBG_03395	4.68E-186	520	COG1175@1|root,COG1175@2|Bacteria,1TRU7@1239|Firmicutes,24AIC@186801|Clostridia,36H1Y@31979|Clostridiaceae	186801|Clostridia	P	PFAM Binding-protein-dependent transport system inner membrane component				ko:K10201	ko02010,map02010	M00205			ko00000,ko00001,ko00002,ko02000	3.A.1.1.18			BPD_transp_1	cs11821	ABC	membrane	sugar	3.A.1	K10201	ngcF; N-acetylglucosamine transport system permease protein
pgaptmp_000013	Protein Homology	CDS	12791	13660		+	0	ID=cds-pgaptmp_000013;Parent=gene-pgaptmp_000013;Name=extdb:pgaptmp_000013;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675968.1;locus_tag=pgaptmp_000013;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_000013;transl_table=11	pgaptmp_000013	helix-turn-helix domain-containing protein	457396.CSBG_03394	3.61E-211	583	COG0662@1|root,COG2207@1|root,COG0662@2|Bacteria,COG2207@2|Bacteria,1TQ2W@1239|Firmicutes,24A5W@186801|Clostridia,36VIU@31979|Clostridiaceae	186801|Clostridia	K	AraC-like ligand binding domain													AraC_binding,Cupin_2,HTH_18,HTH_AraC							
pgaptmp_000014	Protein Homology	CDS	13832	14590		-	0	ID=cds-pgaptmp_000014;Parent=gene-pgaptmp_000014;Name=extdb:pgaptmp_000014;Ontology_term=GO:0005524,GO:0008641,GO:0061503;gbkey=CDS;go_function=ATP binding|0005524||IEA,ubiquitin-like modifier activating enzyme activity|0008641||IEA,tRNA threonylcarbamoyladenosine dehydratase|0061503||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675970.1;locus_tag=pgaptmp_000014;product=tRNA threonylcarbamoyladenosine dehydratase;protein_id=extdb:pgaptmp_000014;transl_table=11	pgaptmp_000014	tRNA threonylcarbamoyladenosine dehydratase	457396.CSBG_03393	2.39E-177	494	COG1179@1|root,COG1179@2|Bacteria,1TQ7A@1239|Firmicutes,248RA@186801|Clostridia,36F3J@31979|Clostridiaceae	186801|Clostridia	H	PFAM UBA THIF-type NAD FAD binding protein	tcdA			ko:K22132					ko00000,ko03016				ThiF						K22132	tcdA; tRNA threonylcarbamoyladenosine dehydratase
pgaptmp_000015	Protein Homology	CDS	14998	15690		+	0	ID=cds-pgaptmp_000015;Parent=gene-pgaptmp_000015;Name=extdb:pgaptmp_000015;Ontology_term=GO:0009116,GO:0009164,GO:0019509,GO:0008782,GO:0008930;gbkey=CDS;go_function=adenosylhomocysteine nucleosidase activity|0008782||IEA,methylthioadenosine nucleosidase activity|0008930||IEA;go_process=nucleoside metabolic process|0009116||IEA,nucleoside catabolic process|0009164||IEA,L-methionine salvage from methylthioadenosine|0019509||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675972.1;locus_tag=pgaptmp_000015;product=5'-methylthioadenosine/adenosylhomocysteine nucleosidase;protein_id=extdb:pgaptmp_000015;transl_table=11	pgaptmp_000015	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	457396.CSBG_03392	3.68E-161	451	COG0775@1|root,COG0775@2|Bacteria,1U7WK@1239|Firmicutes,247U5@186801|Clostridia,36EHM@31979|Clostridiaceae	186801|Clostridia	E	Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively	mtnN		3.2.2.9	ko:K01243	ko00270,ko01100,ko01230,map00270,map01100,map01230	M00034,M00609	R00194,R01401	RC00063,RC00318	ko00000,ko00001,ko00002,ko01000				PNP_UDP_1						K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]
pgaptmp_000016	Protein Homology	CDS	15744	16157		-	0	ID=cds-pgaptmp_000016;Parent=gene-pgaptmp_000016;Name=extdb:pgaptmp_000016;Ontology_term=GO:0043169;gbkey=CDS;go_function=cation binding|0043169||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675974.1;locus_tag=pgaptmp_000016;product=hemerythrin domain-containing protein;protein_id=extdb:pgaptmp_000016;transl_table=11	pgaptmp_000016	hemerythrin domain-containing protein	457396.CSBG_03391	1.99E-90	265	COG2846@1|root,COG2846@2|Bacteria,1VGYW@1239|Firmicutes,24RAK@186801|Clostridia,36NBW@31979|Clostridiaceae	186801|Clostridia	D	PFAM Hemerythrin HHE cation binding domain													Hemerythrin							
pgaptmp_000017	Protein Homology	CDS	16391	16945		-	0	ID=cds-pgaptmp_000017;Parent=gene-pgaptmp_000017;Name=extdb:pgaptmp_000017;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010239140.1;locus_tag=pgaptmp_000017;product=rubrerythrin family protein;protein_id=extdb:pgaptmp_000017;transl_table=11	pgaptmp_000017	rubrerythrin family protein	457396.CSBG_03390	1.75E-134	380	COG1592@1|root,COG1592@2|Bacteria,1V1FF@1239|Firmicutes,248V2@186801|Clostridia,36W6U@31979|Clostridiaceae	186801|Clostridia	C	Rubrerythrin	rbr2												Rubrerythrin							
pgaptmp_000018	Protein Homology	CDS	17342	18577		-	0	ID=cds-pgaptmp_000018;Parent=gene-pgaptmp_000018;Name=extdb:pgaptmp_000018;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675977.1;locus_tag=pgaptmp_000018;product=DUF1015 domain-containing protein;protein_id=extdb:pgaptmp_000018;transl_table=11	pgaptmp_000018	DUF1015 domain-containing protein	457396.CSBG_03389	4.53E-303	825	COG4198@1|root,COG4198@2|Bacteria,1TQSW@1239|Firmicutes,249E4@186801|Clostridia,36DKE@31979|Clostridiaceae	186801|Clostridia	S	Protein of unknown function (DUF1015)													DUF1015							
pgaptmp_000019	Protein Homology	CDS	18602	19507		-	0	ID=cds-pgaptmp_000019;Parent=gene-pgaptmp_000019;Name=extdb:pgaptmp_000019;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675979.1;locus_tag=pgaptmp_000019;product=D-2-hydroxyacid dehydrogenase;protein_id=extdb:pgaptmp_000019;transl_table=11	pgaptmp_000019	D-2-hydroxyacid dehydrogenase	457396.CSBG_03388	3.9E-212	586	COG0111@1|root,COG0111@2|Bacteria,1V410@1239|Firmicutes,248H9@186801|Clostridia,36DCU@31979|Clostridiaceae	186801|Clostridia	EH	D-isomer specific 2-hydroxyacid dehydrogenase	serA		1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147				2-Hacid_dh,2-Hacid_dh_C						K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
pgaptmp_000020	Protein Homology	CDS	19647	20723		-	0	ID=cds-pgaptmp_000020;Parent=gene-pgaptmp_000020;Name=extdb:pgaptmp_000020;Ontology_term=GO:0030170;gbkey=CDS;go_function=pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003472670.1;locus_tag=pgaptmp_000020;product=pyridoxal-phosphate-dependent aminotransferase family protein;protein_id=extdb:pgaptmp_000020;transl_table=11	pgaptmp_000020	pyridoxal-phosphate-dependent aminotransferase family protein	457396.CSBG_03387	6.65E-260	712	COG0075@1|root,COG0075@2|Bacteria,1TPS0@1239|Firmicutes,24919@186801|Clostridia,36E72@31979|Clostridiaceae	186801|Clostridia	E	Aminotransferase													Aminotran_5							
pgaptmp_000021	Protein Homology	CDS	21037	21477		-	0	ID=cds-pgaptmp_000021;Parent=gene-pgaptmp_000021;Name=extdb:pgaptmp_000021;Ontology_term=GO:0034220,GO:0008381;gbkey=CDS;gene=mscL;go_function=mechanosensitive monoatomic ion channel activity|0008381||IEA;go_process=monoatomic ion transmembrane transport|0034220||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675984.1;locus_tag=pgaptmp_000021;product=large-conductance mechanosensitive channel protein MscL;protein_id=extdb:pgaptmp_000021;transl_table=11	pgaptmp_000021	large-conductance mechanosensitive channel protein MscL	457396.CSBG_03386	1.64E-82	246	COG1970@1|root,COG1970@2|Bacteria,1VA14@1239|Firmicutes,24JAB@186801|Clostridia,36IZV@31979|Clostridiaceae	186801|Clostridia	M	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell	mscL			ko:K03282					ko00000,ko02000	1.A.22.1			MscL	cs11821	MscL		large-conductance mechanosensitive ion channel	1.A.22	K03282	mscL; large conductance mechanosensitive channel
pgaptmp_000022	Protein Homology	CDS	21478	21663		-	0	ID=cds-pgaptmp_000022;Parent=gene-pgaptmp_000022;Name=extdb:pgaptmp_000022;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002583116.1;locus_tag=pgaptmp_000022;product=hypothetical protein;protein_id=extdb:pgaptmp_000022;transl_table=11	pgaptmp_000022	hypothetical protein	457396.CSBG_03385	5.51E-46	147	28V66@1|root,2ZH9D@2|Bacteria,1W3I3@1239|Firmicutes	1239|Firmicutes																						
pgaptmp_000023	Protein Homology	CDS	21946	22194		-	0	ID=cds-pgaptmp_000023;Parent=gene-pgaptmp_000023;Name=extdb:pgaptmp_000023;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675987.1;locus_tag=pgaptmp_000023;product=pro-sigmaK processing inhibitor BofA family protein;protein_id=extdb:pgaptmp_000023;transl_table=11	pgaptmp_000023	pro-sigmaK processing inhibitor BofA family protein	457396.CSBG_03384	6.96E-36	123	2DRM3@1|root,33C8V@2|Bacteria,1VKUE@1239|Firmicutes,24RNH@186801|Clostridia,36MY1@31979|Clostridiaceae	186801|Clostridia	S	Sigma-K factor processing regulatory protein bofa	bofA			ko:K06317					ko00000				BofA						K06317	bofA; inhibitor of the pro-sigma K processing machinery
pgaptmp_000024	Protein Homology	CDS	22255	22512		-	0	ID=cds-pgaptmp_000024;Parent=gene-pgaptmp_000024;Name=extdb:pgaptmp_000024;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008675989.1;locus_tag=pgaptmp_000024;product=DUF2508 family protein;protein_id=extdb:pgaptmp_000024;transl_table=11	pgaptmp_000024	DUF2508 family protein	555088.DealDRAFT_2548	0.0000469	45.8	2EGKS@1|root,33ACZ@2|Bacteria,1VKRW@1239|Firmicutes	1239|Firmicutes	S	Protein of unknown function (DUF2508)													DUF2508							
pgaptmp_000025	Protein Homology	CDS	22591	24126		-	0	ID=cds-pgaptmp_000025;Parent=gene-pgaptmp_000025;Name=extdb:pgaptmp_000025;Ontology_term=GO:0032049,GO:0008808,GO:0016780;gbkey=CDS;gene=cls;go_function=cardiolipin synthase activity|0008808||IEA,phosphotransferase activity%2C for other substituted phosphate groups|0016780||IEA;go_process=cardiolipin biosynthetic process|0032049||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004457578.1;locus_tag=pgaptmp_000025;product=cardiolipin synthase;protein_id=extdb:pgaptmp_000025;transl_table=11	pgaptmp_000025	cardiolipin synthase	457396.CSBG_03382	0	1015	COG1502@1|root,COG1502@2|Bacteria,1TPKY@1239|Firmicutes,247UR@186801|Clostridia,36EA0@31979|Clostridiaceae	186801|Clostridia	I	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol				ko:K06131	ko00564,ko01100,map00564,map01100		R07390	RC00017	ko00000,ko00001,ko01000				PLDc_2,PLDc_N						K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
pgaptmp_000026	Protein Homology	CDS	24148	24744		-	0	ID=cds-pgaptmp_000026;Parent=gene-pgaptmp_000026;Name=extdb:pgaptmp_000026;Ontology_term=GO:0006281,GO:0006310,GO:0003677,GO:0046872;gbkey=CDS;gene=recR;go_function=DNA binding|0003677||IEA,metal ion binding|0046872||IEA;go_process=DNA repair|0006281||IEA,DNA recombination|0006310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012425166.1;locus_tag=pgaptmp_000026;product=recombination mediator RecR;protein_id=extdb:pgaptmp_000026;transl_table=11	pgaptmp_000026	recombination mediator RecR	457396.CSBG_03381	2.86E-140	396	COG0353@1|root,COG0353@2|Bacteria,1TR87@1239|Firmicutes,2487H@186801|Clostridia,36EFC@31979|Clostridiaceae	186801|Clostridia	L	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO	recR			ko:K06187	ko03440,map03440				ko00000,ko00001,ko03400				HHH,RecR,Toprim_4						K06187	recR; recombination protein RecR
pgaptmp_000027	Protein Homology	CDS	24903	25247		-	0	ID=cds-pgaptmp_000027;Parent=gene-pgaptmp_000027;Name=extdb:pgaptmp_000027;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015395657.1;locus_tag=pgaptmp_000027;product=YbaB/EbfC family nucleoid-associated protein;protein_id=extdb:pgaptmp_000027;transl_table=11	pgaptmp_000027	YbaB/EbfC family nucleoid-associated protein	457396.CSBG_03380	1.07E-65	201	COG0718@1|root,COG0718@2|Bacteria,1VA1S@1239|Firmicutes,24MXH@186801|Clostridia,36JG6@31979|Clostridiaceae	186801|Clostridia	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection				ko:K09747					ko00000				YbaB_DNA_bd						K09747	ebfC; nucleoid-associated protein EbfC
pgaptmp_000028	Protein Homology	CDS	25395	27014		-	0	ID=cds-pgaptmp_000028;Parent=gene-pgaptmp_000028;Name=extdb:pgaptmp_000028;Ontology_term=GO:0006260,GO:0003677,GO:0003887,GO:0005524,GO:0009360;gbkey=CDS;gene=dnaX;go_component=DNA polymerase III complex|0009360||IEA;go_function=DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA,ATP binding|0005524||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017352170.1;locus_tag=pgaptmp_000028;product=DNA polymerase III subunit gamma/tau;protein_id=extdb:pgaptmp_000028;transl_table=11	pgaptmp_000028	DNA polymerase III subunit gamma/tau	457396.CSBG_03379	0	1033	COG2812@1|root,COG2812@2|Bacteria,1TPS9@1239|Firmicutes,247J7@186801|Clostridia,36DBN@31979|Clostridiaceae	186801|Clostridia	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX		2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400				DNA_pol3_delta2,DNA_pol3_gamma3						K02343	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
